name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,Season
Aneta Tejralová,62,OTT,LD,38,791.1999999999999,2.324,75.76965277441802,0.1762386248736097,5.745929179050912,-0.0162225913152092,-0.0162225913152092,2.8058645096056627,0.086026804779863,0.0034410721911945,0.0040737532524876,0.1803123781260973,-1.587,0.33,-1.257,-0.324,0.067,-0.257,-0.019,2024-25
Jocelyne Larocque,71,OTT,RD,32,768.1666666666666,2.555,70.05555179218672,0.199566066391842,5.471902504922374,-0.2895284615423517,-0.2895284615423517,1.7964851377739206,-0.9233525670518792,-0.0369341026820751,-0.0256424926819234,0.1739235737099186,-1.242,-0.06,-1.302,-0.254,-0.012,-0.266,-0.021,2024-25
Kristýna Kaltounková,245,NY,LW,16,318.45000000000005,6.626000000000001,31.83797196634762,1.248422044276967,5.998675829740484,0.1987850902826958,0.1987850902826958,0.0,0.0860319987015541,0.0034412799480621,-0.0043113385729629,1.2441107057040035,5.045,0.09,5.135,1.119,0.02,1.139,0.215,2025-26
Laura Stacey,32,MTL,RW,15,297.6833333333334,6.085999999999999,25.985912858214,1.2266726387100382,5.237628704415787,0.1472516894999506,0.1472516894999506,0.604669391411455,0.0089392358279389,0.0003575694331175,-0.0053852464573805,1.2212873922526577,4.608,0.079,4.687,1.022,0.018,1.04,0.21,2025-26
Natalie Spooner,100,TOR,RW,16,277.53333333333336,5.321999999999999,26.678596787487106,1.150564496757146,5.767652440244629,0.0399219231992644,0.0399219231992644,0.8647609896709104,0.642147636557724,0.0256859054623089,0.0241289504575376,1.1746934472146835,3.944,0.21,4.154,0.875,0.047,0.922,0.199,2025-26
Sarah Fillier,205,NY,LW,15,301.21666666666664,5.474,29.83579444271348,1.090377911802136,5.943056492766477,0.108793870030288,0.108793870030288,0.0,0.0860319987015541,0.0034412799480621,-0.000801680983119,1.0895762308190169,3.978,0.103,4.081,0.882,0.023,0.905,0.18,2025-26
Kendall Coyne Schofield,20,MIN,LW,15,250.66666666666677,4.989000000000001,24.85724295581291,1.1941755319148937,5.949871984104153,0.1367243157197591,0.1367243157197591,0.2393617021276595,-0.3423298291601303,-0.0136931931664052,-0.0190254414794758,1.1751500904354175,3.744,0.01,3.754,0.83,0.002,0.832,0.199,2025-26
Daryl Watts,63,TOR,LW,15,268.46666666666664,4.704,27.166047204963437,1.0513037000248324,6.071378814121454,0.3220607792987533,0.3220607792987533,0.0,-0.2226133531131865,-0.0089045341245274,-0.0214649045171788,1.0298387955076536,3.371,-0.0,3.371,0.748,-0.0,0.748,0.167,2025-26
Hilary Knight,13,SEA,RW,14,285.1,4.118,30.17059699271971,0.866643283058576,6.349476743469598,0.0402629679059727,0.0402629679059727,2.946334619431778,2.5824984865028533,0.1032999394601141,0.1017296837117811,0.9683729667703572,2.702,0.585,3.287,0.599,0.13,0.729,0.153,2025-26
Emily Clark,53,OTT,LW,16,275.8333333333333,4.450000000000001,30.19345620892901,0.9679758308157104,6.567760867199061,0.1355301794949474,0.1355301794949474,0.0,0.0406637043889083,0.0016265481755563,-0.0036591288247466,0.9643167019909636,3.08,0.081,3.161,0.683,0.018,0.701,0.152,2025-26
Brianne Jenner,58,OTT,RW,16,305.4833333333333,4.476,33.14792547493474,0.8791314310655247,6.510586049962631,0.0590332318489043,0.0590332318489042,0.0,0.0406637043889083,0.0016265481755563,-0.0006757478665509,0.8784556831989738,2.959,0.105,3.064,0.656,0.023,0.679,0.133,2025-26
Julia Gosling,210,SEA,LW,14,254.2166666666667,4.218,26.994828641226373,0.9955287484429292,6.371296342254962,0.0901129408855754,0.0901129408855754,0.0,-0.3638361329289248,-0.0145534453171569,-0.0180678500116944,0.9774608984312348,2.956,0.014,2.97,0.656,0.003,0.659,0.156,2025-26
Rebecca Leslie,72,OTT,RW,16,294.6,4.272,32.03472211691776,0.8700610997963342,6.524383323201174,0.070857863884011,0.070857863884011,0.0,0.0406637043889083,0.0016265481755563,-0.00113690851592,0.8689241912804141,2.809,0.099,2.908,0.623,0.022,0.645,0.131,2025-26
Marie-Philip Poulin,31,MTL,C,15,300.95,4.168,26.36979332151009,0.8309685994351222,5.257310514339943,0.08087466992017,0.08087466992017,0.9968433294567204,0.4011131738732044,0.0160445269549281,0.0128904148280415,0.8438590142631638,2.674,0.172,2.846,0.593,0.038,0.631,0.126,2025-26
Jesse Compher,65,TOR,RW,16,267.3166666666667,3.965,26.30785610099612,0.8899557329010536,5.904874491151943,0.1204660457816129,0.1204660457816129,0.8978115842633578,0.6751982311501713,0.0270079292460068,0.0223097534605239,0.9122654863615776,2.638,0.195,2.833,0.585,0.043,0.628,0.141,2025-26
Alex Carpenter,34,SEA,C,14,284.9333333333333,4.17,30.233414823617125,0.8781001403837156,6.366418657289522,0.0596965513408991,0.0596965513408991,0.0,-0.3638361329289248,-0.0145534453171569,-0.016881610819452,0.8612185295642636,2.755,0.021,2.776,0.611,0.005,0.616,0.13,2025-26
Abby Boreen,114,VAN,RW,16,277.21666666666664,4.042,28.971956792586667,0.8748391751337702,6.270609297980641,0.0924748458863353,0.0924748458863353,0.6493116094510913,0.1699761146360136,0.0067990445854405,0.0031925255958734,0.8780317007296436,2.666,0.113,2.779,0.591,0.025,0.616,0.133,2025-26
Grace Zumwinkle,25,MIN,RW,15,248.18333333333337,3.913,24.5103297646854,0.9459942246994828,5.92553805337905,0.05841521495886,0.05841521495886,0.4835135316634207,-0.098177999624369,-0.0039271199849747,-0.0062053133683703,0.9397889113311126,2.681,0.063,2.744,0.595,0.014,0.609,0.147,2025-26
Maureen Murphy,98,MTL,RW,15,238.48333333333335,3.836,20.93210367371485,0.9650988888112376,5.266306046919663,0.1190412357950879,0.1190412357950879,0.754769725347683,0.159039569764167,0.0063615827905666,0.0017189745945582,0.9668178634057958,2.652,0.092,2.744,0.588,0.02,0.608,0.153,2025-26
Hannah Bilka,181,SEA,LW,14,251.2,3.863,26.261359331918893,0.9226910828025476,6.272617674821392,-0.0244066673185165,-0.0244066673185165,0.0,-0.3638361329289248,-0.0145534453171569,-0.0136015852917348,0.9090894975108128,2.616,0.032,2.648,0.58,0.007,0.587,0.14,2025-26
Kristin O'Neill,30,NY,C,16,282.00000000000006,3.709000000000001,27.72688439980229,0.7891489361702126,5.899337106340912,-0.0004376428397146,-0.0004376428397146,0.8510638297872339,0.937095828488788,0.0374838331395515,0.0375009012103004,0.826649837380513,2.309,0.277,2.586,0.512,0.061,0.573,0.122,2025-26
Shiann Darkangelo,4,MTL,C,15,224.63333333333333,3.709,19.59677127196421,0.9906811099569668,5.234335701073689,0.0926345834912524,0.0926345834912524,0.0,-0.595730155583516,-0.0238292062233406,-0.0274419549794994,0.9632391549774671,2.594,-0.023,2.571,0.575,-0.005,0.57,0.152,2025-26
Kelly Pannek,23,MIN,C,15,256.8666666666667,3.326,25.448332200542836,0.7769011160134959,5.944328829610317,0.0404311454307485,0.0404311454307485,3.036594861147158,2.454903329859368,0.0981961331943747,0.0966193185225755,0.8735204345360714,2.051,0.505,2.556,0.455,0.112,0.567,0.132,2025-26
Taylor Heise,21,MIN,C,15,255.85,3.632000000000001,25.34502736335194,0.851749071721712,5.943723438737996,0.0561038988776377,0.0561038988776377,1.1725620480750438,0.590870516787254,0.0236348206714901,0.0214467686152622,0.8731958403369743,2.362,0.183,2.545,0.524,0.041,0.565,0.132,2025-26
Dominique Petrie,195,MIN,C,10,145.95000000000002,3.302,14.72527153872132,1.3574511819116133,6.053554589402392,0.2759165694687947,0.2759165694687947,0.0,-0.5816915312877897,-0.0232676612515115,-0.0340284074607945,1.323422774450819,2.577,-0.031,2.546,0.572,-0.007,0.565,0.232,2025-26
Sophie Jaques,11,VAN,RD,16,365.2833333333333,3.934,38.02997188157249,0.6461833280102204,6.246653226886024,0.0187900568369023,0.0187900568369023,1.8068166263630971,0.96109613587269,0.0384438454349076,0.0377110332182684,0.6838943612284888,2.12,0.36,2.48,0.47,0.08,0.55,0.09,2025-26
Taylor Girard,9,NY,LW,13,179.45,3.096,18.41143861288301,1.035162998049596,6.155956070063978,0.3096851522964544,0.3096851522964544,0.0,0.0860319987015541,0.0034412799480621,-0.0086364409914995,1.0265265570580964,2.205,0.038,2.243,0.489,0.008,0.497,0.166,2025-26
Ella Huber,243,BOS,LW,14,199.65,3.196,17.986603667450563,0.9604808414725772,5.405440621322484,0.146768616137913,0.146768616137913,0.0,-0.3999735854087965,-0.0159989434163518,-0.0217229194457304,0.9387579220268468,2.205,-0.001,2.204,0.489,-0.0,0.489,0.147,2025-26
Sarah Wozniewicz,241,OTT,LW,16,255.53333333333336,3.3249999999999997,27.735965351214663,0.7807200626141401,6.512488603207199,0.0395330033722508,0.0395330033722508,0.0,0.0406637043889083,0.0016265481755563,8.476104403854975e-05,0.7808048236581786,2.056,0.091,2.147,0.456,0.02,0.476,0.112,2025-26
Alina Müller,15,BOS,C,14,286.19999999999993,3.4030000000000005,25.80606774777513,0.7134171907756816,5.410077095969631,0.0976729918383202,0.0976729918383202,0.628930817610063,0.2289572322012664,0.0091582892880506,0.0053490426063561,0.7187662333820377,1.982,0.127,2.109,0.44,0.028,0.468,0.098,2025-26
Anne Cherkowski,249,NY,RW,14,258.9333333333334,3.2220000000000004,25.019238805266863,0.7466014418125643,5.797454923980477,-0.1115731741663462,-0.1115731741663462,0.0,0.0860319987015541,0.0034412799480621,0.0077926337405496,0.754394075553114,1.936,0.126,2.062,0.429,0.028,0.457,0.106,2025-26
Casey O'Brien,280,NY,C,16,317.78333333333336,3.3260000000000005,31.60905777580288,0.627975035401479,5.968039439497056,0.0332121362101912,0.0332121362101912,0.0,0.0860319987015541,0.0034412799480621,0.0021460066358647,0.6301210420373438,1.748,0.125,1.873,0.388,0.028,0.416,0.079,2025-26
Jessie Eldridge,36,SEA,RW,14,234.6833333333333,2.942,24.58482013111357,0.7521624884596265,6.285445101342863,-0.0486662800221055,-0.0486662800221055,0.0,-0.3638361329289248,-0.0145534453171569,-0.0126554603962948,0.7395070280633317,1.777,0.034,1.811,0.394,0.008,0.402,0.103,2025-26
Jenn Gardiner,198,VAN,LW,16,284.3666666666668,3.196999999999999,29.69994295065229,0.6745516352127532,6.266545224613071,0.0448516739525501,0.0448516739525501,0.0,-0.4793354948150776,-0.0191734197926031,-0.0209226350767525,0.6536290001360007,1.785,0.002,1.787,0.396,0.0,0.396,0.084,2025-26
Hayley Scamurra,61,MTL,C,15,217.68333333333328,2.839,18.64551240322317,0.7825128244391701,5.139257687129884,-0.0477164557780694,-0.0477164557780694,0.0,-0.595730155583516,-0.0238292062233406,-0.0219682644479959,0.7605445599911742,1.758,-0.002,1.756,0.39,-0.0,0.39,0.107,2025-26
Maggie Connors,66,TOR,LW,16,210.58333333333331,2.685,20.342708891339612,0.7650178076770874,5.796102256337365,-0.0154780410694683,-0.0154780410694683,0.2849228333992877,0.0623094802861012,0.002492379211444,0.0030960228131533,0.7681138304902407,1.639,0.086,1.725,0.364,0.019,0.383,0.109,2025-26
Fanuza Kadirova,240,OTT,LW,14,194.36666666666665,2.559,20.664841397790333,0.789950265820614,6.379131283831693,-0.0918169054004011,-0.0918169054004011,0.0,0.0406637043889083,0.0016265481755563,0.0052074074861719,0.795157673306786,1.594,0.086,1.68,0.354,0.019,0.373,0.115,2025-26
Susanna Tapani,78,BOS,C,14,271.0,2.8390000000000004,24.160334444376264,0.6285608856088563,5.34915153750028,0.0182926450072759,0.0182926450072758,0.8856088560885609,0.4856352706797643,0.0194254108271905,0.0187119976719068,0.647272883280763,1.493,0.181,1.674,0.331,0.04,0.371,0.082,2025-26
Blayre Turnbull,76,TOR,C,16,288.70000000000005,2.967,28.106115049621074,0.6166262556286802,5.841243169301227,-0.0026097409931551,-0.0026097409931551,0.0,-0.2226133531131865,-0.0089045341245274,-0.0088027542257944,0.6078235014028858,1.534,0.06,1.594,0.34,0.013,0.353,0.073,2025-26
Jill Saulnier,149,BOS,LW,14,172.03333333333336,2.43,15.195096811241642,0.8475101724472002,5.299588114751977,0.0163469301311397,0.0163469301311397,0.0,-0.3999735854087965,-0.0159989434163518,-0.0166364736914663,0.8308736987557339,1.576,0.014,1.59,0.35,0.003,0.353,0.123,2025-26
Emma Maltais,73,TOR,C,16,304.6166666666667,2.9420000000000006,29.36987304660093,0.5794824095858184,5.7849506465920735,-0.0669804120062289,-0.0669804120062289,0.3939377359522897,0.1713243828391032,0.0068529753135641,0.009465211381807,0.5889476209676254,1.43,0.157,1.587,0.317,0.035,0.352,0.069,2025-26
Olivia Mobley,256,BOS,RW,10,126.2,2.123,11.103519807217046,1.009350237717908,5.279011001846456,0.0309672506649106,0.0309672506649106,0.0,-0.3999735854087965,-0.0159989434163518,-0.0172066661922833,0.9921435715256246,1.496,0.009,1.505,0.332,0.002,0.334,0.159,2025-26
Abby Hustler,247,MIN,LW,15,246.4666666666667,2.737,24.581375345527395,0.6662969975655937,5.984105439809211,0.0561532602815976,0.0561532602815976,0.0,-0.5816915312877897,-0.0232676612515115,-0.0254576384024938,0.6408393591630998,1.513,-0.017,1.496,0.336,-0.004,0.332,0.081,2025-26
Britta Curl-Salemme,189,MIN,RW,15,266.8333333333333,2.8140000000000005,26.44438845584853,0.6327545284197378,5.946270983201419,0.011023892965657,0.011023892965657,0.0,-0.5816915312877897,-0.0232676612515115,-0.0236975930771722,0.6090569353425656,1.489,-0.01,1.479,0.33,-0.002,0.328,0.074,2025-26
Maddi Wheeler,285,NY,RW,16,234.41666666666669,2.506,23.35625857106268,0.6414219694276572,5.978139413851806,0.0462365876686624,0.0462365876686624,0.0,0.0860319987015541,0.0034412799480621,0.0016380530289843,0.6430600224566415,1.342,0.09,1.432,0.298,0.02,0.318,0.081,2025-26
Denisa Křížová,104,MIN,LW,15,204.35,2.251,20.223889073063763,0.6609248837778322,5.938014897890021,0.0088943759179279,0.0088943759179279,1.1744555908979692,0.5927640596101794,0.0237105623844071,0.0233636817236079,0.6842885655014402,1.236,0.152,1.388,0.274,0.034,0.308,0.09,2025-26
Sarah Nurse,75,VAN,C,5,104.3,1.663,10.996433434233568,0.9566634707574304,6.325848571946443,0.1655094982345754,0.1655094982345754,3.451581975071908,2.97224648025683,0.1188898592102732,0.1124349887791247,1.0690984595365554,1.145,0.233,1.378,0.254,0.052,0.306,0.176,2025-26
Michelle Karvinen,252,VAN,LW,16,265.53333333333336,2.6850000000000005,27.798471994114493,0.6067034898317851,6.281351944439629,0.0449025879344206,0.0449025879344206,0.0,-0.4793354948150776,-0.0191734197926031,-0.0209246207220455,0.5857788691097396,1.367,0.002,1.369,0.303,0.0,0.303,0.068,2025-26
Abby Roque,42,MTL,LW,14,285.0333333333333,2.761000000000001,25.47974322645665,0.5811951818500761,5.36352915537621,0.1327718842710931,0.1327718842710931,0.0,-0.595730155583516,-0.0238292062233406,-0.0290073097099132,0.5521878721401628,1.346,-0.036,1.31,0.299,-0.008,0.291,0.061,2025-26
Skylar Irving,272,MTL,RW,13,100.55,1.791,8.970245644894247,1.0687220288413726,5.352707495710142,0.2279789370758281,0.2279789370758281,0.0,-0.595730155583516,-0.0238292062233406,-0.0327203847692979,1.0360016440720747,1.292,-0.019,1.273,0.287,-0.004,0.283,0.169,2025-26
Ronja Savolainen,223,OTT,RD,16,356.05,2.9650000000000003,39.08829160713781,0.4996489257126809,6.586989176880406,0.052905434170284,0.052905434170284,0.0,-0.3257212912864213,-0.0130288516514568,-0.0150921635840979,0.4845567621285829,1.197,0.037,1.234,0.266,0.008,0.274,0.046,2025-26
Mikyla Grant-Mentis,138,SEA,C,14,206.63333333333333,2.07,22.005236788084822,0.6010646878528794,6.38964772036662,0.0226751635517799,0.0226751635517799,1.1614776576867236,0.7976415247577987,0.0319056609903119,0.0310213296117925,0.6320860174646719,1.044,0.18,1.224,0.232,0.04,0.272,0.079,2025-26
Hannah Miller,89,VAN,C,16,299.1,2.505,31.22424844412195,0.5025075225677031,6.26364061065636,0.0045304215798988,0.0045304215798988,0.8024072216649951,0.3230717268499175,0.0129228690739967,0.0127461826323806,0.5152537052000838,1.02,0.17,1.19,0.226,0.038,0.264,0.053,2025-26
Haley Winn,246,BOS,RD,14,391.8833333333334,3.1940000000000004,35.29401137944794,0.4890230936077914,5.403752858674459,0.0425468939777459,0.0425468939777459,0.0,-0.7663585810841261,-0.030654343243365,-0.0323136721084971,0.4567094214992943,1.248,-0.072,1.176,0.277,-0.016,0.261,0.04,2025-26
Shay Maloney,183,BOS,RW,14,219.51666666666668,2.2260000000000004,19.4456711340141,0.6084276061043202,5.315041840593026,-0.0201956942595832,-0.0201956942595832,0.0,-0.3999735854087965,-0.0159989434163518,-0.0152113113402281,0.5932162947640921,1.136,0.023,1.159,0.252,0.005,0.257,0.07,2025-26
Paetyn Levis,40,NY,RW,16,271.56666666666666,2.3020000000000005,26.971761078647496,0.5086043942555544,5.95914691807604,-0.0016414486181545,-0.0016414486181545,0.0,0.0860319987015541,0.0034412799480621,0.0035052964441701,0.5121096906997246,0.954,0.113,1.067,0.212,0.025,0.237,0.052,2025-26
Katy Knoll,191,MIN,RW,15,207.01666666666668,2.072,20.453874763771456,0.600531358183721,5.928182042474619,-0.0140730336247673,-0.0140730336247673,0.0,-0.5816915312877897,-0.0232676612515115,-0.0227188129401456,0.5778125452435754,1.044,-0.005,1.039,0.232,-0.001,0.231,0.067,2025-26
Tereza Vanišová,161,VAN,LW,16,271.54999999999995,2.378000000000001,28.301347768189665,0.5254280979561777,6.25328987697065,-0.0008354807831301,-0.0008354807831301,0.0,-0.4793354948150776,-0.0191734197926031,-0.019140836042061,0.5062872619141167,1.03,0.01,1.04,0.228,0.002,0.23,0.051,2025-26
Abby Newhook,259,BOS,RW,13,163.83333333333334,1.765,14.176399015236257,0.6463886063072228,5.191763627146544,-0.1352180424127852,-0.1352180424127852,0.0,-0.3999735854087965,-0.0159989434163518,-0.0107254397622532,0.6356631665449696,0.952,0.029,0.981,0.211,0.006,0.217,0.079,2025-26
Peyton Hemp,286,OTT,RW,16,205.11666666666667,1.918,22.49279224480964,0.5610465588689363,6.579511829147209,0.0587810167064398,0.0587810167064398,0.0,0.0406637043889083,0.0016265481755563,-0.0006659114759948,0.5603806473929415,0.9,0.071,0.971,0.2,0.016,0.216,0.063,2025-26
Liz Schepers,97,BOS,C,13,169.4666666666667,1.6380000000000003,15.084010023889943,0.5799370574350905,5.34052282513806,-0.0009109145217872,-0.0009109145217872,1.416207710464201,1.0162341250554046,0.0406493650022161,0.0406848906685658,0.6206219481036563,0.797,0.175,0.972,0.177,0.039,0.216,0.076,2025-26
Emma Gentry,244,TOR,C,16,183.35,1.842,17.97869775470732,0.6027815653122444,5.883402592214012,0.0365386996570784,0.0365386996570784,0.0,-0.2226133531131865,-0.0089045341245274,-0.0103295434111535,0.5924520219010908,0.932,0.034,0.966,0.207,0.008,0.215,0.07,2025-26
Natálie Mlýnková,274,MTL,LW,15,208.01666666666668,2.02,18.573147146629505,0.5826456213444435,5.357209336420656,0.1267675109839231,0.1267675109839231,0.0,-0.595730155583516,-0.0238292062233406,-0.0287731391517136,0.5538724821927299,0.987,-0.026,0.961,0.219,-0.006,0.213,0.061,2025-26
Peyton Anderson,263,MIN,LW,13,111.36666666666666,1.4320000000000002,11.202789892872236,0.7715055372642923,6.035624605558223,0.130553475708241,0.130553475708241,0.0,-0.5816915312877897,-0.0232676612515115,-0.0283592468041329,0.7431462904601593,0.879,-0.013,0.866,0.195,-0.003,0.192,0.103,2025-26
Lexie Adzija,49,SEA,LW,14,205.1833333333333,1.868,22.10771290281688,0.5462431971407684,6.464768617507983,0.0858733284132545,0.0858733284132545,0.0,-0.3638361329289248,-0.0145534453171569,-0.0179025051252739,0.5283406920154945,0.849,0.012,0.861,0.188,0.003,0.191,0.056,2025-26
Izzy Daniel,209,VAN,RW,16,200.1,1.842,20.834243431282108,0.5523238380809594,6.247149454657303,-0.0011265417454487,-0.0011265417454487,0.0,-0.4793354948150776,-0.0191734197926031,-0.0191294846645306,0.5331943534164288,0.849,0.007,0.856,0.188,0.002,0.19,0.057,2025-26
Hannah Brandt,1,BOS,C,14,158.93333333333337,1.202,13.83167739221154,0.4537751677852348,5.221690290683886,-0.1471814922447806,-0.1471814922447806,3.775167785234899,3.3751941998261024,0.1350077679930441,0.1407478461905905,0.5945230139758253,0.413,0.429,0.842,0.092,0.095,0.187,0.071,2025-26
Danielle Serdachny,224,SEA,C,14,240.7333333333333,1.994,25.472471493667143,0.496981445582941,6.348719009775804,-0.0408898638609184,-0.0408898638609184,0.0,-0.3638361329289248,-0.0145534453171569,-0.0129587406265811,0.4840227049563598,0.799,0.034,0.833,0.177,0.008,0.185,0.046,2025-26
Megan Keller,12,BOS,LD,14,375.75,2.299,33.831691899888604,0.3671057884231536,5.4022661716389,0.0145452878635491,0.0145452878635491,1.7564870259481038,0.9901284448639776,0.0396051377945591,0.0390378715678806,0.4061436599910343,0.433,0.378,0.811,0.096,0.084,0.18,0.029,2025-26
Mannon McMahon,220,OTT,RW,13,179.38333333333333,1.6109999999999998,19.412636387420896,0.538846046641271,6.493123756825721,-0.0324352855724715,-0.0324352855724715,0.0,0.0406637043889083,0.0016265481755563,0.0028915243128827,0.5417375709541538,0.72,0.073,0.793,0.16,0.016,0.176,0.059,2025-26
Kiara Zanon,317,TOR,LW,16,206.46666666666664,1.791,20.693566327425355,0.5204714239586699,6.013629220110695,0.1488642860729314,0.1488642860729314,0.0,-0.2226133531131865,-0.0089045341245274,-0.0147102412813717,0.5057611826772981,0.766,0.023,0.789,0.17,0.005,0.175,0.051,2025-26
Savannah Norcross,147,NY,RW,15,58.43333333333334,1.049,5.7936430164875485,1.077124928693668,5.948977427083621,0.1118325082358228,0.1118325082358228,0.0,0.0860319987015541,0.0034412799480621,-0.0009201878731349,1.076204740820533,0.759,0.02,0.779,0.168,0.004,0.172,0.177,2025-26
Anna Bargman,277,NY,RW,15,79.18333333333334,1.1,7.641706947046202,0.8335087350031573,5.790390446088471,-0.0997368090418327,-0.0997368090418327,0.0,0.0860319987015541,0.0034412799480621,0.0073310155006936,0.8408397505038508,0.707,0.038,0.745,0.157,0.008,0.165,0.125,2025-26
Michela Cava,115,VAN,RW,13,188.85,1.457,19.377781877154927,0.4629070691024622,6.156562947467809,-0.1111596598171909,-0.1111596598171909,1.5885623510722795,1.109226856257202,0.044369074250288,0.0487043009831585,0.5116113700856207,0.519,0.221,0.74,0.115,0.049,0.164,0.052,2025-26
Theresa Schafzahl,17,BOS,RW,14,212.3666666666667,1.638,18.813552118948312,0.462784492230419,5.315396925774127,-0.0515154838870984,-0.0515154838870984,0.8475906451106575,0.447617059701861,0.0179046823880744,0.0199137862596712,0.4826982784900903,0.584,0.146,0.73,0.13,0.032,0.162,0.046,2025-26
Jessica DiGirolamo,5,MTL,LD,15,272.5333333333333,1.507,23.84940912331381,0.3317759295499022,5.250603769809792,-0.0343979031165245,-0.0343979031165245,3.5225048923679063,2.560389741109061,0.1024155896443624,0.1037571078659069,0.4355330374158091,0.154,0.568,0.722,0.034,0.126,0.16,0.035,2025-26
Jamie Lee Rattray,16,BOS,LW,14,213.53333333333336,1.662,18.974169404749635,0.4669996877926942,5.331486876139453,-0.0345088009130155,-0.0345088009130155,0.5619731501717139,0.1619995647629173,0.0064799825905166,0.0078258258261243,0.4748255136188185,0.602,0.104,0.706,0.134,0.023,0.157,0.044,2025-26
Claire Dalton,26,TOR,RW,16,221.21666666666667,1.6370000000000002,21.55820592658547,0.4439990959089882,5.847174062812303,-0.0342222886187622,-0.0342222886187622,0.5424546070971145,0.3198412539839279,0.0127936501593571,0.0141283194154888,0.4581274153244771,0.539,0.131,0.67,0.12,0.029,0.149,0.04,2025-26
Gabbie Hughes,57,OTT,C,14,216.7,1.61,24.201367884081755,0.4457775726811259,6.700886354614237,0.1550865182443587,0.1550865182443587,0.0,0.0406637043889083,0.0016265481755563,-0.0044218260359736,0.4413557466451522,0.534,0.061,0.595,0.118,0.014,0.132,0.037,2025-26
Sara Hjalmarsson,313,TOR,LW,16,172.13333333333333,1.38,16.351978890301382,0.4810224632068164,5.699760263854083,-0.1735841413300256,-0.1735841413300256,0.0,-0.2226133531131865,-0.0089045341245274,-0.0021347526126564,0.4788877105941599,0.525,0.055,0.58,0.116,0.012,0.128,0.045,2025-26
Kayla Vespa,45,NY,C,16,113.33333333333331,1.049,10.987201977969413,0.5553529411764706,5.816753988336748,-0.1338673726417713,-0.1338673726417713,0.0,0.0860319987015541,0.0034412799480621,0.0086621074810912,0.5640150486575618,0.486,0.057,0.543,0.108,0.013,0.121,0.064,2025-26
Catherine Dubois,157,MTL,LW,11,97.09999999999998,1.023,8.196449691023478,0.632131822863028,5.064747491878566,-0.1549319350062369,-0.1549319350062369,0.0,-0.595730155583516,-0.0238292062233406,-0.0177868607580974,0.6143449621049306,0.541,0.006,0.547,0.12,0.001,0.121,0.075,2025-26
Emmy Fecteau,204,NY,LW,15,108.33333333333334,1.023,10.58527624718377,0.5665846153846155,5.862614536901781,-0.0855641279205566,-0.0855641279205566,0.0,0.0860319987015541,0.0034412799480621,0.0067782809369638,0.5733628963215793,0.485,0.051,0.536,0.108,0.011,0.119,0.066,2025-26
Kaitlin Willoughby,128,MTL,RW,15,146.11666666666667,1.177,13.040738935518949,0.4833124215809285,5.354928729082721,0.1028836394534046,0.1028836394534046,0.8212615489905326,0.2255313934070165,0.0090212557362806,0.0050087937975978,0.4883212153785264,0.452,0.064,0.516,0.1,0.014,0.114,0.047,2025-26
Klára Hymlárová,190,MIN,C,15,180.55,1.407,17.821233815077342,0.467571309886458,5.922315308250571,-0.0488562938165971,-0.0488562938165971,0.0,-0.5816915312877897,-0.0232676612515115,-0.0213622657926642,0.4462090440937937,0.511,0.0,0.511,0.113,0.0,0.113,0.038,2025-26
Anna Shokhina,239,OTT,RW,12,128.20000000000002,1.074,13.31850283647938,0.5026521060842434,6.233308659818741,-0.3001219427616025,-0.3001219427616025,0.0,0.0406637043889083,0.0016265481755563,0.0133313039432588,0.5159834100275023,0.437,0.074,0.511,0.097,0.016,0.113,0.053,2025-26
Brooke McQuigge,192,VAN,LW,13,128.81666666666666,1.126,14.059694815753584,0.524466295769181,6.548699875367176,0.2943653421635339,0.2943653421635339,0.0,-0.4793354948150776,-0.0191734197926031,-0.0306536681369809,0.4938126276322001,0.486,-0.02,0.466,0.108,-0.004,0.104,0.048,2025-26
Kali Flanagan,68,TOR,RD,16,362.2333333333333,2.068,35.44203622594863,0.3425416398269992,5.870586657468256,-0.032874947405413,-0.032874947405413,0.8281954541271741,0.2391971053386579,0.0095678842135463,0.0108500071623574,0.3533916469893566,0.27,0.194,0.464,0.06,0.043,0.103,0.017,2025-26
Ella Shelton,44,TOR,RD,16,402.8166666666667,2.478,39.52959123096073,0.3691009143944722,5.887977509680112,-0.009707909320048,-0.009707909320048,0.0,-0.5889983487885161,-0.0235599339515406,-0.0231813254880587,0.3459195889064134,0.478,-0.012,0.466,0.106,-0.003,0.103,0.015,2025-26
Jade Downie-Landry,35,MTL,LW,8,87.56666666666666,0.869,6.888897673865455,0.59543205177008,4.720219190315119,-0.507441806202151,-0.507441806202151,0.0,-0.595730155583516,-0.0238292062233406,-0.0040389757814567,0.5913930759886232,0.434,0.025,0.459,0.096,0.006,0.102,0.07,2025-26
Vanessa Upson,269,MIN,C,12,68.9,0.768,6.542254148198019,0.6687953555878083,5.697173423684776,-0.230235405900118,-0.230235405900118,0.0,-0.5816915312877897,-0.0232676612515115,-0.0142884804214069,0.6545068751664014,0.426,0.008,0.434,0.094,0.002,0.096,0.084,2025-26
