name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,FA60,FA60_resid,d_adj_FA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Hannah Brandt,1,BOS,F,23,403.75,5,1,3,-6,4,3.868952579123981,-0.891640866873065,1.7839380251052155,0.2085177565473002,0.31765009431345115,0.403030303030303,1.78328173374613,0.9739369299565451,0.03895747719826181,0.5749527052568145,-0.40575265484056977,0.16920005041624475,-0.28,-2.73,-3.01,1.634,0.472,2.106,0.358,0.103,0.461,0.069,0.3322,-0.4759,4.569,2023-24
Aneta Tejralová,62,OTT,D,21,474.01666666666665,2,2,4,-3,6,1.2418584659896448,-0.37973348335149965,1.2544646482547146,-0.05947523507645647,0.04965710268969445,0.5308168796073996,2.911290039028164,0.6658456589187332,0.026633826356749327,0.15719174703993255,-0.042886117408822894,0.11430562963110966,-3.63,-0.339,-3.969,-1.383,3.421,2.038,-0.303,0.749,0.446,0.056,0.3322,-0.4759,4.569,2023-24
Jesse Compher,65,TOR,F,23,338.98333333333335,1,2,0,-1,23,3.35276654284586,-0.17699985250012293,1.406470198352682,0.16615872457199732,0.27529106233814826,0.5827814569536424,1.0619991150007375,0.1312053127818657,0.005248212511274628,0.5934391835510643,-0.38015927476213296,0.21327990878893133,-0.131,-2.148,-2.279,1.476,0.541,2.017,0.323,0.118,0.441,0.078,0.3322,-0.4759,4.569,2023-24
Victoria Bach,125,TOR,F,16,226.65,2,2,1,3,2,2.0592223174695254,0.7941760423560557,1.3552866854040586,0.002559805078332422,0.11169214284448334,0.4871794871794871,0.7941760423560557,-0.13661775986281616,-0.005464710394512647,0.5451283434730709,-0.1618337103767893,0.38329463309628165,-0.27,-0.611,-0.881,0.804,1.187,1.991,0.176,0.26,0.436,0.115,0.3322,-0.4759,4.569,2023-24
Catherine Dubois,157,MTL,F,19,192.93333333333334,2,2,1,-3,12,2.0563836890871343,-0.9329647546648238,1.5053440822480386,0.03893328736579971,0.14806562513195062,0.5105841929948152,1.5549412577747064,-0.0064047542793692624,-0.0002561901711747705,0.6395111679953078,-0.20754806535590561,0.4319631026394022,0.074,-0.667,-0.593,0.988,0.863,1.851,0.216,0.189,0.405,0.126,0.3322,-0.4759,4.569,2023-24
Becca Gilmore,55,OTT,F,20,235.31666666666666,0,1,2,-11,2,1.63994086192121,-2.8047312132587296,1.26679213803428,0.011688087935367797,0.12082042570151871,0.4285714285714285,2.549755648417027,1.5665580686435006,0.06266232274574002,0.4181448475753492,-0.10648627323638618,0.31165857433896305,-0.778,-0.418,-1.196,0.337,1.449,1.786,0.074,0.317,0.391,0.1,0.3322,-0.4759,4.569,2023-24
Hannah Miller,89,TOR,F,22,331.35,7,4,3,6,8,3.8278328305189624,1.086464463558171,1.4111888457454027,0.2515078601503513,0.36064019791650226,0.7058823529411765,0.5432322317790855,-0.3875615704397863,-0.015502462817591451,0.6931340571333567,-0.5203987399006946,0.1727353172326621,0.423,-2.874,-2.451,1.993,-0.245,1.748,0.436,-0.054,0.382,0.069,0.3322,-0.4759,4.569,2023-24
Paetyn Levis,40,NY,F,22,292.7166666666667,0,1,2,-3,4,2.5831037541948123,-0.6149291123384387,1.4796970513753003,0.12426174062920192,0.23339407839535284,0.472729039075736,0.6149291123384387,-0.061481473099418316,-0.0024592589239767326,0.5294752328817015,-0.3292109686774707,0.20026426420423082,-0.425,-1.606,-2.031,0.962,0.716,1.678,0.211,0.157,0.368,0.075,0.3322,-0.4759,4.569,2023-24
Maggie Connors,66,TOR,F,23,356.73333333333335,2,1,1,-1,6,3.1658130565748697,-0.16819286114744905,1.3378563086110697,0.16927661772623592,0.27840895549238687,0.5668242255597484,0.6727714445897962,-0.2580223576290756,-0.010320894305163024,0.5324671558432783,-0.40009343199450464,0.13237372384877366,-0.5,-2.379,-2.879,1.191,0.451,1.642,0.261,0.099,0.36,0.061,0.3322,-0.4759,4.569,2023-24
Brooke Hobson,38,NY,D,23,455.8666666666667,1,3,1,-6,14,1.3941973497145839,-0.7897045919859608,1.4464112196538688,-0.031038814779094315,0.0780935229870566,0.472729039075736,1.7110266159695817,-0.22763076980417973,-0.00910523079216719,0.18350067486737723,-0.11843616297404642,0.0650645118933308,-3.291,-0.9,-4.191,-1.13,2.716,1.586,-0.247,0.594,0.347,0.046,0.3322,-0.4759,4.569,2023-24
Taylor Girard,9,BOS,F,22,265.1666666666667,4,1,1,-7,4,1.9842954097507894,-1.583909490886235,1.1892651690110507,0.08800650307511804,0.19713884084126895,0.5298394239166777,1.583909490886235,0.7745646870966502,0.03098258748386601,0.44899204746089516,-0.24501178969391052,0.20398025776698464,-0.741,-1.083,-1.824,0.516,1.021,1.537,0.113,0.223,0.336,0.076,0.3322,-0.4759,4.569,2023-24
Clair DeGeorge,116,MIN,F,23,236.5,0,0,1,-4,6,1.7405523136026217,-1.014799154334038,1.4246453669282693,0.06516918182060039,0.1743015195867513,0.3970588235294117,0.7610993657505285,0.08663437348898861,0.0034653749395595445,0.4415777539795235,-0.24055675248189226,0.20102100149763122,-0.69,-0.948,-1.638,0.431,0.928,1.359,0.094,0.203,0.297,0.075,0.3322,-0.4759,4.569,2023-24
Samantha Cogan,126,TOR,F,22,198.93333333333334,2,0,0,-5,6,1.7320536571455334,-1.5080428954423593,1.2811481976297168,0.12978372957880668,0.2389160673449576,0.5668242255597484,1.809651474530831,0.8788576723119591,0.035154306892478365,0.5224022424366556,-0.2993281873904623,0.22307405504619326,-0.312,-0.992,-1.304,0.631,0.586,1.217,0.138,0.128,0.266,0.08,0.3322,-0.4759,4.569,2023-24
Jill Saulnier,149,NY,F,17,211.8,1,1,0,-5,10,1.8465723989801253,-1.4164305949008498,1.4433863421882818,0.15447934116391826,0.2636116789300692,0.5,1.13314447592068,0.45673389048282287,0.018269355619312914,0.5231083283229817,-0.3507869948827839,0.1723213334401978,-0.33,-1.238,-1.568,0.674,0.442,1.116,0.148,0.097,0.245,0.069,0.3322,-0.4759,4.569,2023-24
Maude Poulin-Labelle,165,TOR,D,9,63.36666666666667,0,0,0,-4,0,0.34327747493798744,-3.787480273540242,1.1074089749164908,-0.4936203850627967,-0.38448804729664576,0.5308168796073996,0.0,-2.193040602554776,-0.08772162410219105,0.325039166169583,0.45056164211311295,0.775600808282696,-0.308,0.476,0.168,-0.008,0.978,0.97,-0.002,0.214,0.212,0.201,0.3322,-0.4759,4.569,2023-24
Madison Bizal,162,MTL,D,19,203.95000000000002,0,1,0,-1,2,0.6227263229667205,-0.2941897523902917,1.3523381639807597,-0.006086230552436955,0.10304610721371396,0.5308168796073996,4.707036038244667,1.8834432258546874,0.07533772903418749,0.18319970276049632,-0.06892682106501204,0.11427288169548429,-1.473,-0.234,-1.707,-0.506,1.384,0.878,-0.111,0.303,0.192,0.056,0.3322,-0.4759,4.569,2023-24
Kristin Della Rovere,54,OTT,F,8,70.8,1,0,0,2,0,0.4671675025843422,1.694915254237288,1.0715424580984205,-0.25481801455122444,-0.14568567678507352,0.375,0.0,-0.9831975797735264,-0.03932790319094106,0.3959046632070697,0.16463204430816186,0.5605367075152315,-0.26,0.194,-0.066,0.075,0.756,0.831,0.016,0.165,0.181,0.153,0.3322,-0.4759,4.569,2023-24
Susanna Tapani,78,MIN,F,9,148.8,2,3,0,7,2,5.712551561192957,2.8225806451612905,5.771664808256372,1.432115934783142,1.5412482725492929,0.4972972972972973,1.6129032258064515,0.9384382335449116,0.037537529341796466,2.3034482101584506,-2.1202100522272134,0.1832381579312372,4.183,-5.258,-1.075,4.889,-4.078,0.811,1.07,-0.893,0.177,0.071,0.3322,-0.4759,4.569,2023-24
Kennedy Marchment,29,MTL,F,9,97.71666666666667,1,0,1,0,0,0.8778099616586306,0.0,1.30440903499245,0.009926489851474374,0.11905882761762529,0.5105841929948152,0.0,-1.5613460120540756,-0.06245384048216303,0.5389929834506345,-0.22913619914683842,0.3098567843037961,-0.126,-0.373,-0.499,0.337,0.402,0.739,0.074,0.088,0.162,0.099,0.3322,-0.4759,4.569,2023-24
Kateřina Mrázová,88,OTT,F,21,352.1,4,6,3,-1,16,2.560817727046816,-0.17040613462084633,1.2550950374958743,0.2278759552319889,0.33700829299813984,0.5555555555555556,1.1928429423459244,0.20964536257239794,0.008385814502895918,0.4363790503345895,-0.4634257956944998,-0.027046745359910307,-1.058,-2.72,-3.778,0.611,0.073,0.684,0.134,0.016,0.15,0.026,0.3322,-0.4759,4.569,2023-24
Abby Roque,42,NY,F,23,473.01666666666665,6,5,2,-16,29,3.6688697893904014,-2.0295267960959795,1.473478501842622,0.2663105966481798,0.37544293441433074,0.4916666666666666,0.25369084951199744,-0.42271973592585965,-0.016908789437034385,0.46537934680967713,-0.5425288976170973,-0.0771495508074202,-1.192,-4.277,-5.469,1.05,-0.525,0.525,0.23,-0.115,0.115,0.015,0.3322,-0.4759,4.569,2023-24
Shiann Darkangelo,4,OTT,F,7,64.01666666666667,0,0,0,-1,4,1.9930535319564642,-0.9372559229367352,4.723799084070022,0.9734927452817121,1.082625083047863,0.4210526315789473,0.0,-0.9831975797735264,-0.03932790319094106,1.8680012275561757,-1.5550030194579492,0.31299820809822654,1.335,-1.659,-0.324,1.639,-1.151,0.488,0.359,-0.252,0.107,0.1,0.3322,-0.4759,4.569,2023-24
Dominika Lásková,82,MTL,D,7,126.7,0,0,0,0,8,0.4236713308864141,0.0,1.3461914988451706,-0.08333094894897486,0.025801388817176057,0.5105841929948152,0.0,-2.82359281238998,-0.1129437124955992,0.20063362157209824,-0.14906565683964568,0.051567964732452565,-0.878,-0.315,-1.193,-0.278,0.69,0.412,-0.061,0.151,0.09,0.043,0.3322,-0.4759,4.569,2023-24
Alexa Vasko,101,TOR,F,23,211.43333333333334,2,0,0,-1,4,1.2565748550984517,-0.283777392401072,1.3054924861762491,0.22412554552131025,0.3332578832874612,0.4621212121212121,2.8377739240107207,1.906980121791849,0.07627920487167396,0.3565875357365936,-0.3902818317307717,-0.033694295994178114,-0.916,-1.375,-2.291,0.086,0.302,0.388,0.019,0.066,0.085,0.024,0.3322,-0.4759,4.569,2023-24
Madison Packer,148,NY,F,22,162.76666666666665,0,0,1,-1,4,1.2082256678756107,-0.36862584476756094,1.455166681230707,0.24356399945814622,0.35269633722429716,0.472729039075736,1.8431292238378048,1.1667186383999477,0.04666874553599791,0.44538320749049753,-0.44710612657801807,-0.0017229190875205358,-0.465,-1.213,-1.678,0.307,0.078,0.385,0.067,0.017,0.084,0.031,0.3322,-0.4759,4.569,2023-24
Ann-Sophie Bettez,80,MTL,F,14,208.66666666666666,2,2,1,-2,2,1.4861175173575383,-0.5750798722044728,1.296936565521477,0.19346484247682416,0.3025971802429751,0.5105841929948152,0.5750798722044728,-0.9862661398496029,-0.03945064559398412,0.4273181359814008,-0.46308669793414925,-0.03576856195274847,-0.658,-1.611,-2.269,0.331,0.045,0.376,0.072,0.01,0.082,0.024,0.3322,-0.4759,4.569,2023-24
Olivia Zafuto,46,NY,D,11,87.35,0,0,1,1,4,0.36065514953420263,0.6868918145392101,1.4259453709664116,-0.04285472412306013,0.06627761364309079,0.5308168796073996,0.6868918145392101,-1.2517655712345515,-0.05007062284938206,0.24773107008645862,-0.14285928194970915,0.10487178813674947,-0.537,-0.208,-0.745,-0.123,0.485,0.362,-0.027,0.106,0.079,0.054,0.3322,-0.4759,4.569,2023-24
Jess Healey,10,BOS,D,20,205.43333333333334,1,1,1,2,8,0.9185681642212508,0.5841311049813402,1.5861738369576635,0.08222283081578552,0.19135516858193644,0.5308168796073996,0.8761966574720104,-1.1953949466534788,-0.047815797866139154,0.26828211838362026,-0.31571303388085015,-0.047430915497229886,-1.193,-1.081,-2.274,-0.219,0.549,0.33,-0.048,0.12,0.072,0.021,0.3322,-0.4759,4.569,2023-24
Jillian Dempsey,27,MTL,F,22,183.05,1,2,0,1,2,1.2201054810907914,0.32777929527451516,1.3745827116496654,0.23055739796441777,0.3396897357305687,0.4677419354838709,2.294455066921606,0.7331090548675305,0.02932436219470122,0.39992531475251286,-0.4462412678280949,-0.04631595307558206,-0.661,-1.361,-2.022,0.207,0.091,0.298,0.045,0.02,0.065,0.021,0.3322,-0.4759,4.569,2023-24
Catherine Daoust,163,MTL,D,22,359.98333333333335,1,0,1,-2,12,0.9706487451017514,-0.3333487661465808,1.3795922498119317,0.057800628675468646,0.16693296644161956,0.5308168796073996,1.8334182138061947,-0.9901745985837853,-0.039606983943351416,0.16178228077069795,-0.2733131369616188,-0.11153085619092085,-2.729,-1.64,-4.369,-1.022,1.216,0.194,-0.224,0.266,0.042,0.007,0.3322,-0.4759,4.569,2023-24
Rosalie Demers,136,OTT,F,11,63.3,0,0,0,0,4,0.5117124935778239,0.0,1.4115327200609749,0.25061877395225207,0.359751111718403,0.5308168796073996,1.8957345971563984,0.912537017382872,0.03650148069531488,0.48503553893632595,-0.4671500757104493,0.01788546322587664,-0.139,-0.493,-0.632,0.161,0.009,0.17,0.035,0.002,0.037,0.035,0.3322,-0.4759,4.569,2023-24
Dominique Kremer,119,MIN,D,12,63.483333333333334,0,0,0,-1,0,0.03564148416290609,-0.9451299553688631,1.0189359484297502,-0.08375702967683951,0.025375308089311405,0.5308168796073996,1.8902599107377263,-0.04645188185971805,-0.0018580752743887219,0.03368583433616748,-0.03738350659942469,-0.0036976722632572068,-0.617,-0.04,-0.657,-0.316,0.464,0.148,-0.069,0.102,0.033,0.031,0.3322,-0.4759,4.569,2023-24
Lexie Adzija,49,OTT,F,15,237.78333333333333,6,0,3,-2,4,3.180999672366759,-0.5046611060489241,2.2385915084093546,0.5282003280160315,0.6373326657821824,0.5277777777777778,0.25233055302446206,-0.7308670267490643,-0.029234681069962576,0.8026634064989369,-0.921500413165018,-0.1188370066660811,0.737,-3.652,-2.915,1.864,-1.766,0.098,0.408,-0.387,0.021,0.005,0.3322,-0.4759,4.569,2023-24
Lauriane Rougeau,133,TOR,D,23,280.3833333333333,0,1,0,4,4,0.6414648839422024,0.8559709920941568,1.3545822599404633,0.07471891419101895,0.18385125195716986,0.5308168796073996,1.9259347322118527,-0.2671058703429235,-0.01068423481371694,0.13726883327539255,-0.2680759875537547,-0.13080715427836218,-2.24,-1.253,-3.493,-0.911,0.971,0.06,-0.199,0.213,0.014,0.003,0.3322,-0.4759,4.569,2023-24
Gabrielle David,156,MTL,F,21,284.6166666666667,2,1,1,3,4,2.0180214665406946,0.632429583650524,1.5037216189743625,0.2937478168109471,0.402880154577098,0.4567901234567901,1.4756690285178895,-0.08567698353618614,-0.0034270793414474454,0.4254188252940505,-0.5674592957493847,-0.1420404704553342,-0.907,-2.692,-3.599,0.442,-0.434,0.008,0.097,-0.095,0.002,0.0,0.3322,-0.4759,4.569,2023-24
Nicole Kosta,14,BOS,F,9,67.2,1,1,1,1,2,0.5533518534853374,0.8928571428571428,1.5577182145793766,0.38136154885884177,0.4904938866249927,0.5308168796073996,0.8928571428571428,0.08351233906755798,0.003340493562702319,0.49406415489762273,-0.6833509477122874,-0.1892867928146647,-0.137,-0.765,-0.902,0.181,-0.232,-0.051,0.04,-0.051,-0.011,-0.01,0.3322,-0.4759,4.569,2023-24
Allie Munroe,74,TOR,D,23,431.81666666666666,1,3,2,1,10,1.1407842928406364,0.13894785595738934,1.3918213496531984,0.14908971355206768,0.2582220513182186,0.5668242255597484,3.056852831062565,0.8638122285077888,0.03455248914031155,0.158509531600073,-0.3269583827051945,-0.1684488511051215,-3.297,-2.353,-5.65,-1.25,1.072,-0.178,-0.274,0.235,-0.039,-0.005,0.3322,-0.4759,4.569,2023-24
Brigitte Laganière,164,MTL,D,15,123.71666666666667,0,0,1,-1,0,0.23453021086730041,-0.48497911895460055,1.3385576836601438,0.09893465301042514,0.20806699077657606,0.5308168796073996,1.4549373568638018,-1.3686554555261783,-0.05474621822104713,0.11374225503466004,-0.34604000530825363,-0.2322977502735936,-1.037,-0.714,-1.751,-0.45,0.268,-0.182,-0.098,0.059,-0.039,-0.019,0.3322,-0.4759,4.569,2023-24
Akane Shiga,141,OTT,F,21,215.58333333333334,2,0,0,-1,4,1.3345107739945503,-0.27831465017394663,1.2606043292479383,0.28654015589915527,0.3956724936653062,0.527145240536056,0.5566293003478933,-0.42656827942563313,-0.017062731177025326,0.37141389921765605,-0.5710042223084539,-0.19959032309079788,-0.881,-2.052,-2.933,0.141,-0.342,-0.201,0.031,-0.075,-0.044,-0.012,0.3322,-0.4759,4.569,2023-24
Brooke Bryant,91,MIN,F,22,157.95,1,0,0,1,6,0.8727039876777565,0.3798670465337132,1.142636612949816,0.3334940710590122,0.44262640882516313,0.574528702760077,1.8993352326685662,1.2248702404070264,0.048994809616281054,0.3315114862973434,-0.5706821627389473,-0.23917067644160395,-0.751,-1.502,-2.253,-0.002,-0.249,-0.251,-0.0,-0.054,-0.054,-0.021,0.3322,-0.4759,4.569,2023-24
Abby Cook,117,MIN,D,9,105.23333333333333,1,0,0,3,6,0.4476388283994347,1.7104846373139055,1.7315332918573272,0.24791875427750742,0.35705109204365837,0.5298394239166777,0.5701615457713018,-1.3665502468261423,-0.054662009873045696,0.25522644634747627,-0.5545335387341673,-0.29930709238669106,-0.634,-0.973,-1.607,-0.135,-0.138,-0.273,-0.03,-0.03,-0.06,-0.034,0.3322,-0.4759,4.569,2023-24
Amanda Boulier,51,OTT,D,15,252.7,1,4,1,6,2,1.862852258621012,1.4246141669964385,2.267830505932505,0.42494417072540824,0.5340765084915592,0.5105841929948152,4.511278195488722,2.265833815379291,0.09063335261517164,0.4423076197754678,-0.6570737592730111,-0.21476613949754336,-0.734,-2.767,-3.501,0.464,-0.763,-0.299,0.102,-0.167,-0.065,-0.015,0.3322,-0.4759,4.569,2023-24
Jessica Digirolamo,5,BOS,D,23,429.01666666666665,0,1,2,-7,8,2.2023027271783056,-0.978982945495513,1.8624148185371385,0.2885312650131382,0.39766360277928914,0.5298394239166777,3.356512955984616,1.2849213518591267,0.05139685407436507,0.30800240153225983,-0.5053321898166396,-0.1973297882843798,-2.207,-3.613,-5.82,-0.173,-0.21,-0.383,-0.038,-0.046,-0.084,-0.012,0.3322,-0.4759,4.569,2023-24
Claire Butorac,102,MIN,F,20,197.95,1,1,1,-1,2,1.6296330524883176,-0.30310684516291997,1.51632169408782,0.42933615495884214,0.5384684927249931,0.574528702760077,0.6062136903258399,-0.06825130193569995,-0.0027300520774279978,0.4939529333129531,-0.7565859418924183,-0.26263300857946525,-0.405,-2.496,-2.901,0.534,-0.926,-0.392,0.117,-0.203,-0.086,-0.026,0.3322,-0.4759,4.569,2023-24
Kaitlin Willoughby,128,TOR,F,21,135.25,0,0,0,-2,2,1.0138899187983146,-0.8872458410351202,1.4914332904029874,0.46427509065906225,0.5734074284252132,0.5668242255597484,1.7744916820702403,0.8436978798513685,0.03374791519405474,0.44978480686062017,-0.7690224846012437,-0.3192376777406235,-0.376,-1.734,-2.11,0.265,-0.661,-0.396,0.058,-0.145,-0.087,-0.039,0.3322,-0.4759,4.569,2023-24
Olivia Knowles,131,TOR,D,19,187.81666666666666,0,1,0,7,6,0.47779860732546164,2.236223267370663,1.4821688239291577,0.17601815777290786,0.2851504955390588,0.5308168796073996,1.2778418670689502,-0.9151987354858261,-0.036607949419433045,0.15263776611692803,-0.43581864317411534,-0.2831808770571873,-1.452,-1.364,-2.816,-0.562,0.126,-0.436,-0.123,0.028,-0.095,-0.03,0.3322,-0.4759,4.569,2023-24
Emma Woods,86,NY,F,23,358.3666666666667,2,0,2,-8,8,2.643903072390629,-1.3394102874151241,1.4581401117165784,0.3468393541645327,0.45597169193068365,0.5196078431372549,0.16742628592689052,-0.5089842995109666,-0.020359371980438662,0.4426588717610577,-0.6587197406833958,-0.21606086892233806,-1.039,-3.934,-4.973,0.66,-1.092,-0.432,0.144,-0.239,-0.095,-0.016,0.3322,-0.4759,4.569,2023-24
Mariah Keopple,99,MTL,D,22,441.26666666666665,0,2,1,3,12,1.43096932944329,0.4079166037165735,1.5868353010931042,0.20895942420844138,0.3180917619745923,0.5308168796073996,3.5352772322103037,0.7116844198203236,0.028467376792812943,0.1945720496296965,-0.4168610899716163,-0.22228904034191982,-3.104,-3.066,-6.17,-1.012,0.435,-0.577,-0.221,0.095,-0.126,-0.017,0.3322,-0.4759,4.569,2023-24
Taylor Baker,150,NY,D,21,311.43333333333334,0,0,0,0,6,0.7787501785642763,0.0,1.5000555421648334,0.1983615825402798,0.30749392030643075,0.5308168796073996,2.5045488601091725,0.5658914743354111,0.022635658973416444,0.15003214400253637,-0.40785582945558657,-0.25782368545305023,-2.422,-2.117,-4.539,-0.946,0.353,-0.593,-0.207,0.077,-0.13,-0.025,0.3322,-0.4759,4.569,2023-24
Kayla Vespa,45,NY,F,22,222.83333333333334,2,1,0,0,2,1.371618306261638,0.0,1.4711940859875574,0.38968914845024893,0.4988214862163999,0.472729039075736,1.0770381451009723,0.40062755966311525,0.01602510238652461,0.369321309090643,-0.6823249783164351,-0.31300366922579215,-0.918,-2.534,-3.452,0.138,-0.766,-0.628,0.03,-0.168,-0.138,-0.037,0.3322,-0.4759,4.569,2023-24
Sophia Kunin,103,MIN,F,24,308.2166666666667,2,0,1,-1,6,3.502445427148447,-0.1946682528524306,1.347081803321701,0.5667966815488028,0.6759290193149537,0.8823529411764706,0.3893365057048612,-0.28512848655667866,-0.011405139462267146,0.6818149320139733,-0.9577057665032024,-0.27589083448922913,0.335,-4.92,-4.585,1.796,-2.475,-0.679,0.393,-0.542,-0.149,-0.029,0.3322,-0.4759,4.569,2023-24
Amanda Pelkey,110,BOS,F,22,236.55,1,0,1,-5,8,2.346000580127033,-1.2682308180088777,1.907765347544491,0.5566794086550457,0.6658117464211967,0.5298394239166777,1.014584654407102,0.20523985061751718,0.008209594024700687,0.5950540469567618,-0.9239268509649746,-0.32887280400821284,-0.085,-3.643,-3.728,1.036,-1.766,-0.73,0.227,-0.387,-0.16,-0.041,0.3322,-0.4759,4.569,2023-24
Gigi Marvin,109,BOS,F,23,287.26666666666665,1,3,0,-3,6,2.5030872489021188,-0.6265954977953121,1.5681602026087087,0.4716674080039205,0.5807997457700714,0.594059405940594,0.20886516593177074,-0.6004796378578141,-0.024019185514312563,0.5228077335836405,-0.8371388295924126,-0.31433109600877207,-0.449,-4.008,-4.457,0.913,-1.729,-0.816,0.2,-0.378,-0.178,-0.037,0.3322,-0.4759,4.569,2023-24
Johanna Fällman,152,NY,D,19,224.73333333333332,0,0,0,-6,2,0.41401398924921734,-1.6018985464253932,1.4686765812023528,0.23453975563548557,0.3436720934016365,0.5308168796073996,1.0679323642835954,-0.8707250214901661,-0.03482900085960664,0.11053473459634994,-0.5159699316218977,-0.4054351970255478,-1.896,-1.933,-3.829,-0.83,-0.15,-0.98,-0.182,-0.033,-0.215,-0.057,0.3322,-0.4759,4.569,2023-24
Savannah Norcross,147,NY,F,20,148.2,0,0,1,2,2,0.7212193032491034,0.8097165991902835,1.417548384280755,0.46830964345108583,0.5774419812172368,0.472729039075736,0.0,-0.676410585437857,-0.027056423417514283,0.2919916207486249,-0.8354751971216456,-0.5434835763730208,-0.802,-2.064,-2.866,-0.099,-0.888,-0.987,-0.022,-0.194,-0.216,-0.087,0.3322,-0.4759,4.569,2023-24
Lexie Adzija,49,BOS,F,6,79.98333333333333,1,2,0,2,2,3.180999672366759,1.500312565117733,6.655133371634979,2.236150330909359,2.3452826686755097,0.5277777777777778,0.7501562825588665,-0.059188521230718355,-0.0023675408492287342,2.38624688904362,-3.285763276994942,-0.8995163879513219,2.359,-4.38,-2.021,2.738,-3.746,-1.008,0.599,-0.82,-0.221,-0.166,0.3322,-0.4759,4.569,2023-24
Theresa Schafzahl,17,BOS,F,20,269.1166666666667,3,3,0,5,0,2.5371915654932264,1.1147581594104168,1.851009119482767,0.5501805133462139,0.6593128511123648,0.5298394239166777,0.4459032637641667,-0.3634415400254182,-0.014537661601016728,0.5656709999241726,-0.9375756531583275,-0.3719046532341549,-0.229,-4.205,-4.434,1.047,-2.071,-1.024,0.229,-0.453,-0.224,-0.05,0.3322,-0.4759,4.569,2023-24
Chloe Aurard,33,NY,F,20,246.36666666666667,1,1,6,-7,2,1.3725295087397829,-1.7047760790150182,1.4646453809589477,0.443101317602832,0.552233655368983,0.472729039075736,0.24353943985928833,-0.43287114557856876,-0.01731484582314275,0.33426506774883086,-0.7904419633397188,-0.456176895590888,-1.159,-3.246,-4.405,0.008,-1.291,-1.283,0.002,-0.283,-0.281,-0.068,0.3322,-0.4759,4.569,2023-24
Taylor Wenczkowski,111,BOS,F,15,77.06666666666666,0,0,0,1,2,0.4889296827178884,0.7785467128027682,2.0103097021808893,1.0259367346489632,1.135069072415114,0.5298394239166777,0.7785467128027682,-0.0307980909868166,-0.001231923639472664,0.3806545972717124,-1.590328625020632,-1.2096740277489197,-0.303,-2.043,-2.346,0.062,-1.431,-1.369,0.014,-0.313,-0.299,-0.233,0.3322,-0.4759,4.569,2023-24
Leah Lum,159,MTL,F,21,197.45,1,1,2,-2,6,0.8120514121995489,-0.607748797163839,1.4535745961504478,0.7002089512209348,0.8093412889870858,0.5308168796073996,0.0,-1.5613460120540756,-0.06245384048216303,0.24676163449973632,-1.1955316450640832,-0.9487700105643468,-1.217,-3.934,-5.151,-0.281,-2.368,-2.649,-0.062,-0.518,-0.58,-0.176,0.3322,-0.4759,4.569,2023-24
Emily Brown,2,BOS,D,23,443.0833333333333,1,0,3,2,12,1.5358564664366945,0.27082941508369385,1.8433322191924113,0.4405331018370886,0.5496654396032395,0.5298394239166777,2.4374647357532444,0.36587313162775514,0.014634925265110206,0.2079775542287794,-0.7548966901794251,-0.5469191359506457,-3.018,-5.575,-8.593,-0.917,-2.06,-2.977,-0.201,-0.451,-0.652,-0.088,0.3322,-0.4759,4.569,2023-24
Kaleigh Fratkin,7,BOS,D,23,410.3333333333333,2,0,1,5,22,1.1915669043756845,0.7311129163281885,1.7687011742137184,0.4256119069142399,0.5347442446803908,0.5308168796073996,1.1697806661251016,-0.9018109380003877,-0.03607243752001551,0.17423399089165167,-0.7847143800725627,-0.610480389180911,-3.025,-5.367,-8.392,-1.08,-2.112,-3.192,-0.236,-0.462,-0.698,-0.102,0.3322,-0.4759,4.569,2023-24
Mellissa Channell,129,MIN,D,24,393.7,0,1,1,1,0,0.3720805178626623,0.1524003048006096,1.5288232358000158,0.38675751560698424,0.4958898533731352,0.5308168796073996,1.8288036576073154,-0.10790813499012886,-0.004316325399605155,0.0567051843326384,-0.6985621201219944,-0.641856935789356,-3.674,-4.584,-8.258,-1.808,-1.461,-3.269,-0.396,-0.32,-0.716,-0.109,0.3322,-0.4759,4.569,2023-24
Amanda Boulier,51,MTL,D,5,96.91666666666666,0,2,1,-2,0,1.862852258621012,-1.2381771281169391,5.913129171272336,2.854198104333144,2.963330442099295,0.5105841929948152,11.762682717110922,8.939089904720941,0.35756359618883765,1.1532705298427588,-3.791099022750175,-2.637828492907416,0.867,-6.124,-5.257,1.326,-5.355,-4.029,0.29,-1.172,-0.882,-0.546,0.3322,-0.4759,4.569,2023-24
