name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,FA60,FA60_resid,d_adj_FA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Taylor Heise,21,MIN,F,19,369.6166666666667,4,6,3,5,8,6.639248115334947,0.8116517112323579,1.5087840877572976,-0.579353747301899,-0.4702214095357481,0.5732484076433121,1.4609730802182441,0.7865080879567042,0.03146032351826817,1.0777514188215633,0.6897702968683155,1.7675217156898788,2.841,4.249,7.09,4.593,7.181,11.774,1.005,1.572,2.577,0.418,0.3322,-0.4759,4.569,2023-24
Maureen Murphy,98,MTL,F,22,379.68333333333334,3,6,4,1,2,6.069865382722409,0.15802642553004698,1.5751525088310323,-0.5574704861565947,-0.4483381483904437,0.4520547945205479,0.9481585531802817,-0.6131874588737939,-0.024527498354951757,0.959199129880193,0.6031459093916695,1.5623450392718623,2.168,3.817,5.985,3.968,6.829,10.797,0.868,1.495,2.363,0.373,0.3322,-0.4759,4.569,2023-24
Gabbie Hughes,57,OTT,F,22,411.54999999999995,9,0,3,3,18,5.676964920311224,0.43737091483416357,1.2327846006310077,-0.5383701325984536,-0.4292377948323026,0.5189393939393939,0.5831612197788848,-0.4000363599946416,-0.016001454399785665,0.8276464468926581,0.584931458365438,1.4125779052580962,1.447,4.012,5.459,3.398,7.277,10.675,0.744,1.593,2.337,0.341,0.3322,-0.4759,4.569,2023-24
Jaime Bourbonnais,87,NY,D,23,578.4333333333333,5,3,5,-13,12,4.1786204615472435,-1.3484700051864233,1.4596708712352278,-0.44528343034298223,-0.3361510925768313,0.472729039075736,1.4521984671238404,-0.4864589186499211,-0.019458356745996844,0.4334418734965158,0.4511531728615669,0.8845950463580827,-1.766,4.349,2.583,0.976,8.938,9.914,0.214,1.956,2.17,0.225,0.3322,-0.4759,4.569,2023-24
Kati Tabin,84,MTL,D,22,493.79999999999995,0,3,2,6,14,4.533190483976461,0.7290400972053465,1.582911440929454,-0.4455644930449507,-0.33643215527879977,0.5105841929948152,3.159173754556501,0.3355809421665208,0.013423237686660832,0.5508129385147584,0.48442825507698045,1.035241193591739,-0.542,3.987,3.445,1.799,7.904,9.703,0.394,1.73,2.124,0.258,0.3322,-0.4759,4.569,2023-24
Sarah Nurse,75,TOR,F,23,429.8333333333333,11,8,3,4,12,6.181870870356661,0.5583559519193486,1.4342705734182073,-0.33822540604318085,-0.22909306827702994,0.5478547854785478,1.3958898797983714,0.4650960775794996,0.018603843103179984,0.8629210986151215,0.33933413869102186,1.2022552373061433,1.764,2.431,4.195,3.802,5.841,9.643,0.832,1.278,2.11,0.295,0.3322,-0.4759,4.569,2023-24
Kelly Pannek,23,MIN,F,24,480.0,4,6,5,11,2,6.117150514674288,1.375,1.4569187808173687,-0.2359251005596752,-0.12679276279352428,0.5045045045045045,2.125,1.45053500773846,0.0580214003095384,0.764643814334286,0.23553126822047238,1.0001750825547584,1.184,1.884,3.068,3.46,5.692,9.152,0.757,1.246,2.003,0.25,0.3322,-0.4759,4.569,2023-24
Denisa Křížová,104,MIN,F,24,382.93333333333334,3,1,2,0,8,5.919538800630678,0.0,1.4451656026096984,-0.3833746572995742,-0.27424231953342326,0.574528702760077,0.15668523676880222,-0.5177797554927377,-0.02071119021970951,0.9275043385389294,0.363228057127083,1.2907323956660124,1.984,2.318,4.302,3.799,5.356,9.155,0.831,1.172,2.003,0.314,0.3322,-0.4759,4.569,2023-24
Ella Shelton,44,NY,D,23,605.8333333333334,6,11,3,-6,10,3.9747073351497875,-0.5942228335625859,1.4615059402390116,-0.3753766962852303,-0.26624435851907935,0.472729039075736,1.485557083906465,-0.45310030186729655,-0.018124012074691862,0.3936436425457836,0.3546180898520192,0.7482617323978028,-2.251,3.581,1.33,0.62,8.386,9.006,0.136,1.835,1.971,0.195,0.3322,-0.4759,4.569,2023-24
Emily Clark,53,OTT,F,22,409.51666666666665,3,7,3,4,8,6.416200371924152,0.5860567335476782,1.252471545751425,-0.2859231529161672,-0.1767908151500163,0.7272727272727273,0.5860567335476782,-0.3971408462258482,-0.01588563384903393,0.9400643579393165,0.23162150736098885,1.1716858653003053,2.208,1.581,3.789,4.149,4.829,8.978,0.908,1.057,1.965,0.288,0.3322,-0.4759,4.569,2023-24
Michela Cava,115,MIN,F,24,360.0833333333333,5,2,1,3,4,5.759103830006957,0.499884286044897,1.4551713250460279,-0.3310103758988161,-0.22187803813266518,0.6222222222222222,0.499884286044897,-0.1745807062166429,-0.006983228248665716,0.9596285021071533,0.3036460251370655,1.263274527244219,2.059,1.822,3.881,3.765,4.679,8.444,0.824,1.024,1.848,0.308,0.3322,-0.4759,4.569,2023-24
Kristin O'Neill,30,MTL,F,21,390.5,4,0,5,-1,6,5.440773509797512,-0.15364916773367476,1.6632880442698796,-0.30647278930674227,-0.19734045154059135,0.4285714285714285,2.151088348271447,0.5897423362173713,0.02358969344869485,0.8359703216078123,0.2998663256055227,1.135836647213335,1.428,1.952,3.38,3.279,5.049,8.328,0.718,1.105,1.823,0.28,0.3322,-0.4759,4.569,2023-24
Loren Gabel,8,BOS,F,17,226.6,4,1,2,-1,2,4.004692685849252,-0.264783759929391,1.3403433268920475,-0.8046468013147869,-0.695514463548636,0.5308168796073996,0.0,-0.8093448037895848,-0.0323737921515834,1.0603775867208964,0.9413464568165069,2.0017240435374033,1.676,3.555,5.231,2.75,5.353,8.103,0.602,1.172,1.774,0.47,0.3322,-0.4759,4.569,2023-24
Savannah Harmon,56,OTT,D,22,562.4833333333333,3,2,7,-1,8,3.180745673463655,-0.10666982725414086,1.2428542281996031,-0.39004021582942294,-0.280907878063272,0.527145240536056,0.746688790778986,-1.4987555893304447,-0.05995022357321779,0.33928959152772403,0.333320805715363,0.672610397243087,-2.6,3.125,0.525,0.066,7.587,7.653,0.014,1.661,1.675,0.179,0.3322,-0.4759,4.569,2023-24
Sophie Jaques,11,BOS,D,6,105.68333333333334,0,0,0,-4,0,6.279026812589057,-2.2709351837249647,6.8752553777303795,-0.2691447676850416,-0.16001242991889067,0.5298394239166777,5.677337959312411,3.605746355186922,0.1442298542074769,3.564815727065227,0.36824725609392384,3.933062983159151,5.193,0.649,5.842,5.694,1.487,7.181,1.246,0.325,1.571,0.892,0.3322,-0.4759,4.569,2023-24
Liz Schepers,97,MIN,F,19,234.7,0,2,1,0,8,3.985269049164334,0.0,1.6556527659514297,-0.5912741196616542,-0.4821417818955033,0.4460093896713615,0.5112910097997444,-0.16317398246179549,-0.00652695929847182,1.0188161182354498,0.6684715353552327,1.6872876535906824,1.573,2.615,4.188,2.686,4.477,7.163,0.588,0.98,1.568,0.401,0.3322,-0.4759,4.569,2023-24
Renata Fast,67,TOR,D,23,635.2333333333333,3,5,5,0,12,3.5028691648031955,0.0,1.3967740748573372,-0.2142082534786931,-0.10507591571254218,0.5308168796073996,1.511255706564517,-0.6817848959902594,-0.027271395839610375,0.33085818841610704,0.11983488615794867,0.4506930745740557,-3.025,1.269,-1.756,-0.014,6.308,6.294,-0.003,1.381,1.378,0.13,0.3322,-0.4759,4.569,2023-24
Jocelyne Larocque,71,TOR,D,22,610.6166666666667,0,5,4,8,6,3.3618557509177283,0.7860905641837487,1.4088253619820679,-0.2012713062050142,-0.0921389684388633,0.5308168796073996,1.5721811283674973,-0.6208594741872789,-0.024834378967491157,0.3303403854929121,0.10416017684691745,0.4345005623398296,-2.913,1.06,-1.853,-0.019,5.904,5.885,-0.004,1.292,1.288,0.127,0.3322,-0.4759,4.569,2023-24
Jade Downie-Landry,35,NY,F,23,319.21666666666664,8,3,2,-8,18,3.9905281630972844,-1.503680885500966,1.4662318351626114,-0.22963275076250333,-0.12050041299635242,0.4907975460122699,1.3157207748133453,0.6393101893754882,0.02557240757501953,0.7500601152378336,0.1942729857699129,0.9443331010077465,0.71,1.034,1.744,2.223,3.566,5.789,0.487,0.78,1.267,0.238,0.3322,-0.4759,4.569,2023-24
Ashton Bell,50,OTT,D,22,494.2333333333333,2,4,1,4,0,2.3486746429617975,0.4856005935118365,1.2364039850301822,-0.29636302366912637,-0.18723068590297545,0.5308168796073996,2.3066028191812236,0.061158439071792726,0.002446337562871709,0.2851294501471124,0.2645692978270373,0.5496987479741497,-2.731,2.179,-0.552,-0.388,6.1,5.712,-0.085,1.335,1.25,0.152,0.3322,-0.4759,4.569,2023-24
Maggie Flaherty,79,MIN,D,24,459.18333333333334,1,5,0,4,14,2.847275255529015,0.5226670538274473,1.3106627289046942,-0.28158413268987914,-0.17245179492372822,0.574528702760077,1.3066676345686181,-0.6300441580288262,-0.02520176632115305,0.3720442423107856,0.21623074657206642,0.588274988882852,-1.872,1.655,-0.217,0.305,5.297,5.602,0.067,1.159,1.226,0.16,0.3322,-0.4759,4.569,2023-24
Megan Keller,12,BOS,D,23,579.9666666666667,4,8,3,8,12,4.366780835194055,0.8276337720558653,1.7304553186480123,-0.08732307989334753,0.021809257872803384,0.5308168796073996,2.2759928731536294,0.20440126902814018,0.008176050761125608,0.4517619117966147,-0.022356910260799126,0.42940500153581557,-1.594,-0.216,-1.81,1.156,4.384,5.54,0.253,0.96,1.213,0.125,0.3322,-0.4759,4.569,2023-24
Alina Müller,15,BOS,F,23,455.5,5,8,3,7,6,5.948923450379852,0.9220636663007684,1.736577540191895,0.010260286689388165,0.11939262445553908,0.504,0.0,-0.8093448037895848,-0.0323737921515834,0.7836123095999805,-0.1995234663893381,0.5840888432106424,1.268,-1.515,-0.247,3.427,2.099,5.526,0.75,0.459,1.209,0.159,0.3322,-0.4759,4.569,2023-24
Jamie Lee Rattray,16,BOS,F,23,369.4,2,5,3,-2,8,6.4059078050571125,-0.3248511099079589,1.5180952865068598,0.0959132832290508,0.2050456209952017,0.868421052631579,0.6497022198159178,-0.159642583973667,-0.006385703358946681,1.0404831302204298,-0.29344957275222905,0.7470335574682008,2.61,-1.807,0.803,4.361,1.124,5.485,0.954,0.246,1.2,0.195,0.3322,-0.4759,4.569,2023-24
Abby Boreen,114,MIN,F,9,148.91666666666666,4,0,1,2,4,2.9578978155666915,0.8058198097369894,1.540291063085346,-0.7402480210935007,-0.6311156833273498,0.574528702760077,0.0,-0.6744649922615399,-0.026978599690461597,1.191766327480704,0.8565833569678281,2.048349684448532,1.427,2.126,3.553,2.133,3.307,5.44,0.467,0.724,1.191,0.48,0.3322,-0.4759,4.569,2023-24
Rebecca Leslie,72,TOR,F,23,243.1,2,2,3,1,10,3.3226764092719985,0.24681201151789386,1.3528983924064737,-0.3076138027055948,-0.19848146493944388,0.5668242255597484,1.2340600575894694,0.30326625537059754,0.012130650214823901,0.8200764481954748,0.29000470113004534,1.11008114932552,0.824,1.175,1.999,1.977,3.103,5.08,0.433,0.679,1.112,0.274,0.3322,-0.4759,4.569,2023-24
Tereza Vanišová,161,MTL,F,16,262.7833333333333,2,3,3,0,16,3.826330557319911,0.0,1.635625689767415,-0.23125532377321245,-0.12212298600706153,0.5105841929948152,0.6849749476755249,-0.8763710643785507,-0.03505484257514203,0.8736468577631561,0.1359173378347441,1.0095641955979002,1.126,0.595,1.721,2.371,2.68,5.051,0.519,0.587,1.106,0.253,0.3322,-0.4759,4.569,2023-24
Erin Ambrose,83,MTL,D,22,560.75,4,10,4,6,4,3.4669778038288133,0.6419973250111458,1.5889009371909517,-0.09068099416441111,0.018451343601739806,0.5308168796073996,2.8889879625501558,0.06539515016017572,0.002615806006407029,0.3709650793218525,-0.023216075036028697,0.34774900428582384,-2.296,-0.217,-2.513,0.362,4.231,4.593,0.079,0.926,1.005,0.108,0.3322,-0.4759,4.569,2023-24
Jincy Roese,60,OTT,D,22,451.8833333333333,0,4,1,-9,14,1.9797217269168474,-1.1949987091063328,1.250587099045473,-0.24409454448539636,-0.13496220671924544,0.5308168796073996,2.5227750525578134,0.2773306724483826,0.011093226897935305,0.2628627675617103,0.2000403163048789,0.4629030838665892,-2.664,1.507,-1.157,-0.522,5.091,4.569,-0.114,1.114,1.0,0.133,0.3322,-0.4759,4.569,2023-24
Brittany Howard,69,TOR,F,22,243.16666666666666,2,4,2,1,10,3.444093740680625,0.24674434544208362,1.5136460565478378,-0.19772410296486642,-0.0885917651987155,0.5668242255597484,0.49348869088416725,-0.43730511133470457,-0.017492204453388182,0.8498106556854181,0.10653626682481351,0.9563469225102317,0.945,0.432,1.377,2.098,2.361,4.459,0.459,0.517,0.976,0.241,0.3322,-0.4759,4.569,2023-24
Emma Maltais,73,TOR,F,23,432.3,5,6,7,9,14,4.453032465018034,1.2491325468424705,1.431775084672084,0.04848892068055899,0.1576212584467099,0.5333333333333333,0.8327550312283136,-0.0980387709905582,-0.0039215508396223285,0.618047531577798,-0.2245913126650162,0.3934562189127818,0.01,-1.618,-1.608,2.06,1.811,3.871,0.451,0.396,0.847,0.118,0.3322,-0.4759,4.569,2023-24
Natalie Buchbinder,90,MIN,D,24,481.84999999999997,2,1,3,6,0,2.595271128223953,0.7471204731762998,1.4675036650299844,-0.1303172892491964,-0.021184951483045472,0.5308168796073996,1.4942409463525996,-0.4424708462448447,-0.017698833849793788,0.32316336555657815,0.01196009822646987,0.335123463783048,-2.357,0.096,-2.261,-0.073,3.918,3.845,-0.016,0.858,0.842,0.105,0.3322,-0.4759,4.569,2023-24
Tereza Vanišová,161,OTT,F,6,78.46666666666667,0,1,1,-2,21,3.826330557319911,-1.5293118096856413,5.477678472931782,0.10071007131969001,0.20984240908584093,0.5105841929948152,2.293967714528462,1.3107701347549356,0.05243080539019743,2.9258262545351914,-0.24134856732997986,2.6844776872052116,3.02,-0.316,2.704,3.392,0.307,3.699,0.742,0.067,0.809,0.619,0.3322,-0.4759,4.569,2023-24
Elizabeth Giguère,37,NY,F,23,290.48333333333335,3,1,0,-15,6,3.079345937972595,-3.098284468414711,1.4681581598854865,-0.06955782000182209,0.039574517764328826,0.472729039075736,0.6196568936829422,-0.05675369175491485,-0.002270147670196594,0.6360459794997615,-0.05767447254025695,0.5783715069595046,0.094,-0.279,-0.185,1.471,2.025,3.496,0.322,0.443,0.765,0.158,0.3322,-0.4759,4.569,2023-24
Kali Flanagan,68,TOR,D,23,488.5,3,1,2,7,2,2.1766354055066057,0.8597748208802456,1.384808579246959,-0.11753988299312601,-0.008407545226975094,0.5308168796073996,1.4738996929375638,-0.7191409096172124,-0.028765636384688497,0.2673451879844347,-0.016995073066923366,0.2503501149175113,-2.844,-0.138,-2.982,-0.528,3.737,3.209,-0.116,0.818,0.702,0.086,0.3322,-0.4759,4.569,2023-24
Natalie Snodgrass,142,OTT,F,21,267.0,1,3,1,-3,10,2.3124350635855535,-0.6741573033707865,1.2648231793983424,-0.1297392459258424,-0.02060690815969149,0.4453125,1.1235955056179776,0.14039792584445118,0.005615917033778047,0.51964832889563,0.03446558845734613,0.5541139173529761,-0.432,0.153,-0.279,0.834,2.271,3.105,0.183,0.497,0.68,0.153,0.3322,-0.4759,4.569,2023-24
Mélodie Daoust,168,MTL,F,6,109.18333333333334,3,1,1,6,4,2.2495647867565594,3.297206533353686,2.172465097575367,-0.3145565561111603,-0.20542421834500937,0.5105841929948152,1.0990688444512289,-0.46227716760284676,-0.01849108670411387,1.2362132853493533,0.26910281897889926,1.5053161043282526,1.127,0.49,1.617,1.645,1.356,3.001,0.36,0.297,0.657,0.361,0.3322,-0.4759,4.569,2023-24
Emma Greco,118,MIN,D,22,294.2,0,0,0,8,10,1.7741719562953184,1.6315431679129844,1.475722524330759,-0.09905330042384053,0.010079037342310387,0.574528702760077,3.2630863358259687,1.3263745432285243,0.05305498172914097,0.36182976674955514,0.03894432944990643,0.4007740961994616,-1.249,0.191,-1.058,0.145,2.525,2.67,0.032,0.553,0.585,0.119,0.3322,-0.4759,4.569,2023-24
Sophie Shirley,18,BOS,F,19,245.31666666666666,3,1,1,-4,4,3.1441369104692973,-0.9783273320198382,1.7160016676963206,0.06739730753352213,0.17652964529967305,0.5298394239166777,0.4891636660099191,-0.3201811377796657,-0.01280724551118663,0.7689987687811312,-0.2599487489307289,0.5090500198504022,0.623,-1.063,-0.44,1.786,0.883,2.669,0.391,0.193,0.584,0.143,0.3322,-0.4759,4.569,2023-24
Sarah Lefort,158,MTL,F,22,251.31666666666666,1,1,2,0,8,2.6808510540213586,0.0,1.4561340663483266,-0.011169981950840846,0.09796235581531007,0.5105841929948152,0.9549704887592015,-0.6063755232948741,-0.024255020931794963,0.6400334103373494,-0.16140231907322905,0.47863109126412035,0.098,-0.676,-0.578,1.289,1.318,2.607,0.282,0.288,0.57,0.136,0.3322,-0.4759,4.569,2023-24
Micah Zandee-Hart,47,NY,D,17,371.2833333333333,0,3,0,-18,10,1.8228427051138507,-2.908829734703955,1.4766562836882253,-0.07226553709238703,0.03686680067376388,0.5308168796073996,2.7472280827759574,0.808570697002196,0.03234282788008784,0.2945743923512979,-0.01927069306318159,0.2753036992881163,-1.993,-0.119,-2.112,-0.233,2.826,2.593,-0.051,0.619,0.568,0.092,0.3322,-0.4759,4.569,2023-24
Sarah Bujold,81,MTL,F,19,263.78333333333336,3,1,0,-6,16,2.185412444489683,-1.3647564288873444,1.3363894648396684,-0.0625804114326789,0.04655192633347202,0.4242424242424242,1.819675238516459,0.2583292264623833,0.010333169058495333,0.4970926138979503,-0.054839527808365485,0.4422530860895848,-0.525,-0.241,-0.766,0.725,1.851,2.576,0.159,0.405,0.564,0.128,0.3322,-0.4759,4.569,2023-24
Alexandra Labelle,39,NY,F,23,243.65,1,2,0,-2,4,1.8947419434172459,-0.4925097475887544,1.4527439470907495,-0.08884147989403357,0.020290857872117346,0.3287671232876712,1.7237841165606402,1.0473735311227832,0.041894941244911325,0.4665894381491268,0.013487740223947043,0.48007717837307384,-0.609,0.055,-0.554,0.546,1.988,2.534,0.12,0.435,0.555,0.137,0.3322,-0.4759,4.569,2023-24
Susanna Tapani,78,BOS,F,16,332.21666666666664,2,2,4,8,6,5.712551561192957,1.4448402147193098,2.5851313604631967,0.42077869817210356,0.5299110359382545,0.4972972972972973,0.7224201073596549,-0.08692469642992992,-0.003476987857197197,1.031715528033645,-0.7453524381707535,0.2863630898628915,2.298,-4.127,-1.829,3.873,-1.492,2.381,0.848,-0.327,0.521,0.094,0.3322,-0.4759,4.569,2023-24
Fanni Garát-Gasparics,137,OTT,F,14,118.51666666666667,1,0,0,-1,4,1.3848327542450212,-0.5062579102798481,1.1401960191738731,-0.39024889566905463,-0.2811165579029037,0.5308168796073996,0.0,-0.9831975797735264,-0.03932790319094106,0.7010825362511709,0.3542352778731241,1.055317814124295,0.167,0.7,0.867,0.729,1.64,2.369,0.16,0.359,0.519,0.263,0.3322,-0.4759,4.569,2023-24
Claire Dalton,26,MTL,F,18,236.41666666666666,5,3,1,4,0,2.6799124037238977,1.0151568558336272,1.5938309289417965,0.05794000113301001,0.16707233889916093,0.5105841929948152,1.7765244977088472,0.2151784856547716,0.008607139426190864,0.6801328624184725,-0.2252941350326344,0.4548387273858381,0.25,-0.888,-0.638,1.371,0.988,2.359,0.3,0.216,0.516,0.131,0.3322,-0.4759,4.569,2023-24
Brittyn Fleming,105,MIN,F,23,272.05,1,1,0,4,8,2.469950701533958,0.8821907737548245,1.3036574819051854,0.02025213003585269,0.1293844678020036,0.5208333333333334,0.6616430803161183,-0.012821911945421594,-0.0005128764778168638,0.5447419301306284,-0.1816511314006219,0.36309079873000655,-0.326,-0.824,-1.15,0.964,1.334,2.298,0.211,0.292,0.503,0.111,0.3322,-0.4759,4.569,2023-24
Mikyla Grant-Mentis,138,MTL,F,6,73.81666666666666,2,0,0,-1,4,2.726252849253632,-0.8128245653646422,3.6794655646352568,0.24313681307638868,0.3522691508425396,0.8666666666666667,1.6256491307292844,0.06430311867520877,0.002572124747008351,2.215965287268701,-0.49060468643254707,1.725360600836154,1.968,-0.604,1.364,2.318,-0.018,2.3,0.507,-0.004,0.503,0.409,0.3322,-0.4759,4.569,2023-24
Mikyla Grant-Mentis,138,OTT,F,6,77.85,0,2,1,0,0,2.726252849253632,0.0,3.488836006373272,0.24887540880499825,0.3580077465711492,0.8666666666666667,1.5414258188824665,0.5582282391089401,0.022329129564357605,2.1011582653207186,-0.4788817156352513,1.6222765496854672,1.926,-0.621,1.305,2.295,-0.004,2.291,0.502,-0.001,0.501,0.386,0.3322,-0.4759,4.569,2023-24
Lee Stecklein,24,MIN,D,24,655.1166666666667,2,3,2,0,16,2.7730069039919236,0.0,1.401146223606479,0.010854698817810426,0.11998703658396134,0.574528702760077,1.2822143638537664,-0.6544974287436779,-0.026179897149747115,0.2539706630974362,-0.19416174836729297,0.05980891473014324,-3.96,-2.12,-6.08,-0.854,3.077,2.223,-0.187,0.673,0.486,0.045,0.3322,-0.4759,4.569,2023-24
Shiann Darkangelo,4,BOS,F,17,202.8,0,1,0,-5,0,1.9930535319564642,-1.4792899408284022,1.4911334879941611,-0.07267463799057028,0.03645769977558064,0.4210526315789473,0.0,-0.8093448037895848,-0.0323737921515834,0.5896608082711432,-0.08341457183739628,0.5062462364337469,-0.091,-0.282,-0.373,0.87,1.327,2.197,0.19,0.29,0.48,0.142,0.3322,-0.4759,4.569,2023-24
Zoe Boyd,52,OTT,D,16,238.45,0,1,2,-3,2,0.7318772711985881,-0.7548752358985112,1.085820813821397,-0.2742438269691081,-0.16511148920295718,0.5308168796073996,1.7613755504298596,-0.4840688296795712,-0.01936275318718285,0.18415867591493099,0.2117933316969572,0.3959520076118882,-1.719,0.842,-0.877,-0.588,2.733,2.145,-0.129,0.598,0.469,0.118,0.3322,-0.4759,4.569,2023-24
