name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,xGA60,xGA60_resid,d_adj_xGA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Emma Maltais,73,TOR,F,11,213.58333333333331,1,3,1,1,8,2.002464573983044,0.2809207959422552,0.85359862284972,0.1675576407351972,0.31100242155614755,0.5838926174496645,0.0,0.0,0.0,0.5625339419694857,-0.031100242155614757,0.5314336998138709,0.037,-0.111,-0.074,1.07,-0.007,1.063,0.237,-0.002,0.235,0.066,0.262,-0.0292,4.508,2025-26
Anna Shokhina,239,VAN,F,3,26.099999999999998,0,0,0,0,0,1.0648210734697046,0.0,0.11665525815499588,-2.37672264015705,-2.2332778593361,0.5091584771817329,0.0,0.0,0.0,2.4478645367119647,0.22332778593361,2.6711923226455747,0.825,0.097,0.922,0.951,0.11,1.061,0.211,0.024,0.235,0.54,0.262,-0.0292,4.508,2025-26
Elle Hartje,206,NY,F,3,36.63333333333334,0,1,0,0,0,1.2383903280260027,0.0,3.2410593898747826,0.9721300360702787,1.1155748168912292,0.3783783783783784,0.0,0.0,0.0,2.028300810233671,-0.11155748168912293,1.916743328544548,0.901,-0.068,0.833,1.078,-0.05,1.028,0.239,-0.011,0.228,0.373,0.262,-0.0292,4.508,2025-26
Hayley Scamurra,61,MTL,F,12,172.1,1,3,0,1,4,1.623626378225687,0.3486345148169669,0.5715636196041348,-0.3984419479757718,-0.25499716715482146,0.351063829787234,0.0,0.0,0.0,0.5660521946167416,0.025499716715482148,0.5915519113322237,0.04,0.073,0.113,0.872,0.157,1.029,0.193,0.035,0.228,0.079,0.262,-0.0292,4.508,2025-26
Mannon McMahon,220,OTT,F,11,155.51666666666665,1,0,0,-2,6,1.4916411591026832,-0.7716214767977709,0.01629452593182233,-0.6535116613137779,-0.5100668804928276,0.6071428571428571,0.0,0.0,0.0,0.5754911770195756,0.05100668804928276,0.6264978650688584,0.06,0.132,0.192,0.813,0.208,1.021,0.18,0.046,0.226,0.087,0.262,-0.0292,4.508,2025-26
Michela Cava,115,VAN,F,13,188.85,1,3,1,-2,4,1.648547193628,-0.6354249404289118,0.10082598702291073,-0.4191682009674497,-0.2757234201464993,0.6923076923076923,0.0,0.0,0.0,0.5237640011526609,0.027572342014649934,0.5513363431673108,-0.09,0.087,-0.003,0.824,0.179,1.003,0.183,0.04,0.223,0.071,0.262,-0.0292,4.508,2025-26
Denisa KÅÃ­Å¾ovÃ¡,104,MIN,F,15,204.35,0,2,0,-4,0,1.7789739999999998,-1.1744555908979692,0.559899556802556,-0.16150244117150192,-0.018057660350551535,0.5242021329662908,0.0,0.0,0.0,0.5223314900905309,0.0018057660350551535,0.524137256125586,-0.102,0.006,-0.096,0.887,0.106,0.993,0.197,0.024,0.221,0.065,0.262,-0.0292,4.508,2025-26
Peyton Hemp,286,OTT,F,16,205.11666666666667,0,4,0,1,23,1.8435061322957762,0.29251645405054033,0.8503176605542466,0.029503865388549877,0.17294864620950026,0.4545454545454545,0.0,0.0,0.0,0.5392558768395868,-0.017294864620950028,0.5219610122186368,-0.045,-0.059,-0.104,0.948,0.041,0.989,0.21,0.009,0.219,0.064,0.262,-0.0292,4.508,2025-26
Fanuza Kadirova,240,OTT,F,5,62.53333333333333,1,0,1,0,0,1.330836372282383,0.0,2.45223839583779,1.0253914144790794,1.16883619530003,0.5091584771817329,0.0,0.0,0.0,1.2769218923818175,-0.116883619530003,1.1600382728518146,0.755,-0.122,0.633,1.058,-0.091,0.967,0.235,-0.02,0.215,0.206,0.262,-0.0292,4.508,2025-26
NatÃ¡lie MlÃ½nkovÃ¡,274,MTL,F,11,164.21666666666667,4,1,1,2,0,1.6024420000000001,0.7307419060184716,0.6293229481355684,-0.16529420931544914,-0.02184942849449875,0.5111888264445568,0.0,0.0,0.0,0.5854857606820258,0.002184942849449875,0.5876707035314758,0.091,0.006,0.097,0.885,0.086,0.971,0.196,0.019,0.215,0.079,0.262,-0.0292,4.508,2025-26
Paetyn Levis,40,NY,F,12,206.08333333333334,3,0,1,3,4,1.8135177250163241,0.8734330772341286,0.8093552928532582,0.012975453702367079,0.15642023452331746,0.4663026716254589,0.0,0.0,0.0,0.527995455726548,-0.015642023452331746,0.5123534322742163,-0.083,-0.054,-0.137,0.914,0.047,0.961,0.203,0.01,0.213,0.062,0.262,-0.0292,4.508,2025-26
Jessie Eldridge,36,SEA,F,14,234.6833333333333,5,2,3,-1,4,1.8849183502179478,-0.25566366025140264,0.6802282226309747,-0.09524373846894629,0.04820104235200409,0.4488275570097946,0.0,0.0,0.0,0.48190512469175584,-0.00482010423520041,0.47708502045655543,-0.275,-0.019,-0.294,0.86,0.095,0.955,0.191,0.021,0.212,0.054,0.262,-0.0292,4.508,2025-26
Jamie Lee Rattray,16,BOS,F,6,84.98333333333332,2,1,0,-2,2,1.3223586566394823,-1.412041576779761,1.3088430570715823,0.17045278096626504,0.3138975617872154,0.4890567507619902,0.0,0.0,0.0,0.9336127012947906,-0.03138975617872154,0.902222945116069,0.54,-0.044,0.496,0.951,-0.003,0.948,0.211,-0.001,0.21,0.148,0.262,-0.0292,4.508,2025-26
Anna Meixner,221,VAN,F,3,37.016666666666666,0,0,1,1,0,0.9979238832112803,1.6208914903196758,0.06910216102570914,-1.6841802183483607,-1.5407354375274103,0.49572222805211874,0.0,0.0,0.0,1.6175263302839302,0.15407354375274104,1.7715998740366712,0.657,0.095,0.752,0.836,0.113,0.949,0.185,0.025,0.21,0.34,0.262,-0.0292,4.508,2025-26
Theresa Schafzahl,17,BOS,F,3,44.8,0,0,1,1,0,1.1870538630842398,1.3392857142857144,2.657331472971943,0.9212615321113615,1.064706312932312,0.4890567507619902,0.0,0.0,0.0,1.5898042809163928,-0.1064706312932312,1.4833336496231615,0.775,-0.079,0.696,0.991,-0.058,0.933,0.22,-0.013,0.207,0.277,0.262,-0.0292,4.508,2025-26
Elle Hartje,206,NY,F,5,65.65,0,1,1,2,4,1.2383903280260027,1.8278750952018277,1.8085424064343165,0.35616342485153885,0.4996082056724892,0.3783783783783784,0.0,0.0,0.0,1.131811419368776,-0.049960820567248924,1.0818505988015272,0.634,-0.055,0.579,0.952,-0.023,0.929,0.211,-0.005,0.206,0.188,0.262,-0.0292,4.508,2025-26
Brooke McQuigge,192,OTT,F,3,36.33333333333333,0,0,0,0,0,0.936620087964505,0.0,0.45057488947808394,-1.2039669633250172,-1.0605221825040667,0.5241173680431338,0.0,0.0,0.0,1.54671207186799,0.10605221825040667,1.6527642901183968,0.602,0.064,0.666,0.778,0.082,0.86,0.173,0.018,0.191,0.315,0.262,-0.0292,4.508,2025-26
Skylar Irving,272,MTL,F,12,96.23333333333333,0,2,1,2,10,1.1921259831654338,1.2469691721510219,0.5128235693774938,-0.4255103534802992,-0.28206557265934884,0.5111888264445568,0.0,0.0,0.0,0.743272175163762,0.028206557265934885,0.7714787324296969,0.306,0.045,0.351,0.772,0.092,0.864,0.171,0.02,0.191,0.119,0.262,-0.0292,4.508,2025-26
Abby Newhook,259,BOS,F,13,163.83333333333334,4,1,0,5,2,1.4703293016044827,1.8311291963377414,0.5362000744349267,-0.24228431278211127,-0.09883953196116088,0.4890567507619902,0.0,0.0,0.0,0.5384725824797698,0.00988395319611609,0.5483565356758859,-0.038,0.027,-0.011,0.755,0.107,0.862,0.167,0.024,0.191,0.07,0.262,-0.0292,4.508,2025-26
Megan Keller,12,BOS,D,14,375.75,5,3,3,-1,0,2.049442808095549,-0.1596806387225549,0.5662082041531894,-0.5123688944247052,-0.3689241136037549,0.49572222805211874,0.0,0.0,0.0,0.3272563366220438,0.036892411360375486,0.36414874798241925,-1.409,0.231,-1.178,0.409,0.414,0.823,0.091,0.092,0.183,0.029,0.262,-0.0292,4.508,2025-26
Maggie Flaherty,79,MTL,D,3,63.03333333333333,0,0,1,-1,2,1.1108941834665529,-0.9518773135906928,2.012722668249728,0.26907619818883033,0.4125209790097807,0.49572222805211874,0.0,0.0,0.0,1.0574349710416686,-0.04125209790097807,1.0161828731406906,0.531,-0.043,0.488,0.836,-0.013,0.823,0.185,-0.003,0.182,0.173,0.262,-0.0292,4.508,2025-26
Elle Hartje,206,NY,F,7,98.63333333333333,0,0,0,-2,2,1.2383903280260027,-1.2166272389320716,1.2037594692370353,0.09611338659395896,0.23955816741490935,0.3783783783783784,0.0,0.0,0.0,0.7533297027532291,-0.023955816741490936,0.7293738860117381,0.331,-0.039,0.292,0.808,0.009,0.817,0.179,0.002,0.181,0.11,0.262,-0.0292,4.508,2025-26
Kati Tabin,84,MTL,D,12,252.35,1,3,1,5,6,1.6130193526607004,1.1888250445809392,0.5871829609410604,-0.5426404291003903,-0.39919564827944,0.49572222805211874,0.0,0.0,0.0,0.38351956076735494,0.039919564827944,0.42343912559529895,-0.71,0.168,-0.542,0.511,0.291,0.802,0.113,0.065,0.178,0.042,0.262,-0.0292,4.508,2025-26
Anna Wilgren,203,SEA,D,2,39.449999999999996,0,0,0,-2,0,1.1454711117582181,-3.0418250950570345,5.206292942370982,2.8389763929127856,2.982421173733736,0.49572222805211874,0.0,0.0,0.0,1.7421613867045145,-0.2982421173733736,1.443919269331141,0.782,-0.196,0.586,0.973,-0.177,0.796,0.216,-0.039,0.177,0.269,0.262,-0.0292,4.508,2025-26
Jamie Lee Rattray,16,BOS,F,8,128.54999999999998,1,2,1,0,0,1.3223586566394823,0.0,0.8652652337622194,0.015070215235449824,0.1585149960564002,0.4890567507619902,0.0,0.0,0.0,0.6172035736940408,-0.015851499605640022,0.6013520740884007,0.139,-0.034,0.105,0.761,0.029,0.79,0.169,0.006,0.175,0.082,0.262,-0.0292,4.508,2025-26
Lexie Adzija,49,SEA,F,11,164.03333333333333,3,0,0,1,2,1.4367256238863473,0.3657793131477342,0.9378190710658052,-0.07407534307443742,0.06936943774651297,0.2857142857142857,0.0,0.0,0.0,0.5255245118868981,-0.006936943774651297,0.5185875681122468,-0.073,-0.019,-0.092,0.72,0.061,0.781,0.16,0.014,0.174,0.064,0.262,-0.0292,4.508,2025-26
Sara Hjalmarsson,313,TOR,F,13,145.63333333333333,0,0,0,-6,4,1.3289736447314544,-2.4719615472648204,0.7118472106830126,-0.16564348777652116,-0.022198706955570774,0.4137931034482758,0.0,0.0,0.0,0.5475286245174222,0.0022198706955570773,0.5497484952129793,-0.012,0.005,-0.007,0.693,0.076,0.769,0.154,0.017,0.171,0.07,0.262,-0.0292,4.508,2025-26
Danielle Serdachny,224,SEA,F,14,240.73333333333332,2,2,0,4,6,1.7801237474780676,0.9969537524231515,0.6973160141795186,0.06475146643075835,0.20819624725170874,0.5384615384615384,0.0,0.0,0.0,0.4436752624564555,-0.020819624725170877,0.42285563773128465,-0.436,-0.084,-0.52,0.729,0.034,0.763,0.162,0.008,0.17,0.042,0.262,-0.0292,4.508,2025-26
Anna Shokhina,239,OTT,F,9,107.23333333333333,1,2,0,-3,2,1.0648210734697046,-1.6785825303077402,0.02839324436908976,-0.7780637489457776,-0.6346189681248272,0.5091584771817329,0.0,0.0,0.0,0.5957966839432602,0.06346189681248272,0.659258580755743,0.078,0.113,0.191,0.597,0.166,0.763,0.132,0.037,0.169,0.095,0.262,-0.0292,4.508,2025-26
Hannah Miller,89,VAN,F,16,299.09999999999997,1,2,3,-7,4,2.0086638682492475,-1.4042126379137414,0.6937139031407332,0.04846502601294289,0.19190980683389328,0.4971751412429379,0.0,0.0,0.0,0.4029415984451851,-0.019190980683389328,0.3837506177617958,-0.744,-0.096,-0.84,0.703,0.05,0.753,0.156,0.011,0.167,0.034,0.262,-0.0292,4.508,2025-26
Emma Gentry,244,TOR,F,13,147.05,1,0,0,-4,10,1.3532604890800313,-1.6320979258755524,0.7533259697631994,-0.004555474847662722,0.13888930597328766,0.5164835164835165,0.0,0.0,0.0,0.5521634093492136,-0.013888930597328767,0.5382744787518848,-0.0,-0.034,-0.034,0.711,0.038,0.749,0.158,0.008,0.166,0.068,0.262,-0.0292,4.508,2025-26
Ella Shelton,44,TOR,D,14,353.68333333333334,1,0,2,-4,6,1.9699433100101231,-0.6785731115404552,0.6976408762134426,-0.4029610827487108,-0.25951630192776043,0.4826928958693229,0.0,0.0,0.0,0.3341876403579682,0.025951630192776045,0.36013927055074424,-1.286,0.153,-1.133,0.425,0.325,0.75,0.094,0.072,0.166,0.028,0.262,-0.0292,4.508,2025-26
Fanuza Kadirova,240,OTT,F,9,131.83333333333334,3,1,0,-1,8,1.330836372282383,-0.4551201011378002,1.1631856461673056,0.34771716333239644,0.4911619441533468,0.5091584771817329,0.0,0.0,0.0,0.6056903843510214,-0.049116194415334685,0.5565741899356867,0.117,-0.108,0.009,0.755,-0.044,0.711,0.167,-0.01,0.157,0.071,0.262,-0.0292,4.508,2025-26
Peyton Anderson,263,MIN,F,13,111.36666666666666,0,0,1,-1,6,1.1090846708962665,-0.5387608500448968,0.6076237470258063,-0.2166155801689562,-0.07317079934800583,0.49572222805211874,0.0,0.0,0.0,0.5975314000638372,0.007317079934800583,0.6048484799986378,0.084,0.014,0.098,0.623,0.068,0.691,0.138,0.015,0.153,0.082,0.262,-0.0292,4.508,2025-26
Sidney Morin,167,MIN,D,7,142.15,0,3,2,0,0,1.2594828588309337,0.0,1.2279183672139953,-0.0367943017152903,0.10665047910566008,0.49572222805211874,0.0,0.0,0.0,0.5316142914516779,-0.010665047910566008,0.5209492435411119,-0.049,-0.025,-0.074,0.639,0.044,0.683,0.142,0.01,0.152,0.064,0.262,-0.0292,4.508,2025-26
Kendall Cooper,236,MIN,D,12,270.5333333333333,1,3,5,9,0,1.589953675066776,1.996057171020207,0.6893066514425393,-0.4123783730481384,-0.26893359222718805,0.49572222805211874,0.0,0.0,0.0,0.35262649274521896,0.026893359222718807,0.37951985196793775,-0.9,0.121,-0.779,0.409,0.253,0.662,0.091,0.056,0.147,0.033,0.262,-0.0292,4.508,2025-26
Mikyla Grant-Mentis,138,SEA,F,14,206.63333333333333,1,2,1,-5,6,1.4888652389312003,-1.4518470721084047,0.7266372780842878,-0.018063073725472334,0.12538170709547805,0.4368932038834951,0.0,0.0,0.0,0.4323209275812487,-0.012538170709547805,0.41978275687170086,-0.413,-0.043,-0.456,0.587,0.057,0.644,0.13,0.013,0.143,0.042,0.262,-0.0292,4.508,2025-26
Anna Meixner,221,OTT,F,10,125.43333333333332,1,0,0,-3,4,0.9979238832112803,-1.4350252458145099,0.020392758389330322,-0.6943803933033298,-0.5509356124823794,0.49572222805211874,0.0,0.0,0.0,0.4773486552698126,0.05509356124823794,0.5324422165180506,-0.157,0.115,-0.042,0.45,0.176,0.626,0.1,0.039,0.139,0.066,0.262,-0.0292,4.508,2025-26
Gabbie Hughes,57,OTT,F,14,216.7,2,5,2,-6,8,1.5442043858693089,-1.6612828795569912,0.8102151633357648,0.08852729687304906,0.23197207769399944,0.4523809523809524,0.0,0.0,0.0,0.42756005146358345,-0.023197207769399944,0.4043628436941835,-0.45,-0.084,-0.534,0.598,0.022,0.62,0.133,0.005,0.138,0.038,0.262,-0.0292,4.508,2025-26
Natalie Snodgrass,142,SEA,F,2,29.0,0,0,0,-3,0,0.8616902590565892,-6.206896551724138,4.6087280351316275,2.648353860447987,2.791798641268937,0.4488275570097946,0.0,0.0,0.0,1.7828074325308745,-0.2791798641268937,1.5036275684039808,0.595,-0.135,0.46,0.735,-0.121,0.614,0.163,-0.027,0.136,0.281,0.262,-0.0292,4.508,2025-26
Savannah Harmon,56,TOR,D,14,316.8333333333333,1,1,3,-9,2,1.7263949392605846,-1.704366123093109,0.7205276909255142,-0.3577561220743203,-0.2143113412533699,0.49572222805211874,0.0,0.0,0.0,0.32693433883945844,0.021431134125336992,0.3483654729647954,-1.19,0.113,-1.077,0.343,0.267,0.61,0.076,0.059,0.135,0.026,0.262,-0.0292,4.508,2025-26
Katy Knoll,191,MIN,F,15,207.01666666666668,6,0,0,3,8,1.497113988481823,0.8694952097254648,0.5632861425275265,0.12916571663020415,0.2726104974511545,0.6956521739130435,0.0,0.0,0.0,0.4339111471326433,-0.02726104974511545,0.40665009738752783,-0.408,-0.094,-0.502,0.593,0.007,0.6,0.132,0.002,0.134,0.039,0.262,-0.0292,4.508,2025-26
Savannah Norcross,147,NY,F,15,58.43333333333334,1,1,0,1,2,0.7814581518349435,1.026811180832858,0.5883510579759311,-0.4579740389138832,-0.31452925809293286,0.4663026716254589,0.0,0.0,0.0,0.8024099676571012,0.031452925809293285,0.8338628934663944,0.244,0.031,0.275,0.526,0.059,0.585,0.117,0.013,0.13,0.133,0.262,-0.0292,4.508,2025-26
Sidney Morin,167,MIN,D,8,177.35,0,0,0,-2,2,1.2594828588309337,-0.6766281364533409,0.9842040930333772,-0.1844035843252242,-0.040958803504273805,0.49572222805211874,0.0,0.0,0.0,0.42610076983285045,0.00409588035042738,0.43019665018327785,-0.373,0.012,-0.361,0.485,0.098,0.583,0.108,0.022,0.13,0.044,0.262,-0.0292,4.508,2025-26
Tereza VaniÅ¡ovÃ¡,161,VAN,F,5,93.36666666666666,1,2,2,6,4,1.126014,3.8557657979293114,1.923829857947814,1.0189970130355799,1.1624417938565303,0.5241173680431338,0.0,0.0,0.0,0.723607711531596,-0.11624417938565304,0.607363532145943,0.267,-0.181,0.086,0.718,-0.135,0.583,0.159,-0.03,0.129,0.083,0.262,-0.0292,4.508,2025-26
Jade Downie-Landry,35,MTL,F,3,30.566666666666666,0,0,0,0,0,0.6662606186573481,0.0,0.9460255174878852,-0.5200064912490853,-0.3765617104281349,0.5,0.0,0.0,0.0,1.3078180082696036,0.03765617104281349,1.3454741793124172,0.385,0.019,0.404,0.533,0.034,0.567,0.118,0.008,0.126,0.247,0.262,-0.0292,4.508,2025-26
Catherine Dubois,157,MTL,F,11,97.1,0,0,0,-1,4,0.9126534696355968,-0.6179196704428425,0.4553917679439344,-0.3196067905121865,-0.1761620096912361,0.5111888264445568,0.0,0.0,0.0,0.5639465311857447,0.01761620096912361,0.5815627321548683,0.019,0.029,0.048,0.489,0.076,0.565,0.108,0.017,0.125,0.077,0.262,-0.0292,4.508,2025-26
Anna Bargman,277,NY,F,8,35.05,1,0,0,1,0,0.6890943678317348,1.7118402282453637,1.343022759159948,-0.04687645522040573,0.09656832560054465,0.4663026716254589,0.0,0.0,0.0,1.1796194599116716,-0.009656832560054465,1.169962627351617,0.366,-0.006,0.36,0.536,0.011,0.547,0.119,0.002,0.121,0.207,0.262,-0.0292,4.508,2025-26
Brooke McQuigge,192,VAN,F,13,128.81666666666666,0,1,0,-5,4,0.936620087964505,-2.328891189028335,0.12708672002357652,-0.5160184063088982,-0.3725736254879478,0.5241173680431338,0.0,0.0,0.0,0.4362572540654959,0.03725736254879478,0.47351461661429073,-0.249,0.08,-0.169,0.374,0.143,0.517,0.083,0.032,0.115,0.054,0.262,-0.0292,4.508,2025-26
Anna Bargman,277,NY,F,7,44.13333333333333,1,1,0,-1,4,0.6890943678317348,-1.3595166163141994,1.066607576477859,-0.10215623520425998,0.0412885456166904,0.4663026716254589,0.0,0.0,0.0,0.9368352432757724,-0.004128854561669041,0.9327063887141034,0.283,-0.003,0.28,0.496,0.018,0.514,0.11,0.004,0.114,0.155,0.262,-0.0292,4.508,2025-26
Jade Downie-Landry,35,MTL,F,4,46.75,0,0,0,0,0,0.6662606186573481,0.0,0.6185421743574979,-0.43513460726316966,-0.2916898264422193,0.5,0.0,0.0,0.0,0.8550938421270777,0.029168982644221932,0.8842628247712997,0.236,0.023,0.259,0.462,0.045,0.507,0.102,0.01,0.112,0.144,0.262,-0.0292,4.508,2025-26
Theresa Schafzahl,17,BOS,F,11,167.56666666666666,1,2,1,4,0,1.1870538630842398,1.4322657648697037,0.7104542470010525,0.03528399583227626,0.17872877665322665,0.4890567507619902,0.0,0.0,0.0,0.42504415228797127,-0.017872877665322664,0.4071712746226486,-0.355,-0.05,-0.405,0.455,0.032,0.487,0.101,0.007,0.108,0.039,0.262,-0.0292,4.508,2025-26
Jaime Bourbonnais,87,NY,D,5,109.23333333333333,0,0,0,0,2,1.001335072616275,0.0,1.6502549282003136,0.36878121756826876,0.5122259983892191,0.49572222805211874,0.0,0.0,0.0,0.5500162132161414,-0.05122259983892191,0.49879361337721945,-0.004,-0.093,-0.097,0.524,-0.04,0.484,0.116,-0.009,0.107,0.059,0.262,-0.0292,4.508,2025-26
Liz Schepers,97,BOS,F,11,144.91666666666666,1,0,1,-1,0,1.0155570322800702,-0.4140310523289247,0.6384366483110802,-0.22585690628877897,-0.08241212546782858,0.3287671232876712,0.0,0.0,0.0,0.4204721467749572,0.008241212546782858,0.42871335932174004,-0.318,0.02,-0.298,0.383,0.09,0.473,0.085,0.02,0.105,0.043,0.262,-0.0292,4.508,2025-26
KlÃ¡ra HymlÃ¡rovÃ¡,190,MIN,F,15,180.54999999999998,1,1,1,0,4,1.1692420000000001,0.0,0.5281897556905913,-0.12567576211793086,0.01776901870301953,0.4791666666666667,0.0,0.0,0.0,0.3885600664635836,-0.001776901870301953,0.38678316459328166,-0.493,-0.005,-0.498,0.381,0.083,0.464,0.085,0.018,0.103,0.034,0.262,-0.0292,4.508,2025-26
Michelle Karvinen,252,VAN,F,15,249.05,3,2,1,-2,6,1.514967815531321,-0.4818309576390283,0.7066955036172815,0.12851264506245086,0.2719574258834012,0.5241173680431338,0.0,0.0,0.0,0.3649791966748816,-0.02719574258834012,0.3377834540865415,-0.777,-0.113,-0.89,0.427,0.008,0.435,0.095,0.002,0.097,0.023,0.262,-0.0292,4.508,2025-26
Emmy Fecteau,204,NY,F,4,40.86666666666667,0,0,0,-1,0,0.6269429041064681,-1.4681892332789561,1.4928485232995619,0.3389899348955032,0.4824347157164536,0.4663026716254589,0.0,0.0,0.0,0.9204708216897575,-0.04824347157164536,0.8722273501181121,0.251,-0.033,0.218,0.448,-0.013,0.435,0.099,-0.003,0.096,0.141,0.262,-0.0292,4.508,2025-26
KristÃ½na KaltounkovÃ¡,245,NY,F,2,44.11666666666667,2,0,0,2,0,0.850102,2.7200604457876842,4.497402855042738,3.341768057488204,3.4852128383091543,0.6428571428571429,0.0,0.0,0.0,1.156164412542501,-0.34852128383091546,0.8076431287115855,0.444,-0.256,0.188,0.657,-0.235,0.422,0.146,-0.052,0.094,0.128,0.262,-0.0292,4.508,2025-26
Rory Guilday,242,OTT,D,3,66.66666666666666,1,0,2,-5,2,0.9843457559021256,-4.500000000000001,4.181948068414424,2.594530792577611,2.737975573398561,0.49572222805211874,0.0,0.0,0.0,0.8859111803119132,-0.2737975573398561,0.6121136229720571,0.371,-0.304,0.067,0.693,-0.272,0.421,0.154,-0.06,0.094,0.085,0.262,-0.0292,4.508,2025-26
Kali Flanagan,68,TOR,D,16,362.23333333333335,1,0,2,-9,0,1.6597535152208418,-1.4907518174289132,0.611286493409229,-0.41962110240196737,-0.276176321581017,0.49572222805211874,0.0,0.0,0.0,0.2749200632554997,0.0276176321581017,0.3025376954136014,-1.674,0.167,-1.507,0.078,0.343,0.421,0.017,0.076,0.093,0.015,0.262,-0.0292,4.508,2025-26
Jocelyne Larocque,71,OTT,D,4,91.01666666666667,0,0,1,-2,0,1.085978380987113,-1.318439846182018,3.3775880411085804,1.9450235159770082,2.0884682967979584,0.49572222805211874,0.0,0.0,0.0,0.7158985847928232,-0.20884682967979584,0.5070517551130274,0.248,-0.317,-0.069,0.689,-0.273,0.416,0.153,-0.061,0.092,0.061,0.262,-0.0292,4.508,2025-26
Gabby Rosenthal,227,VAN,F,16,255.35,1,0,1,0,10,1.4319874022915828,0.0,0.6702075787241841,-0.04724234942722383,0.09620243139372656,0.3870967741935484,0.0,0.0,0.0,0.3364763819756999,-0.009620243139372656,0.32685613883632725,-0.918,-0.041,-0.959,0.317,0.083,0.4,0.07,0.018,0.088,0.021,0.262,-0.0292,4.508,2025-26
Maggie Flaherty,79,MTL,D,12,215.56666666666666,2,0,2,2,12,1.1108941834665529,0.5566723364775013,0.5885354206989695,-0.47359725515500517,-0.3301524743340548,0.49572222805211874,0.0,0.0,0.0,0.30920203034479593,0.03301524743340548,0.34221727777820143,-0.873,0.119,-0.754,0.17,0.224,0.394,0.038,0.05,0.088,0.024,0.262,-0.0292,4.508,2025-26
Alexandra Labelle,39,MTL,F,13,135.26666666666668,0,0,1,0,2,0.8665730467253431,0.0,0.562190151437637,-0.2914482695334587,-0.14800348871250832,0.3103448275862069,0.0,0.0,0.0,0.38438429869532215,0.014800348871250833,0.39918464756657296,-0.378,0.033,-0.345,0.276,0.099,0.375,0.061,0.022,0.083,0.037,0.262,-0.0292,4.508,2025-26
Emmy Fecteau,204,NY,F,11,67.46666666666667,0,1,0,1,6,0.6269429041064681,0.8893280632411067,0.9042649652002286,0.08095871691646916,0.22440349773741955,0.4663026716254589,0.0,0.0,0.0,0.5575579186717602,-0.022440349773741958,0.5351175688980182,0.006,-0.025,-0.019,0.332,0.008,0.34,0.074,0.002,0.076,0.068,0.262,-0.0292,4.508,2025-26
Maja Nylen Persson,229,NY,D,15,316.26666666666665,1,0,3,0,14,1.4320134092385552,0.0,0.6581235487863802,-0.3698256294229346,-0.22638084860198424,0.49572222805211874,0.0,0.0,0.0,0.27167202114559436,0.022638084860198426,0.29431010600579277,-1.479,0.119,-1.36,0.051,0.273,0.324,0.011,0.061,0.072,0.014,0.262,-0.0292,4.508,2025-26
Kiara Zanon,317,TOR,F,16,206.46666666666667,1,0,1,-5,0,1.1671235444679928,-1.4530190506942202,0.6148231827555606,0.02590694060175558,0.16935172142270596,0.49572222805211874,0.0,0.0,0.0,0.3391705489251513,-0.016935172142270596,0.3222353767828807,-0.733,-0.058,-0.791,0.266,0.042,0.308,0.059,0.009,0.068,0.02,0.262,-0.0292,4.508,2025-26
Jaime Bourbonnais,87,NY,D,9,178.58333333333331,1,0,4,2,4,1.001335072616275,0.6719552029864677,1.0094046476364775,-0.07752460713347209,0.0659201736874783,0.49572222805211874,0.0,0.0,0.0,0.33642615598866926,-0.0065920173687478295,0.32983413861992145,-0.642,-0.02,-0.662,0.222,0.067,0.289,0.049,0.015,0.064,0.022,0.262,-0.0292,4.508,2025-26
Cayla Barnes,196,SEA,D,14,333.41666666666663,0,1,1,-3,6,1.4750996011479163,-0.5398650337415647,0.7097265699558052,-0.31255682394487605,-0.16911204312392566,0.49572222805211874,0.0,0.0,0.0,0.2654515653152961,0.016911204312392566,0.2823627696276887,-1.594,0.094,-1.5,0.019,0.256,0.275,0.004,0.057,0.061,0.011,0.262,-0.0292,4.508,2025-26
Brooke Becker,264,MIN,D,4,43.016666666666666,0,0,1,1,4,0.5228465571858835,1.3948082138705928,2.4591175959723164,1.014373358116483,1.1578181389374336,0.49572222805211874,0.0,0.0,0.0,0.7292706725568309,-0.11578181389374337,0.6134888586630876,0.127,-0.083,0.044,0.335,-0.062,0.273,0.074,-0.014,0.06,0.084,0.262,-0.0292,4.508,2025-26
Izzy Daniel,209,VAN,F,16,200.1,4,2,0,-2,6,1.1151977162371645,-0.5997001499250375,0.6692061787552795,0.11888298041374445,0.2623277612346948,0.5241173680431338,0.0,0.0,0.0,0.33439211881174347,-0.026232776123469484,0.308159342688274,-0.727,-0.087,-0.814,0.241,0.01,0.251,0.053,0.002,0.055,0.016,0.262,-0.0292,4.508,2025-26
Micah Zandee-Hart,47,NY,D,16,290.41666666666663,0,2,1,1,29,1.2320511356914239,0.20659971305595412,0.6188130452611179,-0.4290090505096614,-0.28556426968871107,0.4663026716254589,0.0,0.0,0.0,0.2545414111041106,0.028556426968871108,0.2830978380729817,-1.441,0.138,-1.303,-0.036,0.28,0.244,-0.008,0.062,0.054,0.011,0.262,-0.0292,4.508,2025-26
