name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,xGA60,xGA60_resid,d_adj_xGA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Jenn Gardiner,198,VAN,F,2,32.75,0,0,0,-2,0,2.653218042311261,-3.66412213740458,5.999673803461138,1.3265054104057317,1.4699501912266821,0.5241173680431338,0.0,0.0,0.0,4.860857482096967,-0.1469950191226682,4.713862462974299,2.352,-0.08,2.272,2.51,-0.064,2.446,0.557,-0.014,0.543,0.995,0.262,-0.0292,4.508,2025-26
Brianne Jenner,58,OTT,F,15,285.68333333333334,8,6,1,5,6,3.5143483488709597,1.0501137623242518,0.8596160337840083,-0.10902615226044177,0.03441862856050862,0.4821428571428571,0.0,0.0,0.0,0.7380931133501811,-0.003441862856050862,0.7346512504941303,0.885,-0.016,0.869,2.267,0.123,2.39,0.503,0.027,0.53,0.111,0.262,-0.0292,4.508,2025-26
Rebecca Leslie,72,OTT,F,10,177.83333333333331,3,2,2,0,0,3.1344441794697624,0.0,1.3352949738098034,0.10826379849916856,0.2517085793201189,0.5091584771817329,0.0,0.0,0.0,1.0575444279373145,-0.025170857932011893,1.0323735700053027,1.498,-0.075,1.423,2.358,0.012,2.37,0.523,0.003,0.526,0.177,0.262,-0.0292,4.508,2025-26
Britta Curl-Salemme,189,MIN,F,3,51.5,2,0,0,-1,2,2.555783112648818,-1.1650485436893203,2.7990009000798572,-0.13311873032965504,0.010326050491295341,0.5454545454545454,0.0,0.0,0.0,2.977611393377264,-0.0010326050491295342,2.9765787883281347,2.082,-0.001,2.081,2.331,0.024,2.355,0.517,0.005,0.522,0.608,0.262,-0.0292,4.508,2025-26
Shiann Darkangelo,4,MTL,F,15,224.63333333333333,3,1,0,1,2,3.054936018992889,0.26710194390859177,0.47186371942543387,-0.5235764015787379,-0.3801316207577875,0.51875,0.0,0.0,0.0,0.8159793491893754,0.038013162075778754,0.8539925112651542,0.987,0.142,1.129,2.074,0.252,2.326,0.46,0.056,0.516,0.138,0.262,-0.0292,4.508,2025-26
Dominique Petrie,195,MIN,F,10,145.95,2,0,1,-3,8,2.673968313718147,-1.2332990750256938,0.6845706026005257,-0.7011312503682371,-0.5576864695472867,0.4090909090909091,0.0,0.0,0.0,1.0992675493188682,0.055768646954728676,1.1550361962735969,1.331,0.136,1.467,2.037,0.207,2.244,0.452,0.046,0.498,0.205,0.262,-0.0292,4.508,2025-26
Abby Hustler,247,MIN,F,3,52.93333333333332,0,1,0,2,2,2.4036195802762834,2.2670025188916885,2.554782041537369,-0.172428712580182,-0.028983931759231613,0.5242021329662908,0.0,0.0,0.0,2.7245058214718583,0.0028983931759231614,2.7274042146477813,1.916,0.003,1.919,2.172,0.028,2.2,0.482,0.006,0.488,0.553,0.262,-0.0292,4.508,2025-26
Taylor Girard,9,NY,F,6,87.61666666666667,1,1,0,1,0,2.3784559523873834,0.6848012174243865,1.4571643373790044,-0.3063586990115805,-0.16291391819063014,0.49572222805211874,0.0,0.0,0.0,1.6287695317851587,0.016291391819063014,1.6450609236042217,1.572,0.024,1.596,1.996,0.066,2.062,0.443,0.015,0.458,0.314,0.262,-0.0292,4.508,2025-26
Maddi Wheeler,285,NY,F,5,68.95,0,2,1,5,4,2.3408394139332707,4.350978970268311,2.1241437915757415,-0.006039443504082254,0.13740533731686813,0.5,0.0,0.0,0.0,2.0369886125597714,-0.013740533731686815,2.0232480788280847,1.706,-0.016,1.69,2.04,0.018,2.058,0.453,0.004,0.457,0.398,0.262,-0.0292,4.508,2025-26
Taylor Girard,9,NY,F,7,91.83333333333334,4,0,0,2,30,2.3784559523873834,1.306715063520871,1.3902564286027996,-0.30514790237000367,-0.16170312154905328,0.49572222805211874,0.0,0.0,0.0,1.5539821104527367,0.016170312154905327,1.570152422607642,1.533,0.025,1.558,1.977,0.069,2.046,0.439,0.015,0.454,0.297,0.262,-0.0292,4.508,2025-26
