Season,name,player_id,team,position,GP,toi_min,oWAR,box_dWAR,xga_dWAR,dWAR,WAR
2025-26,Sarah Fillier,205,NY,C,15,301.21666666666664,0.516,-0.073,0.023,0.023,0.539
2025-26,Daryl Watts,63,TOR,LW,15,268.4666666666667,0.523,0.232,-0.0,0.0,0.523
2025-26,Hilary Knight,13,SEA,RW,14,285.1,0.387,0.179,0.13,0.13,0.517
2025-26,Julia Gosling,210,SEA,LW,14,254.21666666666664,0.494,0.267,0.003,0.003,0.497
2025-26,Brianne Jenner,58,OTT,C,15,285.68333333333334,0.469,0.476,0.023,0.023,0.492
2025-26,Marie-Philip Poulin,31,MTL,C,15,300.95,0.451,0.186,0.038,0.038,0.489
2025-26,Sophie Jaques,11,VAN,RD,16,365.2833333333333,0.397,0.201,0.08,0.08,0.47700000000000004
2025-26,Kelly Pannek,23,MIN,C,15,256.8666666666667,0.359,0.498,0.112,0.112,0.471
2025-26,Rebecca Leslie,72,OTT,LW,16,294.59999999999997,0.44899999999999995,0.37,0.022,0.022,0.471
2025-26,Grace Zumwinkle,25,MIN,RW,15,248.1833333333333,0.448,-0.374,0.014,0.014,0.462
2025-26,Maureen Murphy,98,MTL,RW,15,238.4833333333333,0.403,0.047,0.02,0.02,0.42300000000000004
2025-26,Jesse Compher,65,TOR,RW,16,267.31666666666666,0.372,-0.03900000000000001,0.043,0.043,0.415
2025-26,Hannah Bilka,181,SEA,LW,14,251.2,0.405,-0.195,0.007,0.007,0.41200000000000003
2025-26,Alex Carpenter,34,SEA,C,14,284.93333333333334,0.406,0.02,0.005,0.005,0.41100000000000003
2025-26,Abby Boreen,114,VAN,RW,16,277.21666666666664,0.385,0.072,0.025,0.025,0.41000000000000003
2025-26,Kristin O'Neill,30,NY,C,16,282.0,0.33,-0.133,0.061,0.061,0.391
2025-26,Taylor Heise,21,MIN,C,15,255.85,0.331,0.512,0.041,0.041,0.372
2025-26,Shiann Darkangelo,4,MTL,C,15,224.63333333333333,0.373,0.031,-0.005,-0.005,0.368
2025-26,Taylor Girard,9,NY,LW,13,179.45000000000002,0.33699999999999997,0.201,0.008,0.008,0.345
2025-26,Sarah Wozniewicz,241,OTT,RW,16,255.5333333333333,0.304,0.485,0.02,0.02,0.324
2025-26,Dominique Petrie,195,MIN,C,10,145.95,0.327,-0.317,-0.007,-0.007,0.32
2025-26,Britta Curl-Salemme,189,MIN,RW,15,266.8333333333333,0.316,0.538,-0.002,-0.002,0.314
2025-26,Ella Huber,243,BOS,LW,14,199.65000000000003,0.305,-0.164,-0.0,-0.0,0.305
2025-26,Anne Cherkowski,249,NY,RW,14,258.93333333333334,0.272,-0.218,0.028,0.028,0.30000000000000004
2025-26,Jessie Eldridge,36,SEA,RW,14,234.6833333333333,0.283,0.118,0.008,0.008,0.291
2025-26,Emily Clark,53,OTT,LW,13,228.16666666666663,0.268,-0.074,0.018,0.018,0.28600000000000003
2025-26,Casey O'Brien,280,NY,C,16,317.7833333333333,0.247,-0.059,0.028,0.028,0.275
2025-26,Susanna Tapani,78,BOS,C,14,271.0,0.227,0.275,0.04,0.04,0.267
2025-26,Blayre Turnbull,76,TOR,C,16,288.7,0.243,0.212,0.013,0.013,0.256
2025-26,Fanuza Kadirova,240,OTT,LW,14,194.36666666666667,0.22999999999999998,0.081,0.019,0.019,0.24899999999999997
2025-26,Megan Keller,12,BOS,LD,14,375.75,0.161,0.119,0.084,0.084,0.245
2025-26,Maggie Connors,66,TOR,LW,14,187.23333333333332,0.224,0.065,0.019,0.019,0.243
2025-26,Hayley Scamurra,61,MTL,C,12,172.1,0.241,0.048,-0.0,0.0,0.241
2025-26,Abby Roque,42,MTL,LW,14,285.0333333333333,0.245,0.138,-0.008,-0.008,0.237
2025-26,Sarah Nurse,75,VAN,C,5,104.3,0.184,0.418,0.052,0.052,0.236
2025-26,Ronja Savolainen,223,OTT,RD,15,331.81666666666666,0.227,0.138,0.008,0.008,0.23500000000000001
2025-26,Michelle Karvinen,252,VAN,LW,15,249.05,0.23,0.117,0.0,0.0,0.23
2025-26,Jenn Gardiner,198,VAN,LW,14,251.61666666666667,0.228,0.06,0.0,0.0,0.228
2025-26,Katy Knoll,191,MIN,RW,15,207.01666666666668,0.227,0.043,-0.001,-0.001,0.226
2025-26,Olivia Mobley,256,BOS,RW,10,126.2,0.223,0.003,0.002,0.002,0.225
2025-26,Emma Maltais,73,TOR,C,16,304.6166666666666,0.187,0.397,0.035,0.035,0.222
2025-26,Alina Müller,15,BOS,C,12,242.85,0.191,0.324,0.028,0.028,0.219
2025-26,Abby Hustler,247,MIN,LW,15,246.46666666666664,0.218,0.39,-0.004,-0.004,0.214
2025-26,Jill Saulnier,149,BOS,LW,12,149.41666666666666,0.2,0.079,0.003,0.003,0.203
2025-26,Maddi Wheeler,285,NY,RW,16,234.41666666666669,0.182,0.51,0.02,0.02,0.20199999999999999
2025-26,Mikyla Grant-Mentis,138,SEA,C,14,206.63333333333333,0.157,-0.095,0.04,0.04,0.197
2025-26,Abby Newhook,259,BOS,RW,13,163.83333333333334,0.184,0.33,0.006,0.006,0.19
2025-26,Hannah Miller,89,VAN,C,16,299.1,0.147,-0.077,0.038,0.038,0.185
2025-26,Denisa Křížová,104,MIN,LW,15,204.35,0.15,-0.33,0.034,0.034,0.184
2025-26,Haley Winn,246,BOS,RD,14,391.8833333333333,0.189,0.045,-0.016,-0.016,0.173
2025-26,Paetyn Levis,40,NY,RW,16,271.56666666666666,0.143,0.42000000000000004,0.025,0.025,0.16799999999999998
2025-26,Jessica DiGirolamo,5,MTL,LD,15,272.5333333333333,0.039,0.212,0.126,0.126,0.165
2025-26,Shay Maloney,183,BOS,RW,14,219.51666666666665,0.151,0.184,0.005,0.005,0.156
2025-26,Natálie Mlýnková,274,MTL,LW,11,164.21666666666667,0.149,0.128,-0.006,-0.006,0.143
2025-26,Izzy Daniel,209,VAN,RW,16,200.1,0.14,0.081,0.002,0.002,0.14200000000000002
2025-26,Jamie Lee Rattray,16,BOS,LW,14,213.5333333333333,0.119,-0.025999999999999995,0.023,0.023,0.142
2025-26,Tereza Vanišová,161,VAN,RW,16,271.55,0.13999999999999999,0.645,0.002,0.002,0.142
2025-26,Skylar Irving,272,MTL,RW,12,96.23333333333332,0.146,0.111,-0.004,-0.004,0.142
2025-26,Gabbie Hughes,57,OTT,C,14,216.7,0.121,-0.169,0.014,0.014,0.135
2025-26,Danielle Serdachny,224,SEA,C,14,240.7333333333333,0.126,0.462,0.008,0.008,0.134
2025-26,Hannah Brandt,1,BOS,C,13,151.85,0.036,0.067,0.095,0.095,0.131
2025-26,Michela Cava,115,VAN,RW,13,188.85,0.079,0.116,0.049,0.049,0.128
2025-26,Peyton Hemp,286,OTT,RW,16,205.11666666666667,0.111,0.241,0.016,0.016,0.127
2025-26,Kali Flanagan,68,TOR,RD,16,362.23333333333335,0.08,0.014,0.043,0.043,0.123
2025-26,Mannon McMahon,220,OTT,RW,11,155.51666666666665,0.102,0.013,0.016,0.016,0.118
2025-26,Peyton Anderson,263,MIN,LW,13,111.36666666666666,0.114,-0.132,-0.003,-0.003,0.111
2025-26,Maggie Flaherty,79,MTL,LD,15,278.59999999999997,0.033,0.242,0.077,0.077,0.11
2025-26,Savannah Norcross,147,NY,RW,15,58.43333333333334,0.104,0.068,0.004,0.004,0.108
2025-26,Liz Schepers,97,BOS,C,11,144.91666666666666,0.066,0.017,0.039,0.039,0.10500000000000001
2025-26,Kiara Zanon,317,TOR,LW,16,206.46666666666667,0.094,0.0,0.005,0.005,0.099
2025-26,Theresa Schafzahl,17,BOS,LW,11,167.56666666666666,0.064,0.321,0.032,0.032,0.096
2025-26,Claire Dalton,26,TOR,RW,15,208.4,0.067,0.322,0.029,0.029,0.096
2025-26,Sara Hjalmarsson,313,TOR,LW,13,145.63333333333333,0.083,-0.153,0.012,0.012,0.095
2025-26,Lexie Adzija,49,SEA,RW,11,164.03333333333333,0.089,0.21,0.003,0.003,0.092
2025-26,Renata Fast,67,TOR,RD,12,288.21666666666664,-0.002,0.297,0.083,0.083,0.081
2025-26,Erin Ambrose,83,MTL,RD,14,289.2833333333333,0.023,0.286,0.051,0.051,0.074
2025-26,Emma Gentry,244,TOR,C,13,147.05,0.065,-0.026,0.008,0.008,0.07300000000000001
2025-26,Claire Thompson,169,VAN,LD,14,304.54999999999995,0.089,0.315,-0.016,-0.016,0.073
2025-26,Anna Shokhina,239,OTT,LW,9,107.23333333333332,0.055,-0.085,0.016,0.016,0.07100000000000001
2025-26,Catherine Dubois,157,MTL,LW,11,97.1,0.067,-0.05,0.001,0.001,0.068
2025-26,Emmy Fecteau,204,NY,LW,11,67.46666666666667,0.057,0.085,0.011,0.011,0.068
2025-26,Kayla Vespa,45,NY,C,16,113.33333333333331,0.054,0.172,0.013,0.013,0.067
2025-26,Klára Hymlárová,190,MIN,C,15,180.55,0.066,-0.087,0.0,0.0,0.066
2025-26,Anna Meixner,221,OTT,LW,10,125.43333333333332,0.049,-0.065,0.017,0.017,0.066
2025-26,Kati Tabin,84,MTL,RD,15,319.1333333333333,0.044,0.407,0.021,0.021,0.065
2025-26,Kaitlin Willoughby,128,MTL,RW,15,146.11666666666667,0.047,0.042,0.014,0.014,0.061
2025-26,Natalie Snodgrass,142,SEA,LW,11,159.43333333333334,0.055,-0.026,0.005,0.005,0.06
2025-26,Ella Shelton,44,TOR,LD,14,353.68333333333334,0.06,0.273,-0.003,-0.003,0.056999999999999995
2025-26,Maja Nylen Persson,229,NY,RD,15,316.26666666666665,0.042,0.148,0.014,0.014,0.056
2025-26,Kendall Cooper,236,MIN,RD,15,335.7333333333333,0.072,0.42700000000000005,-0.016,-0.016,0.055999999999999994
2025-26,Kateřina Mrázová,88,OTT,C,16,277.75,0.03,-0.086,0.024,0.024,0.054
2025-26,Cayla Barnes,196,SEA,RD,14,333.41666666666663,0.056,0.133,-0.007,-0.007,0.049
2025-26,Gabby Rosenthal,227,VAN,C,16,255.35,0.046,0.289,0.002,0.002,0.048
2025-26,Alexa Vasko,101,OTT,C,16,168.18333333333334,0.016,0.0,0.031,0.031,0.047
2025-26,Brooke McQuigge,192,VAN,LW,13,128.81666666666666,0.05,-0.161,-0.004,-0.004,0.046
2025-26,Mae Batherson,188,MIN,LD,15,296.05,0.059,0.268,-0.014,-0.014,0.045
2025-26,Savannah Harmon,56,TOR,RD,16,368.3833333333333,0.048,-0.062,-0.004,-0.004,0.044
2025-26,Jaime Bourbonnais,87,NY,RD,14,287.8166666666666,0.036,0.255,0.005,0.005,0.040999999999999995
2025-26,Elle Hartje,206,NY,C,12,164.28333333333333,0.019,0.089,0.021,0.021,0.04
2025-26,Anna Segedi,248,VAN,C,12,144.81666666666666,0.032,-0.078,0.004,0.004,0.036000000000000004
2025-26,Lee Stecklein,24,MIN,LD,13,314.4833333333333,-0.042,0.478,0.078,0.078,0.036
2025-26,Emma Woods,86,TOR,RW,16,135.86666666666667,0.024,0.026,0.006,0.006,0.03
2025-26,Alexandra Labelle,39,MTL,C,13,135.26666666666668,0.033,0.029,-0.004,-0.004,0.029
2025-26,Micah Zandee-Hart,47,NY,LD,16,290.41666666666663,0.014,0.202,0.015,0.015,0.028999999999999998
2025-26,Sophie Shirley,18,BOS,RW,12,130.7,0.026,-0.067,0.001,0.001,0.027
2025-26,Emily Brown,2,SEA,RD,14,266.5833333333333,-0.098,0.352,0.119,0.119,0.02099999999999999
2025-26,Brooke Bryant,91,SEA,RW,14,101.75,0.015,0.043,0.002,0.002,0.017
2025-26,Taylor House,217,OTT,LW,7,59.88333333333333,0.014,-0.003,0.001,0.001,0.015
2025-26,Dara Greig,199,MTL,LW,15,177.18333333333334,0.012,0.285,0.002,0.002,0.014
2025-26,Stephanie Markowski,219,OTT,LD,16,270.81666666666666,0.0,0.496,0.01,0.01,0.01
2025-26,Marah Wagner,295,SEA,LW,10,85.61666666666666,0.011,0.027,-0.001,-0.001,0.009999999999999998
2025-26,Claire Butorac,102,MIN,RW,14,134.56666666666666,-0.01,-0.097,0.019,0.019,0.009
2025-26,Clara Van Wieren,316,TOR,C,16,174.1,-0.012,0.155,0.01,0.01,-0.002
2025-26,Sidney Morin,167,MIN,LD,15,319.5,-0.021,-0.211,0.019,0.019,-0.0020000000000000018
2025-26,Anna Kjellbin,200,TOR,RD,15,176.65,0.001,0.503,-0.004,-0.004,-0.003
2025-26,Laura Kluge,212,BOS,LW,12,114.8,-0.004,-0.007,0.001,0.001,-0.003
2025-26,Rory Guilday,242,OTT,RD,16,336.35,-0.018999999999999996,0.262,0.012,0.012,-0.006999999999999996
2025-26,Kathryn Reilly,289,OTT,RD,11,134.35,-0.022,0.072,0.015,0.015,-0.006999999999999999
2025-26,Nicole Gosling,253,MTL,LD,15,311.15,0.008,0.181,-0.016,-0.016,-0.008
2025-26,Zoe Boyd,52,BOS,LD,12,207.5,0.0,0.2,-0.01,-0.01,-0.01
2025-26,Daniela Pejšová,185,BOS,LD,12,151.75,-0.006,0.06,-0.004,-0.004,-0.01
2025-26,Jincy Roese,60,NY,LD,14,238.53333333333333,-0.03,0.367,0.018,0.018,-0.012
2025-26,Jessica Kondas,132,TOR,LD,5,55.35,-0.006,0.144,-0.009,-0.009,-0.015
2025-26,Anna Wilgren,203,SEA,LD,12,258.65,-0.011,0.136,-0.005,-0.005,-0.016
2025-26,Allyson Simpson,230,NY,RD,15,273.8,-0.033,0.325,0.017,0.017,-0.016
2025-26,Riley Brengman,255,BOS,RD,13,248.9833333333333,-0.016,0.16,-0.001,-0.001,-0.017
2025-26,Brooke Becker,264,MIN,RD,10,139.56666666666666,-0.009,-0.183,-0.012,-0.012,-0.020999999999999998
2025-26,Rylind MacKinnon,232,BOS,LD,10,89.31666666666666,-0.023,0.28,-0.0,0.0,-0.023
2025-26,Lyndie Lobdell,294,SEA,RD,10,127.11666666666667,-0.024,0.01,0.001,0.001,-0.023
2025-26,Darcie Lappan,306,VAN,C,12,100.46666666666668,-0.024,0.124,0.001,0.001,-0.023
2025-26,Megan Carter,208,SEA,LD,14,246.26666666666665,-0.018,0.186,-0.006,-0.006,-0.024
2025-26,Lauren Bernard,207,NY,LD,16,219.75,-0.034999999999999996,0.118,0.01,0.01,-0.024999999999999994
2025-26,Katie Chan,301,VAN,RW,8,71.1,-0.027,-0.03,0.0,0.0,-0.027
2025-26,Jocelyne Larocque,71,OTT,LD,16,370.23333333333335,-0.094,0.513,0.066,0.066,-0.027999999999999997
2025-26,Allie Munroe,74,TOR,LD,10,162.25,-0.058,0.276,0.025,0.025,-0.033
2025-26,Hadley Hartmetz,182,BOS,RD,11,129.21666666666667,-0.026,0.176,-0.008,-0.008,-0.034
2025-26,Aneta Tejralová,62,SEA,RD,6,89.11666666666667,-0.031,0.275,-0.012,-0.012,-0.043
2025-26,Samantha Isbell,108,OTT,RD,7,92.63333333333334,-0.041,-0.082,-0.002,-0.002,-0.043000000000000003
2025-26,Jenna Buglioni,237,SEA,C,9,65.88333333333333,-0.047,0.081,0.003,0.003,-0.044
2025-26,Natalie Buchbinder,90,MIN,RD,15,255.3333333333333,-0.132,0.58,0.077,0.077,-0.05500000000000001
2025-26,Ashton Bell,50,VAN,RD,15,310.1166666666667,-0.042,0.113,-0.014,-0.014,-0.056
2025-26,Amanda Boulier,51,MTL,RD,15,240.8,-0.065,-0.042,0.004,0.004,-0.061
2025-26,Brooke Hobson,38,OTT,LD,16,256.0,-0.076,0.08,0.014,0.014,-0.062
2025-26,Sydney Bard,180,VAN,LD,16,231.06666666666666,-0.059,0.15000000000000002,-0.009,-0.009,-0.06799999999999999
2025-26,Mariah Keopple,99,SEA,LD,13,201.1,-0.086,0.171,0.014,0.014,-0.072
2025-26,Madison Samoskevich,310,VAN,LD,13,134.23333333333335,-0.07200000000000001,0.166,-0.004,-0.004,-0.07600000000000001
2025-26,Mellissa Channell-Watkins,129,VAN,LD,16,305.31666666666666,-0.11,0.038,0.031,0.031,-0.079
