name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,FA60,FA60_resid,d_adj_FA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Julia Gosling,210,SEA,F,14,254.21666666666664,6,4,2,2,8,3.4604429431490713,0.4720382875499902,0.6452269414236153,-0.4469595916227488,-0.27666020887166354,0.4488275570097946,0.0,-0.32113314773578705,-0.012845325909431483,0.816730780524268,0.37447896651089746,1.1912097470351655,1.042,1.587,2.629,2.388,3.524,5.912,0.53,0.782,1.312,0.31,0.2532,-0.4572,4.508,2025-26
Maureen Murphy,98,MTL,F,15,238.48333333333332,3,0,1,1,0,3.2675804126591546,0.25158990844922774,0.5679457258671916,-0.48304648806745343,-0.3127471053163682,0.5111888264445568,0.7547697253476833,0.22414113175867828,0.008965645270347131,0.8220902568714066,0.4468115927132626,1.2689018495846691,0.999,1.776,2.775,2.261,3.593,5.854,0.502,0.797,1.299,0.327,0.2532,-0.4572,4.508,2025-26
Emily Clark,53,OTT,F,13,228.16666666666666,1,0,0,-4,2,3.7334151775638253,-1.051862673484295,0.8040750181821765,-0.40589939549610676,-0.23560001274502151,0.5091584771817329,0.0,-0.01110739199268318,-0.0004442956797073272,0.9817600174747825,0.32939572216332275,1.3111557396381053,1.563,1.253,2.816,2.771,2.991,5.762,0.615,0.663,1.278,0.336,0.2532,-0.4572,4.508,2025-26
Ronja Savolainen,223,OTT,D,15,331.81666666666666,3,1,1,-2,2,2.2657047799329124,-0.36164548696569393,0.715788029687616,-0.4673408120358873,-0.29704142928480204,0.49572222805211874,0.0,-1.0344740364144527,-0.04137896145657811,0.4096909542296692,0.37447903954214473,0.784169993771814,-0.89,2.071,1.181,0.865,4.6,5.465,0.192,1.02,1.212,0.219,0.2532,-0.4572,4.508,2025-26
Jesse Compher,65,TOR,F,11,193.98333333333335,3,2,0,-1,6,3.4446238320490554,-0.3093049231033594,0.8240564780867449,-0.40872212966823274,-0.2384227469171475,0.5892857142857143,1.2372196924134375,1.1664638536770693,0.046658554147082774,1.065439109491932,0.3804503998310892,1.4458895093230213,1.599,1.23,2.829,2.626,2.708,5.334,0.583,0.601,1.184,0.366,0.2532,-0.4572,4.508,2025-26
Dominique Petrie,195,MIN,F,10,145.95,2,0,1,-3,8,2.714921591104643,-1.2332990750256938,0.6130489468142668,-0.8040007992985361,-0.6337014165474508,0.4090909090909091,0.0,-0.36539969799138305,-0.014615987919655323,1.116103429025547,0.8725659952467757,1.9886694242723226,1.327,2.123,3.45,2.099,3.235,5.334,0.466,0.718,1.184,0.487,0.2532,-0.4572,4.508,2025-26
Shiann Darkangelo,4,MTL,F,15,224.63333333333333,3,1,0,1,2,3.0652440949821402,0.26710194390859177,0.5821335596001813,-0.45991174074798113,-0.2896123579968959,0.51875,0.0,-0.5306285935890049,-0.021225143743560198,0.8187326563240618,0.384232157452094,1.2029648137761557,0.929,1.439,2.368,2.117,3.15,5.267,0.47,0.699,1.169,0.312,0.2532,-0.4572,4.508,2025-26
Ella Huber,243,BOS,F,9,129.95000000000002,1,1,1,-2,4,2.9961236311388966,-0.9234320892651018,0.8410248326231443,-0.7799948693924678,-0.6096954866413825,0.4890567507619902,0.0,-0.268537275727728,-0.01074149102910912,1.3833583521995672,0.8428321902688263,2.2261905424683937,1.76,1.825,3.585,2.448,2.816,5.264,0.543,0.625,1.168,0.539,0.2532,-0.4572,4.508,2025-26
Brianne Jenner,58,OTT,F,15,285.68333333333334,8,6,1,5,6,3.4896077941095767,1.0501137623242518,0.705029659014887,-0.27964767273931,-0.10934828998822477,0.4821428571428571,0.0,-0.01110739199268318,-0.0004442956797073272,0.7328970339416881,0.15264331030380734,0.8855403442454954,0.772,0.727,1.499,2.284,2.904,5.188,0.507,0.644,1.151,0.242,0.2532,-0.4572,4.508,2025-26
Kali Flanagan,68,TOR,D,16,362.23333333333335,1,0,2,-9,0,1.5798983539383982,-1.4907518174289132,0.5945196189100674,-0.44265116279962724,-0.272351780048542,0.49572222805211874,0.828195454127174,-0.2659270290309637,-0.010637081161238548,0.26169292694295726,0.3706554109067202,0.6323483378496775,-1.866,2.238,0.372,0.051,4.998,5.049,0.011,1.109,1.12,0.186,0.2532,-0.4572,4.508,2025-26
Ella Shelton,44,TOR,D,14,353.68333333333334,1,0,2,-4,6,1.9181915755243968,-0.6785731115404552,0.6791155367781785,-0.4306035811239515,-0.2603041983728662,0.4826928958693229,0.0,-1.0941224831581378,-0.04376489932632551,0.3254083064835695,0.3206609783956872,0.6460692848792566,-1.446,1.89,0.444,0.426,4.586,5.012,0.094,1.017,1.111,0.188,0.2532,-0.4572,4.508,2025-26
Kristin O'Neill,30,NY,F,16,282.0,4,1,0,-4,8,2.964915541011187,-0.851063829787234,0.6282667200512612,-0.2981698178878699,-0.12787043513678464,0.4252336448598131,0.851063829787234,1.1855596147667498,0.04742238459066999,0.6308330938321675,0.22644099378216848,0.8572740876143359,0.283,1.064,1.347,1.775,3.213,4.988,0.394,0.713,1.107,0.236,0.2532,-0.4572,4.508,2025-26
Ella Huber,243,BOS,F,5,69.7,0,0,0,-1,0,2.9961236311388966,-0.860832137733142,1.5680226255290908,-1.232315614708436,-1.0620162319573507,0.4890567507619902,0.0,-0.268537275727728,-0.01074149102910912,2.5791595103060803,1.476081233711182,4.055240744017262,2.333,1.715,4.048,2.702,2.246,4.948,0.599,0.498,1.097,0.944,0.2532,-0.4572,4.508,2025-26
Sarah Fillier,205,NY,F,9,186.31666666666666,0,4,4,0,2,3.3946037192503455,0.0,1.0280403703870982,-0.3648886218617027,-0.19458923911061743,0.4111111111111111,0.0,0.33449578497951565,0.013379831399180626,1.0931723221487828,0.28580476615404504,1.3789770883028278,1.622,0.888,2.51,2.608,2.307,4.915,0.579,0.512,1.091,0.351,0.2532,-0.4572,4.508,2025-26
Jesse Compher,65,TOR,F,5,73.33333333333333,1,0,0,-6,0,3.4446238320490554,-4.909090909090909,2.179816670102642,-0.7816900339886725,-0.6113906512375873,0.5892857142857143,3.272727272727273,3.201971433990905,0.1280788573596362,2.8183285898583184,0.9840257690922584,3.8023543589505766,2.747,1.203,3.95,3.135,1.762,4.897,0.695,0.391,1.086,0.889,0.2532,-0.4572,4.508,2025-26
Emily Clark,53,OTT,F,3,47.666666666666664,1,1,1,-1,0,3.7334151775638253,-1.2587412587412588,3.848876573046852,-1.0274984852390223,-0.8571991024879371,0.5091584771817329,0.0,-0.01110739199268318,-0.0004442956797073272,4.69940372001041,1.1996344478034044,5.899038167813814,3.28,0.953,4.233,3.532,1.316,4.848,0.783,0.292,1.075,1.353,0.2532,-0.4572,4.508,2025-26
Anne Cherkowski,249,NY,F,14,258.93333333333334,2,3,1,-5,2,2.9488806304449664,-1.1585993820803295,0.616400522911699,-0.309256311215358,-0.13895692846427277,0.49572222805211874,0.0,0.33449578497951565,0.013379831399180626,0.6833142552524382,0.2079195312491625,0.8912337865016007,0.486,0.897,1.383,1.856,2.871,4.727,0.412,0.637,1.049,0.243,0.2532,-0.4572,4.508,2025-26
Taylor Heise,21,MIN,F,15,255.85,3,7,6,11,6,2.7460497004805036,2.5796365057650967,0.6019262468785824,-0.3310763523628616,-0.16077696961177634,0.4338235294117647,1.1725620480750438,0.8071623500836609,0.03228649400334643,0.643982732182256,0.2573742514598333,0.9013569836420893,0.312,1.097,1.409,1.666,3.047,4.713,0.37,0.676,1.046,0.245,0.2532,-0.4572,4.508,2025-26
