name,player_id,team,pos,gp,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,FA60,FA60_resid,d_adj_FA60,ozs_pct,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win,Season
Sarah Fillier,205,NY,F,28,568.3166666666666,12,10,7,9,35,9.79659089387318,0.9501744919205843,1.2785125300214366,-0.3907929219382593,-0.2408591018969044,0.6631578947368421,2.0059239273879,0.5683779692029677,0.022735118768118706,1.0342745305710856,0.3599378614237848,1.3942123919948703,3.967,3.409,7.376,6.76,8.051,14.811,1.339,1.595,2.934,0.31,0.3206,-0.4901,5.049,2024-25
Hilary Knight,13,BOS,F,28,625.1833333333333,15,7,4,-1,12,10.267360799009085,-0.09597184825784438,1.3050859651908475,-0.2337650323347138,-0.08383121229335888,0.7037037037037037,2.1113806616725763,0.5620825014215843,0.022483300056863373,0.9853775926110397,0.1398469972675658,1.1252245898786055,3.855,1.457,5.312,6.927,6.564,13.491,1.372,1.3,2.672,0.256,0.3206,-0.4901,5.049,2024-25
Sarah Nurse,75,TOR,F,21,407.0833333333333,6,5,3,-10,8,7.340686988273096,-1.473899692937564,1.2414829422741491,-0.5995885489721584,-0.4496547289308035,0.5897435897435898,2.6530194472876154,0.6313426324675177,0.025253705298700708,1.0819436297966487,0.6547703258018256,1.7367139555984743,3.165,4.442,7.607,5.166,7.768,12.934,1.023,1.539,2.562,0.378,0.3206,-0.4901,5.049,2024-25
Micah Zandee-Hart,47,NY,D,28,678.85,1,3,4,-3,16,4.0248600938850725,-0.2651543050747588,1.2683236323863505,-0.5255265188421516,-0.3755926988007967,0.4960107463222189,3.358621197613611,0.16029983312936313,0.006411993325174526,0.35573632707240826,0.5322417716462898,0.887978098718698,-2.938,6.022,3.084,0.398,11.567,11.965,0.079,2.291,2.37,0.209,0.3206,-0.4901,5.049,2024-25
Grace Zumwinkle,25,MIN,F,20,325.3666666666667,4,2,2,-6,0,6.749197956248837,-1.1064440118840282,1.694434148518739,-0.6527919655387382,-0.5028581454973833,0.4,1.6596660178260423,-0.09004627505177593,-0.003601851002071037,1.2446016106185744,0.7003995526942656,1.9450011633128401,3.412,3.798,7.21,5.011,6.456,11.467,0.992,1.279,2.271,0.419,0.3206,-0.4901,5.049,2024-25
Britta Curl-Salemme,189,MIN,F,26,433.93333333333334,10,2,2,3,22,7.330198486909498,0.4148102627131664,1.4034771251996472,-0.3564500067005776,-0.20651618665922267,0.5694444444444444,3.456752189276387,1.7070398963985687,0.06828159585594275,1.0135471866981944,0.35740425717885443,1.370951443877049,2.879,2.585,5.464,5.012,6.129,11.141,0.993,1.214,2.207,0.305,0.3206,-0.4901,5.049,2024-25
Michela Cava,115,MIN,F,28,458.6166666666667,8,8,2,11,10,7.384323136279501,1.4391103681360613,1.434889623922043,-0.3221379919219025,-0.1722041718805476,0.5147587522713617,1.3082821528509647,-0.4414301400268535,-0.01765720560107414,0.9660778170078934,0.22342863503169247,1.189506452039586,2.68,1.708,4.388,4.934,5.454,10.388,0.977,1.08,2.057,0.269,0.3206,-0.4901,5.049,2024-25
Kali Flanagan,68,TOR,D,29,642.5333333333333,3,3,1,-4,6,4.044086100774585,-0.3735214774849554,1.2995780908217975,-0.49243312153129004,-0.3424993014899351,0.5236565614794862,1.9609877567960157,-1.8214644643233977,-0.07285857857293591,0.3776382538594238,0.40664044351297324,0.784278697372397,-2.546,4.355,1.809,0.611,9.603,10.214,0.121,1.902,2.023,0.189,0.3206,-0.4901,5.049,2024-25
Brianne Jenner,58,OTT,F,28,495.51666666666665,8,5,3,-1,8,9.134907969418714,-0.1210857354276681,1.6127190749491473,-0.1356067920810975,0.014327027960257421,0.6891891891891891,0.3632572062830043,-1.4626739065490217,-0.05850695626196087,1.1061070495411314,-0.07856479540632126,1.02754225413481,4.052,-0.649,3.403,6.487,3.399,9.886,1.285,0.673,1.958,0.237,0.3206,-0.4901,5.049,2024-25
Ella Shelton,44,NY,D,22,539.0833333333334,8,4,3,-1,10,3.44663560740376,-0.11130004637501931,1.3287526103339222,-0.509052335535431,-0.35911851549407614,0.4960107463222189,3.8955016231256763,0.6971802586414283,0.027887210345657134,0.38361070294183136,0.5306531320373636,0.914263834979195,-2.083,4.768,2.685,0.566,9.171,9.737,0.112,1.816,1.928,0.215,0.3206,-0.4901,5.049,2024-25
Kelly Pannek,23,MIN,F,28,501.71666666666664,3,6,1,3,12,7.160456627871965,0.35876822908015815,1.4635623675501006,-0.2199028720981706,-0.0699690520568157,0.4391217564870259,2.2721987841743347,0.5224864912965166,0.020899459651860665,0.856314781262302,0.11885613253140262,0.9751709137937046,2.014,0.994,3.008,4.48,5.092,9.572,0.887,1.009,1.896,0.227,0.3206,-0.4901,5.049,2024-25
Jaime Bourbonnais,87,NY,D,28,650.9833333333333,2,3,2,-4,14,3.4314035730797383,-0.3686730331037661,1.2681195700242234,-0.4634910334133959,-0.313557213372041,0.4960107463222189,2.119869940346655,-1.0784514241375929,-0.04313805696550371,0.3162664907726019,0.39584204175535365,0.7121085325279555,-3.246,4.295,1.049,-0.047,9.612,9.565,-0.009,1.904,1.895,0.175,0.3206,-0.4901,5.049,2024-25
Claire Thompson,169,MIN,D,28,615.8333333333334,4,9,3,2,8,4.404068954381085,0.19485791610284167,1.4890447133368778,-0.39579805931018486,-0.24586423926882994,0.5147587522713617,2.6305818673883627,-0.8799058317887711,-0.035196233271550845,0.42908384941195954,0.309013701704811,0.7380975511167706,-1.913,3.172,1.259,1.113,8.202,9.315,0.22,1.624,1.844,0.18,0.3206,-0.4901,5.049,2024-25
Jessie Eldridge,36,NY,F,28,522.55,8,9,7,-1,16,6.972365614535746,-0.11482154817720794,1.3218908896699209,-0.19882987894477755,-0.048896058903422635,0.4960107463222189,1.492680126303703,0.05513416811877081,0.0022053667247508325,0.8005778143185242,0.07065984918954252,0.8712376635080666,1.612,0.615,2.227,4.18,4.884,9.064,0.828,0.967,1.795,0.206,0.3206,-0.4901,5.049,2024-25
Abby Roque,42,NY,F,28,616.5,6,5,5,-8,6,8.236072085802805,-0.7785888077858881,1.3148329553752887,-0.10113893987320255,0.048794880168152366,0.5768025078369906,0.875912408759124,-0.5616335494258083,-0.022465341977032333,0.8015641932654798,-0.09077817421244563,0.7107860190530342,1.913,-0.933,0.98,4.942,4.103,9.045,0.979,0.813,1.792,0.174,0.3206,-0.4901,5.049,2024-25
Taylor Heise,21,MIN,F,27,469.96666666666664,7,9,6,3,6,7.518509055096513,0.38300588694233634,1.4946756679431557,-0.16326738867934765,-0.013333568637992732,0.5826330532212886,1.6596921767501243,-0.09002011612769395,-0.003600804645107758,0.9598777430437424,0.015066191448082064,0.9749439344918245,2.698,0.118,2.816,5.007,3.957,8.964,0.992,0.784,1.776,0.227,0.3206,-0.4901,5.049,2024-25
Catherine Dubois,157,MTL,F,24,228.21666666666667,6,2,1,-1,27,4.893539283336629,-0.2629080552106916,1.5188208384935666,-0.789292140815615,-0.6393583207742601,0.48,1.0516322208427664,-1.5449192868152304,-0.061796771472609216,1.2865508960791545,0.833304877611355,2.1198557736905093,2.553,3.17,5.723,3.674,5.034,8.708,0.728,0.997,1.725,0.454,0.3206,-0.4901,5.049,2024-25
Hayley Scamurra,61,TOR,F,18,261.98333333333335,1,0,1,-4,6,5.7433451342620625,-0.9160888097207202,1.8027662251720566,-0.49332285906082163,-0.3433890390194667,0.5236565614794862,2.5192442267319803,0.4975674119118826,0.019902696476475305,1.3153535519653554,0.5006473511037287,1.8160009030690842,3.056,2.186,5.242,4.343,4.326,8.669,0.86,0.857,1.717,0.393,0.3206,-0.4901,5.049,2024-25
Cayla Barnes,196,MTL,D,30,654.35,2,8,3,-1,12,3.582076217980494,-0.0916940475280813,1.370578464961817,-0.3744354960272782,-0.2245016759859233,0.5004314457245085,3.392679758539008,-0.9646471554183046,-0.03858588621673219,0.3284550669807131,0.2757164601635604,0.6041715271442735,-3.13,3.007,-0.123,0.086,8.352,8.438,0.017,1.654,1.671,0.153,0.3206,-0.4901,5.049,2024-25
Megan Keller,12,BOS,D,28,665.1999999999999,4,7,1,-7,16,3.112793956255761,-0.6313890559230307,1.3140727155749423,-0.35574584812284415,-0.20581202808148924,0.5004314457245085,3.8785327720986174,0.5684592055483096,0.022738368221932388,0.2807691481890344,0.3108752075360173,0.5916443557250517,-3.71,3.447,-0.263,-0.442,8.88,8.438,-0.088,1.759,1.671,0.151,0.3206,-0.4901,5.049,2024-25
Denisa Křížová,104,MIN,F,28,417.5333333333333,4,3,2,7,10,6.278975267223409,1.005907711959125,1.4167979158660506,-0.23965232840481376,-0.08971850836345885,0.5147587522713617,1.8681143222098038,0.11840202933198557,0.0047360811732794226,0.9022956635000908,0.1303419928821218,1.0326376563822126,1.996,0.907,2.903,4.048,4.317,8.365,0.802,0.855,1.657,0.238,0.3206,-0.4901,5.049,2024-25
Abby Boreen,114,MTL,F,30,464.05,6,3,5,-9,12,5.807130064386344,-1.1636677082210969,1.309158662220964,-0.2845244407507712,-0.1345906207094163,0.3809523809523809,1.680853356319362,-0.9156981513386347,-0.03662792605354539,0.7508410814851431,0.15179894293963742,0.9026400244247805,1.047,1.174,2.221,3.328,4.964,8.292,0.659,0.983,1.642,0.212,0.3206,-0.4901,5.049,2024-25
Sidney Morin,167,BOS,D,28,554.0666666666666,3,2,2,0,10,3.1056176620368423,0.0,1.2807860822242516,-0.484690797556512,-0.3347569775151571,0.4942908388939029,1.0829021778366024,-2.227171388713705,-0.0890868555485482,0.3363080129747513,0.3795729129726717,0.715880925947423,-2.578,3.505,0.927,0.145,8.031,8.176,0.029,1.591,1.62,0.175,0.3206,-0.4901,5.049,2024-25
Julia Gosling,210,TOR,F,29,391.3333333333333,4,3,3,2,6,5.788752733703223,0.30664395229982966,1.1982195341896393,-0.2955855180934963,-0.1456516980521414,0.6206896551724138,1.839863713798978,-0.1818131010211198,-0.007272524040844793,0.8875430085745998,0.19663985323215313,1.0841828618067528,1.775,1.283,3.058,3.698,4.479,8.177,0.732,0.887,1.619,0.248,0.3206,-0.4901,5.049,2024-25
Hayley Scamurra,61,OTT,F,5,82.01666666666667,0,0,0,1,0,5.7433451342620625,0.7315586262954684,5.758521091948701,-1.0888480842184816,-0.9389142641771266,0.5236565614794862,8.047144889250152,6.221213776418126,0.24884855105672504,4.201593676761517,1.5633285209047023,5.76492219766622,4.902,2.137,7.039,5.305,2.807,8.112,1.051,0.556,1.607,1.176,0.3206,-0.4901,5.049,2024-25
Brooke McQuigge,192,MIN,F,27,359.6666666666667,8,0,7,3,10,5.725273908219063,0.5004633920296571,1.5024809838944526,-0.23723057778998569,-0.08729675774863077,0.5147587522713617,1.6682113067655235,-0.08150098611229467,-0.003260039444491787,0.955096666802068,0.11895542140359129,1.0740520882056592,2.036,0.713,2.749,3.803,3.651,7.454,0.753,0.723,1.476,0.246,0.3206,-0.4901,5.049,2024-25
Allyson Simpson,230,NY,D,28,595.4333333333333,1,2,2,-8,12,2.407956323953481,-0.8061355875272911,1.2594944413875422,-0.35601916553084667,-0.20608534548949176,0.4960107463222189,3.9299109891955437,0.7315896247112957,0.02926358498845183,0.24264241074378692,0.3177830686737403,0.5604254794175272,-3.699,3.154,-0.545,-0.774,8.017,7.243,-0.153,1.588,1.435,0.145,0.3206,-0.4901,5.049,2024-25
Shay Maloney,183,BOS,F,28,364.1666666666667,2,1,3,0,8,5.18230040647588,0.0,1.3400251360290725,-0.22952223606111777,-0.07958841601976285,0.5227272727272727,1.977116704805492,0.4278185445545001,0.017112741782180002,0.8538343919136461,0.12853652420984799,0.982370916123494,1.447,0.78,2.227,3.236,3.755,6.991,0.641,0.744,1.385,0.228,0.3206,-0.4901,5.049,2024-25
Ronja Savolainen,223,OTT,D,27,455.9,2,7,1,10,18,3.9213683598248195,1.3160780872998463,1.7367862291901366,-0.2879877194300562,-0.13805389938870127,0.5126735602673117,4.606273305549463,1.019566786418121,0.040782671456724845,0.5160826970596385,0.2340581306009066,0.7501408276605451,-0.755,1.778,1.023,1.485,5.502,6.987,0.294,1.09,1.384,0.182,0.3206,-0.4901,5.049,2024-25
Hannah Miller,89,TOR,F,28,504.5333333333333,10,7,5,14,8,6.259741990026356,1.6649048625792813,1.2927097094813278,-0.11091869815689526,0.03901512188445966,0.5176991150442478,1.189217758985201,-0.8324590558348967,-0.03329836223339587,0.7444196341204705,-0.0879195328716394,0.6565001012488312,1.085,-0.739,0.346,3.564,3.382,6.946,0.706,0.67,1.376,0.164,0.3206,-0.4901,5.049,2024-25
Jade Downie-Landry,35,NY,F,28,325.5833333333333,5,2,0,0,31,3.945810937559833,0.0,1.2482870711864265,-0.3893612022197783,-0.2394273821784234,0.3191489361702128,1.289992321474277,-0.14755363671065524,-0.00590214546842621,0.7271522587773432,0.3292961895813665,1.0564484483587098,0.606,1.787,2.393,2.206,4.446,6.652,0.437,0.881,1.318,0.243,0.3206,-0.4901,5.049,2024-25
Mikyla Grant-Mentis,138,MTL,F,30,388.98333333333335,3,3,1,4,18,3.935505764549364,0.616993015981833,1.307561034024918,-0.3075865919041927,-0.15765277186283777,0.1923076923076923,3.239213333904623,0.6426618262466263,0.02570647304986505,0.6070448927708003,0.24642035365783793,0.8534652464286383,-0.054,1.598,1.544,1.857,4.775,6.632,0.368,0.946,1.314,0.203,0.3206,-0.4901,5.049,2024-25
Shiann Darkangelo,4,OTT,F,28,428.75,8,8,2,6,10,6.697387360713106,0.8396501457725948,1.7090691202414743,-0.014475812126686805,0.1354580079146681,0.5056497175141242,2.099125364431487,0.27319425159946087,0.010927770063978435,0.9372437122863821,-0.1787134410165569,0.7585302712698252,2.3,-1.277,1.023,4.406,2.225,6.631,0.873,0.441,1.314,0.184,0.3206,-0.4901,5.049,2024-25
Erin Ambrose,83,MTL,D,28,602.3166666666666,0,5,7,10,4,2.5318789091527307,0.9961537397271646,1.4025179004662163,-0.3013689191548221,-0.1514350991134672,0.4403177661018539,4.881153324663107,0.5238264107057949,0.0209530564282318,0.25221406438888266,0.23296219518708589,0.48517625957596855,-3.646,2.339,-1.307,-0.687,7.258,6.571,-0.136,1.438,1.302,0.13,0.3206,-0.4901,5.049,2024-25
