Season,name,player_id,team,pos,gp,toi_min,ixG,xGA,ixG60,xGA60,xGA60_resid,d_adj_xGA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60
2023-24,Akane Shiga,141,OTT,F,23,240.53333333333333,1.5600000000000003,2.000341034235319,0.3891352549889136,0.49897642206535125,-0.0008564400670482853,-0.0008564400670482783,0.4988913525498891,-0.4886061600305899,-0.019544246401223594,-0.019235927977086214,0.3698993270118274,0.339,-0.001,0.338,0.075,-0.0,0.075,0.019
2023-24,Alexa Vasko,101,TOR,C,29,253.25,1.2269999999999999,1.9841987909278707,0.2907008884501481,0.47009645589604043,0.0014025012541659526,0.0014025012541659596,2.3692003948667324,1.623010241856656,0.06492040967426624,0.0644155092227665,0.3551163976729146,-0.059,0.352,0.293,-0.013,0.078,0.065,0.015
2023-24,Claire Butorac,102,MIN,F,30,318.3166666666667,1.764,2.1222919148378683,0.33249908372166076,0.40003407997362816,-0.02922743937259846,-0.029227439372598453,0.37698308811979675,-0.05245254078845024,-0.0020981016315380096,0.008423776542597433,0.3409228602642582,0.148,0.145,0.293,0.033,0.032,0.065,0.012
2023-24,Ashton Bell,50,OTT,D,24,534.7166666666667,2.76,4.465376214065454,0.309696724121809,0.501055212125912,0.00035527687376145194,0.00035527687376145893,2.131970202287816,0.18807139251265653,0.007522855700506262,0.0073949560259521365,0.3170916801477611,0.046,0.234,0.28,0.01,0.052,0.062,0.007
2023-24,Erin Ambrose,83,MTL,RD,27,741.8166666666666,3.754,6.654870396777519,0.3036329731065628,0.5382626756026662,-0.003961390724845942,-0.003961390724845935,2.1838279898447506,0.028920109946033945,0.0011568043978413577,0.0025829050587858945,0.3062158781653487,-0.012,0.266,0.254,-0.003,0.059,0.056,0.005
2023-24,Kelly Babstock,175,BOS,F,11,63.016666666666666,0.562,0.5847689789676945,0.5350965353081196,0.5567755419951601,0.044895397970862456,0.04489539797086246,0.0,-0.5076091519134311,-0.020304366076537246,-0.03646670934604773,0.4986298259620719,0.242,-0.018,0.224,0.053,-0.004,0.049,0.047
2023-24,Rosalie Demers,136,OTT,RW,13,75.03333333333333,0.537,0.6588105236338296,0.4294091514882275,0.5268142792274071,0.027421007463824906,0.027421007463824913,1.5992892047978677,0.6117916922173887,0.024471667688695548,0.014600105001718579,0.4440092564899461,0.156,0.042,0.198,0.034,0.009,0.043,0.034
2023-24,Maggie Flaherty,79,MIN,D,34,597.3666666666666,3.2200000000000006,4.355658779503862,0.32341945203950684,0.43748595519820066,0.008125331494392166,0.008125331494392173,1.0044082361475366,-0.3814286899553911,-0.015257147598215644,-0.018182266936196827,0.30523718510331,0.187,0.007,0.194,0.041,0.002,0.043,0.004
2023-24,Maude Poulin-Labelle,165,TOR,LD,10,65.73333333333333,0.5630000000000001,0.5147123226498864,0.5138945233265722,0.46981855008610324,0.003560758338839773,0.00356075833883978,0.0,-1.702591450204757,-0.06810365800819028,-0.0693855310101726,0.44450899231639956,0.229,-0.055,0.174,0.051,-0.012,0.039,0.036
2023-24,Sydney Brodt,92,MIN,RW,13,109.10000000000001,0.7160000000000001,0.7507567412486198,0.3937671860678277,0.4128818008700017,-0.015710975939541003,-0.015710975939540996,0.0,-0.429435628908247,-0.01717742515632988,-0.01152147381809512,0.3822457122497326,0.162,0.013,0.175,0.036,0.003,0.039,0.021
2023-24,Savannah Norcross,147,NY,RW,20,148.20000000000002,0.921,1.5644830372650516,0.3728744939271255,0.6333939422125714,0.004970815299571371,0.004970815299571378,0.0,-0.7227560642627162,-0.02891024257050865,-0.030699736078354346,0.34217475784877116,0.169,-0.029,0.14,0.037,-0.006,0.031,0.013
2023-24,Emma Greco,118,MIN,D,32,444.83333333333337,1.9919999999999993,3.1211541466753543,0.268684900711877,0.4209874457861099,-0.008970606617093965,-0.008970606617093958,2.1581116523042336,0.7722747262013059,0.030890989048052236,0.034120407430206064,0.30280530814208306,-0.266,0.393,0.127,-0.059,0.087,0.028,0.004
2023-24,Amanda Boulier,51,OTT,D,17,289.9,1.0979999999999999,2.4199976509716006,0.22725077612969988,0.5008618801596966,-0.0007379542290068142,-0.0007379542290068072,3.932390479475682,1.9884916697005222,0.0795396667880209,0.07980533031046334,0.30705610644016323,-0.374,0.477,0.103,-0.083,0.105,0.022,0.005
2023-24,Kristin Della Rovere,54,OTT,F,8,70.80000000000001,0.43399999999999994,0.5495708302698725,0.3677966101694914,0.46573799175412917,-0.034327782104266305,-0.0343277821042663,0.0,-0.987497512580479,-0.03949990050321916,-0.027141898945683293,0.3406547112238081,0.075,-0.01,0.065,0.017,-0.002,0.015,0.013
2023-24,Shiann Darkangelo,4,OTT,C,7,64.01666666666667,0.409,0.5220440720026241,0.3833376724811247,0.489288898518471,-0.01060724434051265,-0.010607244340512642,0.0,-0.987497512580479,-0.03949990050321916,-0.03568129254063461,0.3476563799404901,0.084,-0.018,0.066,0.019,-0.004,0.015,0.014
2023-24,Taylor Wenczkowski,111,BOS,LW,24,135.28333333333333,0.6910000000000001,1.1383308322189474,0.3064679068621412,0.5048652206465702,-0.009510409333562444,-0.009510409333562437,0.443513613403967,-0.0640955385094642,-0.0025638215403785683,0.000859925819703909,0.3073278326818451,0.004,0.045,0.049,0.001,0.01,0.011,0.005
2023-24,Nicole Kosta,14,BOS,RW,12,89.61666666666667,0.46,0.7662104190312017,0.3079784266319509,0.5129919115700811,-0.0013672310571895472,-0.0013672310571895402,0.6695183187651106,0.1619091668516794,0.006476366674067175,0.00696856985465541,0.3149469964866063,0.005,0.039,0.044,0.001,0.009,0.01,0.007
2023-24,Emma Buckles,3,OTT,LD,13,63.08333333333333,0.307,0.5515253410767124,0.29199471598414795,0.524568356109951,0.023675203092388228,0.023675203092388235,2.8533685601056806,0.9094697503305209,0.036378790013220835,0.027855716899961074,0.319850432884109,-0.013,0.049,0.036,-0.003,0.011,0.008,0.008
2023-24,Olivia Zafuto,46,NY,LD,11,87.35000000000001,0.511,0.9610277549255287,0.3510017172295363,0.6601220984033396,0.03146022970443567,0.031460229704435676,0.68689181453921,-0.9922655469181869,-0.03969062187672748,-0.05101630457032432,0.299985412659212,0.068,-0.047,0.021,0.015,-0.01,0.005,0.003
2023-24,Madison Bizal,162,MTL,LD,24,237.48333333333335,0.792,2.0505915312888385,0.200098252508948,0.5180805328542226,-0.025273616975731078,-0.02527361697573107,4.042388939574707,1.88748105967599,0.0754992423870396,0.08459774449830279,0.2846959970072508,-0.414,0.41,-0.004,-0.091,0.091,0.0,0.0
2023-24,Jincy Roese,60,OTT,D,24,496.0,2.223,4.123337325979663,0.2689112903225806,0.498790805562056,-0.0023543034985559364,-0.0023543034985559295,2.2983870967741935,0.35448828699903384,0.014179531479961354,0.015027080739441489,0.2839383710620221,-0.295,0.281,-0.014,-0.065,0.062,-0.003,-0.0
2023-24,Savannah Harmon,56,OTT,D,24,616.0,3.4230000000000005,5.099287116429608,0.333409090909091,0.49668381004184486,-0.0037573042625552323,-0.0037573042625552253,0.6818181818181819,-1.2620806279569778,-0.050483225118279115,-0.049130595583759235,0.2842784953253318,0.296,-0.31,-0.014,0.065,-0.068,-0.003,-0.0
2023-24,Renata Fast,67,TOR,RD,29,814.6,4.036,6.33519131116508,0.2972747360667812,0.4666234700097039,-0.0019987309567248285,-0.0019987309567248215,1.1784925116621654,-0.5240989385425916,-0.020963957541703663,-0.020244414397282726,0.2770303216694984,-0.099,-0.018,-0.117,-0.022,-0.004,-0.026,-0.002
2023-24,Dominique Kremer,119,MIN,D,12,63.483333333333334,0.051,0.4693361748554299,0.04820162772381202,0.4435836779941054,0.011219046349368558,0.011219046349368565,1.8902599107377263,0.5044229846347985,0.020176919385391942,0.01613806269961926,0.06433969042343128,-0.271,0.037,-0.234,-0.06,0.008,-0.052,-0.049
2023-24,Jessica DiGirolamo,5,BOS,LD,32,679.7499999999999,2.6830000000000003,5.823141355924635,0.23682236116219207,0.5139955591842268,-0.001140253290819285,-0.001140253290819278,2.118425891872012,0.6544154427639002,0.02617661771055601,0.026587108895250948,0.26340947005744303,-0.768,0.515,-0.253,-0.17,0.114,-0.056,-0.005
2023-24,Abby Cook,117,MIN,D,9,105.23333333333333,0.281,0.9028374902397881,0.16021539436173585,0.5147632190154002,0.08362121982664723,0.08362121982664725,0.5701615457713018,-0.8156753803316259,-0.03262701521326504,-0.06273065435085805,0.0974847400108778,-0.253,-0.077,-0.33,-0.056,-0.017,-0.073,-0.042
2023-24,Zoe Boyd,52,OTT,D,16,238.44999999999996,0.792,1.9007812918314924,0.19928706227720702,0.47828424202092495,-0.02362081685198332,-0.023620816851983313,1.7613755504298598,-0.18252325934529984,-0.007300930373811993,0.001202563692901999,0.20048962597010903,-0.418,0.08,-0.338,-0.092,0.018,-0.074,-0.019
2023-24,Jess Healey,10,BOS,D,29,279.6833333333334,1.098,2.3819068207156615,0.23555211250819375,0.5109865058444896,-0.004163171419485238,-0.004163171419485231,0.6435850068529884,-0.8204254422551234,-0.03281701769020494,-0.031318275979190256,0.20423383652900348,-0.322,-0.058,-0.38,-0.071,-0.013,-0.084,-0.018
2023-24,Dominika Lásková,82,MTL,RD,7,126.70000000000002,0.45999999999999996,1.386253478412399,0.2178374112075769,0.6564736282931644,0.11331310172772321,0.11331310172772323,0.0,-2.1549078798987167,-0.08619631519594867,-0.12698903181792903,0.09084837938964788,-0.183,-0.228,-0.411,-0.04,-0.05,-0.09,-0.043
2023-24,Brigitte Laganière,164,MTL,LD,20,140.95,0.33199999999999996,1.2541785908388257,0.1413267115998581,0.5338823373560095,-0.010113304993661948,-0.010113304993661941,1.2770485987938986,-0.877859281104818,-0.03511437124419272,-0.03147358144647442,0.10985313015338369,-0.384,-0.03,-0.414,-0.085,-0.007,-0.092,-0.039
2023-24,Natalie Buchbinder,90,MIN,D,34,710.4999999999998,3.0140000000000007,5.088434623609001,0.2545249824067559,0.42970594991772015,-0.0004066582710228611,-0.0004066582710228541,1.0133708655876146,-0.3724660605153131,-0.014898642420612524,-0.014752245443044296,0.23977273696371162,-0.593,0.049,-0.544,-0.131,0.011,-0.12,-0.01
2023-24,Taylor Baker,150,NY,RD,22,326.0833333333333,0.8689999999999999,3.4949576424750646,0.15989777664196267,0.6430793515415402,0.012331579589476102,0.012331579589476109,2.39202657807309,0.7128692166156929,0.028514768664627717,0.024075400012416318,0.18397317665437898,-0.786,0.234,-0.552,-0.174,0.052,-0.122,-0.022
2023-24,Brooke Hobson,38,NY,LD,24,471.90000000000003,1.662,4.918855106975134,0.2113159567705022,0.6254106938302776,-0.004775847678960846,-0.004775847678960839,1.652892561983471,-0.02626479947392603,-0.001050591978957041,0.0006687131854688608,0.21198466995597104,-0.734,0.154,-0.58,-0.162,0.034,-0.128,-0.016
2023-24,Johanna Fällman,152,NY,RD,20,233.7666666666667,0.511,2.489162741780819,0.13115642378440037,0.6388839206053719,0.007822436224137183,0.00782243622413719,1.0266647654356194,-0.6524925960217776,-0.026099703840871104,-0.028915780881560493,0.10224064290283988,-0.676,-0.039,-0.715,-0.149,-0.009,-0.158,-0.041
2023-24,Leah Lum,159,MTL,LD,25,234.88333333333335,0.766,2.2142518124709754,0.19567161001915842,0.5656216933864693,0.02221922666706974,0.02221922666706975,0.0,-2.1549078798987167,-0.08619631519594867,-0.09419523679609378,0.10147637322306464,-0.426,-0.295,-0.721,-0.094,-0.065,-0.159,-0.041
2023-24,Jocelyne Larocque,71,TOR,LD,28,786.3999999999999,3.2190000000000003,6.13126883804946,0.24560020345879965,0.4677977241645062,-0.0013885053370804173,-0.0013885053370804104,1.2207527975584946,-0.48183865264626236,-0.019273546105850494,-0.018773684184501545,0.22682651927429812,-0.773,0.002,-0.771,-0.171,0.0,-0.171,-0.013
2023-24,Olivia Knowles,131,TOR,RD,25,250.6166666666666,0.485,1.9725165988992819,0.11611358648666625,0.47223912722201355,0.001639548760942175,0.0016395487609421819,0.9576378266941548,-0.7449536235106022,-0.02979814494042409,-0.030388382494363278,0.08572520399230298,-0.787,-0.048,-0.835,-0.174,-0.011,-0.185,-0.044
2023-24,Kali Flanagan,68,TOR,RD,29,619.1166666666666,2.1959999999999997,4.79698298274872,0.2128193393813767,0.4648864979108782,-0.004657535363933998,-0.004657535363933991,1.162947209734299,-0.539644240470458,-0.02158576961881832,-0.019909056887802083,0.19291028249357461,-0.947,-0.01,-0.957,-0.209,-0.002,-0.211,-0.02
2023-24,Aneta Tejralová,62,OTT,D,23,522.2833333333333,1.251,4.331683166940853,0.14371509716948017,0.49762451418409775,-0.004887113776011436,-0.004887113776011429,2.642243992724256,0.6983451829490961,0.027933807317963844,0.029693168277327958,0.17340826544680812,-1.4,0.423,-0.977,-0.309,0.093,-0.216,-0.025
2023-24,Lauriane Rougeau,133,TOR,LD,29,344.36666666666673,0.689,2.710233451204387,0.12004646210434611,0.47221181029599224,0.0016551592492900363,0.0016551592492900433,1.568096021682315,-0.13449542852244203,-0.005379817140897682,-0.005975674470642098,0.11407078763370401,-1.059,0.074,-0.985,-0.234,0.016,-0.218,-0.038
2023-24,Mariah Keopple,99,MTL,LD,27,578.05,1.5320000000000003,5.244101887524095,0.15901738603927001,0.5443233513561901,0.0005208030643926997,0.0005208030643927068,2.698728483695182,0.5438206037964655,0.02175282415185862,0.021565335048677244,0.18058272108794726,-1.402,0.39,-1.012,-0.31,0.086,-0.224,-0.023
2023-24,Allie Munroe,74,TOR,LD,29,556.4,1.354,4.277565885095824,0.1460100647016535,0.46127597610666693,-0.008997281709341234,-0.008997281709341227,2.372393961179008,0.6698025109742511,0.026792100438970047,0.03003112185433289,0.17604118655598638,-1.471,0.454,-1.017,-0.325,0.1,-0.225,-0.024
2023-24,Catherine Daoust,163,MTL,RD,27,418.8000000000001,1.098,3.778317237790996,0.15730659025787963,0.5413061945259304,-0.002515027135316733,-0.002515027135316726,1.57593123209169,-0.5789766478070266,-0.023159065912281066,-0.022253656143567044,0.13505293411431257,-1.028,-0.023,-1.051,-0.227,-0.005,-0.232,-0.033
2023-24,Emily Brown,2,BOS,LD,32,689.3500000000001,1.7880000000000003,5.94320246135175,0.15562486400232103,0.5172875138624863,0.001265429116164737,0.001265429116164744,1.5666932617683322,0.10268281266022034,0.0041073125064088134,0.0036517580245895055,0.15927662202691054,-1.711,0.259,-1.452,-0.378,0.057,-0.321,-0.028
2023-24,Lee Stecklein,24,MIN,D,34,923.4166666666666,3.065,6.615012100539789,0.19915170111000813,0.42981758978329104,-0.0008994188549660137,-0.0008994188549660067,0.9096651926721415,-0.47617173343078617,-0.01904686933723145,-0.018723078549443686,0.18042862256056444,-1.623,0.003,-1.62,-0.358,0.001,-0.357,-0.023
2023-24,Mellissa Channell-Watkins,129,MIN,D,34,605.2666666666667,1.327,4.325865218979215,0.13154532437493116,0.4288224140413364,-0.0026325195226572923,-0.0026325195226572853,1.1895583214010355,-0.19627860470189223,-0.00785114418807569,-0.006903437159919067,0.1246418872150121,-1.746,0.121,-1.625,-0.385,0.027,-0.358,-0.035
2023-24,Kaleigh Fratkin,7,BOS,RD,32,619.8166666666666,1.301,5.2705713161576195,0.1259404662669069,0.5102061560721566,-0.006139934456641342,-0.006139934456641335,0.7744225443007342,-0.6895879048073776,-0.027583516192295106,-0.025373139787904224,0.10056732647900266,-1.846,-0.067,-1.913,-0.408,-0.015,-0.423,-0.041
2024-25,Laura Stacey,32,MTL,RW,31,640.4000000000001,12.145000000000003,5.242994506417055,1.1378825733916302,0.4912237201515041,-0.0005492769639480737,-0.0005492769639480768,1.2179887570268582,-0.9683402834177162,-0.03873361133670865,-0.03853587162968734,1.099346701761943,8.98,-0.2,8.78,1.836,-0.041,1.795,0.168
2024-25,Tereza Vanišová,161,OTT,LW,38,682.5000000000002,12.280000000000005,5.808006639404891,1.0795604395604395,0.5105939902773529,-0.002771136582246524,-0.002771136582246527,0.26373626373626363,-0.9260545073533754,-0.037042180294135016,-0.03604457112452627,1.0435158684359132,8.907,-0.185,8.722,1.821,-0.038,1.783,0.157
2024-25,Marie-Philip Poulin,31,MTL,C,34,706.5333333333334,11.38,5.791011549946815,0.9664087563691262,0.49178244904247337,-0.0004320130444103159,-0.000432013044410319,2.4627288167578785,0.27639977631330415,0.011055991052532166,0.01121151574851988,0.977620272117646,7.888,0.365,8.253,1.612,0.075,1.687,0.143
2024-25,Kendall Coyne Schofield,20,MIN,LW,38,712.9499999999999,11.538000000000006,5.070184112637796,0.9710077845571223,0.4266933820860759,0.0027500293710873286,0.0027500293710873256,0.8415737428992217,-0.272131649962158,-0.01088526599848632,-0.011875276572077757,0.9591325079850446,8.014,0.094,8.108,1.638,0.019,1.657,0.139
2024-25,Daryl Watts,63,TOR,LW,34,623.6666666666666,10.845000000000004,4.957661232493037,1.0433458043826835,0.4769529780057439,-0.0010118356382309256,-0.0010118356382309286,1.1544628540887227,-0.6120138120575039,-0.024480552482300157,-0.024116291652537022,1.0192295127301465,7.763,-0.045,7.718,1.587,-0.009,1.578,0.152
2024-25,Hilary Knight,13,BOS,RW,30,666.4333333333333,10.358000000000002,6.047701866340607,0.9325463912369333,0.5444837372787023,0.0012743549609782606,0.0012743549609782576,1.9806932426349222,0.48468429933220697,0.01938737197328828,0.018928604187336107,0.9514749954242694,7.064,0.43,7.494,1.444,0.088,1.532,0.138
2024-25,Sarah Fillier,205,NY,RW,30,590.4333333333334,9.359,5.282194382582456,0.9510641901428329,0.5367780663156112,0.00023146878942863908,0.00023146878942863601,1.9307852989329868,0.47685601129333655,0.019074240451733462,0.018990911687539153,0.9700551018303721,6.441,0.382,6.823,1.317,0.078,1.395,0.142
2024-25,Emily Clark,53,OTT,RW,38,778.9833333333335,9.998000000000005,6.578911523758961,0.7700806606902162,0.5067305994037583,-0.007431293306802743,-0.007431293306802747,1.6174928860266584,0.4277021149370194,0.017108084597480776,0.019783350187929764,0.789864010878146,6.148,0.514,6.662,1.257,0.105,1.362,0.105
2024-25,Jesse Compher,65,TOR,RW,34,581.9666666666667,7.495,4.6167154666810895,0.7727246692250415,0.47597730912572084,-0.0026842275152433835,-0.0026842275152433866,2.5774672088893977,0.8109905427431711,0.03243962170972684,0.03340594361521446,0.8061306128402559,4.619,0.516,5.135,0.944,0.105,1.049,0.108
2024-25,Sarah Nurse,75,TOR,C,25,454.90000000000015,7.034000000000001,3.692874653042395,0.9277643438118266,0.48707953216650607,0.00881715025773772,0.008817150257737716,2.3741481644317424,0.6076714982855157,0.024306859931420628,0.021132685838635052,0.9488970296504616,4.786,0.31,5.096,0.978,0.063,1.041,0.137
2024-25,Blayre Turnbull,76,TOR,C,34,619.5833333333331,8.108,4.960108892368217,0.7851728312037662,0.48033334263686844,0.0017038541975932277,0.0017038541975932246,1.3557498318762613,-0.41072683426996537,-0.016429073370798616,-0.01704246088193218,0.7681303703218341,5.046,0.029,5.075,1.031,0.006,1.037,0.1
2024-25,Brianne Jenner,58,OTT,RW,36,687.4166666666666,8.490000000000004,5.88980667372617,0.7410352770032735,0.5140818044711896,-0.00015486653323719575,-0.0001548665332371988,0.26184992120257006,-0.927940849887069,-0.03711763399548276,-0.037061882043517375,0.7039733949597562,5.092,-0.198,4.894,1.041,-0.04,1.001,0.087
2024-25,Jessie Eldridge,36,NY,LW,30,561.45,7.392000000000001,5.027422680695015,0.7899545818861876,0.5372613070472898,0.0002999275454016945,0.0002999275454016914,1.3892599519102324,-0.0646693357294178,-0.002586773429176712,-0.002694747345521321,0.7872598345406663,4.617,0.16,4.777,0.944,0.033,0.977,0.104
2024-25,Taylor Heise,21,MIN,C,37,688.8333333333333,7.9030000000000005,4.879892510013579,0.6883813210742803,0.4250571748378632,0.0003861910139754815,0.0003861910139754784,1.1323493830147595,0.018643990153379808,0.0007457596061351923,0.0006067308411040201,0.6889880519153844,4.498,0.234,4.732,0.919,0.048,0.967,0.084
2024-25,Abby Roque,42,NY,C,30,658.8333333333334,7.8530000000000015,5.900829258249129,0.7151732861118139,0.537388953445405,0.00023504704246640057,0.0002350470424663975,0.8196306602580319,-0.6342986273816184,-0.025371945095264734,-0.025456562030552635,0.6897167240812612,4.597,-0.062,4.535,0.94,-0.013,0.927,0.084
2024-25,Britta Curl-Salemme,189,MIN,LW,35,604.4,6.726000000000003,4.220798486304526,0.667703507610854,0.41900712967946985,-0.005717089854034671,-0.005717089854034674,2.481800132362674,1.3680947395012941,0.054723789580051765,0.05678194192750425,0.7244854495383583,3.739,0.772,4.511,0.764,0.158,0.922,0.092
2024-25,Grace Zumwinkle,25,MIN,RW,30,556.0833333333335,6.623000000000001,3.827919040810238,0.7146051251311254,0.4130228846670719,-0.01158058511234071,-0.011580585112340714,0.9710774763974223,-0.14262791646395745,-0.005705116658558298,-0.0015361060181156407,0.7130690191130098,3.875,0.169,4.044,0.792,0.035,0.827,0.089
2024-25,Julia Gosling,210,TOR,LW,34,421.90000000000003,5.858000000000001,3.397476347377143,0.833088409575729,0.4831680038934074,0.0046618756837252286,0.004661875683725225,1.706565536857075,-0.059911129289151745,-0.00239644517156607,-0.0040747204177071505,0.8290136891580219,3.773,0.111,3.884,0.771,0.023,0.794,0.113
2024-25,Shiann Darkangelo,4,OTT,C,37,630.1,6.622999999999999,5.351045617311231,0.630661799714331,0.5095425123610123,-0.004978318784269952,-0.004978318784269955,1.428344707189335,0.23855393609969588,0.009542157443987835,0.011334352206325018,0.6419961519206561,3.509,0.327,3.836,0.717,0.067,0.784,0.075
2024-25,Denisa Křížová,104,MIN,LW,38,576.3333333333334,6.396000000000002,4.104360973082869,0.6658646616541355,0.4272903268680835,0.002561373165293826,0.002561373165293823,1.3533834586466165,0.23967806578523676,0.00958712263140947,0.008665028291903694,0.6745296899460392,3.547,0.274,3.821,0.725,0.056,0.781,0.081
2024-25,Hayley Scamurra,61,TOR,RW,23,318.01666666666665,5.117000000000003,2.3907043932712826,0.9654210995230864,0.4510526605406749,-0.02711277281423879,-0.027112772814238795,2.075362926471359,0.3088862603251322,0.012355450413005288,0.022116048626131254,0.9875371481492177,3.545,0.222,3.767,0.725,0.045,0.77,0.145
2024-25,Kelly Pannek,23,MIN,C,38,717.5499999999998,6.805000000000001,5.08095701401729,0.5690195805170374,0.4248587845321406,-0.00011950001147274791,-0.00011950001147275098,1.5887394606647625,0.47503406780338275,0.01900136271213531,0.0190443827162655,0.5880639632333029,3.259,0.465,3.724,0.666,0.095,0.761,0.064
2024-25,Sophie Jaques,11,MIN,RD,33,791.6499999999999,7.641000000000001,5.488519834545373,0.5791195604117982,0.415980787055798,-0.008971494757992679,-0.008971494757992683,2.046358870713068,-0.5973934558844723,-0.023895738235378893,-0.020666000122501527,0.5584535602892967,3.728,-0.011,3.717,0.762,-0.002,0.76,0.058
2024-25,Michela Cava,115,MIN,RW,38,644.8000000000001,6.727000000000001,4.583355548790747,0.6259615384615385,0.42649090094206704,0.0016592153385934921,0.001659215338593489,0.9305210918114143,-0.18318430104996541,-0.007327372041998617,-0.007924689563892274,0.6180368488976462,3.54,0.128,3.668,0.724,0.026,0.75,0.07
2024-25,Hannah Miller,89,TOR,C,33,582.1333333333334,6.446000000000003,4.719540580916848,0.6643838754008248,0.4864391345425061,0.007498670970999436,0.007498670970999433,1.03069170865781,-0.7357849574884167,-0.029431398299536667,-0.03213091984909646,0.6322529555517283,3.569,-0.119,3.45,0.73,-0.024,0.706,0.073
2024-25,Alex Carpenter,34,NY,C,26,519.45,5.7040000000000015,4.76419236540485,0.6588507074790645,0.5502965481264626,0.012997637395756483,0.012997637395756479,1.8481085763788623,0.39417928873921204,0.01576717154956848,0.01108802208709615,0.6699387295661606,3.137,0.268,3.405,0.641,0.055,0.696,0.08
2024-25,Lina Ljungblom,201,MTL,LW,33,452.63333333333327,5.296000000000002,3.6855044439913063,0.7020251859488921,0.4885417187704803,-0.004353407498196403,-0.004353407498196406,2.651152514912733,0.46482347446815875,0.01859293897872635,0.020160165678077057,0.7221853516269692,3.059,0.302,3.361,0.625,0.062,0.687,0.091
2024-25,Shay Maloney,183,BOS,RW,30,396.29999999999995,5.1160000000000005,3.6387948720827112,0.7745647236941713,0.5509151963789116,0.007299085071540631,0.007299085071540628,1.8168054504163516,0.32079650711363633,0.012831860284545454,0.010204189658790828,0.7847689133529621,3.157,0.198,3.355,0.645,0.04,0.685,0.104
2024-25,Brooke McQuigge,192,MIN,LW,37,529.9333333333333,5.552000000000001,3.712133482021857,0.6286073719964778,0.4202943934859317,-0.004530480332243111,-0.004530480332243115,1.132217889042647,0.01851249618126738,0.0007404998472506952,0.0023714727668582166,0.630978844763336,2.933,0.196,3.129,0.6,0.04,0.64,0.072
2024-25,Catherine Dubois,157,MTL,LW,28,304.3833333333333,4.425000000000001,2.4662669069338765,0.872255379729508,0.48615018698800616,-0.006306676058103531,-0.006306676058103535,0.7884794393035098,-1.3978496011410644,-0.05591398404564257,-0.0536435806647253,0.8186117990647827,2.921,-0.172,2.749,0.597,-0.035,0.562,0.111
2024-25,Mikyla Grant-Mentis,138,MTL,LW,34,436.01666666666665,4.553000000000001,3.636308330429165,0.62653568288674,0.5003902752014447,0.007300798728804627,0.007300798728804623,2.889797790604335,0.7034687501597607,0.02813875000639043,0.025510462464020767,0.6520461453507608,2.398,0.329,2.727,0.49,0.067,0.557,0.077
2024-25,Gabbie Hughes,57,OTT,C,37,730.3833333333333,5.857000000000002,6.1419645143042905,0.4811446044314631,0.5045540527005327,-0.010351715372673808,-0.010351715372673811,1.3143782945028866,0.12458752341324753,0.0049835009365299015,0.008710118470692474,0.4898547229021556,2.247,0.347,2.594,0.459,0.071,0.53,0.044
2024-25,Jade Downie-Landry,35,NY,C,30,327.46666666666664,4.117,2.9248224865726034,0.7543363192182411,0.5358998855690846,-0.0011531943193941532,-0.0011531943193941563,1.2825732899022804,-0.17135599773736987,-0.006854239909494795,-0.006439089954512899,0.7478972292637281,2.498,0.073,2.571,0.511,0.015,0.526,0.096
2024-25,Danielle Serdachny,224,OTT,C,38,566.9500000000002,4.960000000000002,5.024881967770675,0.5249140135814446,0.5317804357813571,0.01698735348896248,0.016987353488962475,1.4816121351089158,0.2918213640192767,0.011672854560771068,0.005557407304744578,0.5304714208861893,2.158,0.24,2.398,0.441,0.049,0.49,0.052
2024-25,Jenn Gardiner,198,MTL,LW,34,615.7999999999998,5.652000000000002,5.051040147290628,0.5506982786619036,0.49214421701435174,-0.0011405053452168117,-0.0011405053452168148,1.0717765508281913,-1.114552489616383,-0.04458209958465532,-0.04417151766037727,0.5065267610015263,2.608,-0.25,2.358,0.533,-0.051,0.482,0.047
2024-25,Natalie Spooner,100,TOR,RW,18,314.8,3.7350000000000003,2.3141834313507736,0.7118805590851335,0.4410768928876951,-0.03774128891234413,-0.03774128891234413,1.7153748411689962,-0.05110182497723046,-0.0020440729990892186,0.011542791009354667,0.7234233500944881,2.179,0.165,2.344,0.445,0.034,0.479,0.091
2024-25,Renata Fast,67,TOR,RD,34,843.8833333333332,6.109000000000001,6.751918283402736,0.4343491398890053,0.4800605498439724,0.0005278542938210763,0.0005278542938210733,3.48389390318567,0.18737030330328266,0.007494812132131307,0.00730478458635572,0.441653924475361,1.938,0.381,2.319,0.396,0.078,0.474,0.034
2024-25,Abby Boreen,114,MTL,RW,34,528.4166666666666,4.987000000000002,4.337322366159278,0.5662576880618202,0.492488898223416,-0.0007557659258350374,-0.0007557659258350404,1.476107869421227,-0.7102211710233473,-0.02840884684093389,-0.028136771107633275,0.538120916954187,2.375,-0.073,2.302,0.485,-0.015,0.47,0.053
2024-25,Rebecca Leslie,72,OTT,RW,35,428.1,4.322000000000001,3.675909061526727,0.6057463209530485,0.5151939819939352,0.000609005130603647,0.0006090051306036439,0.9810791871058163,-0.20871158398382272,-0.008348463359352909,-0.008567705206370221,0.5971786157466783,2.206,0.08,2.286,0.451,0.016,0.467,0.065
