Season,Name,PlayerID,Team,position,GP,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,pm60_resid,d_adj_pm60,blocks60,blocks60_adj,block_val60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win
2023-24,Tereza Vanišová,161,MTL,F,16,262.7833333333333,2,3,3,0,16,3.124627495088754,0.0,-0.35463504785542005,-0.35463504785542005,0.6849749476755249,-0.8763710643785507,-0.03505484257514203,0.7134305183179752,-0.16272345980309325,0.550707058514882,1.187,-0.713,0.474,2.112,0.229,2.341,0.352,0.038,0.39,0.089,0.2312,-0.215,6.0
2023-24,Kateřina Mrázová,88,OTT,F,21,352.1,4,6,3,-1,16,2.3260345586285736,-0.17040613462084633,0.02339620735875861,0.023396207358758594,1.1928429423459244,0.20964536257239794,0.008385814502895918,0.3963705581304016,0.016808449152049012,0.4131790072824506,-0.27,0.099,-0.171,0.969,1.36,2.329,0.162,0.227,0.389,0.066,0.2312,-0.215,6.0
2023-24,Kaleigh Fratkin,7,BOS,D,23,410.3333333333333,2,0,1,5,22,0.4033558525985298,0.7311129163281885,0.9015739568681217,0.9015739568681217,1.1697806661251016,-0.9018109380003877,-0.03607243752001551,0.05897973474227081,0.28849418695250834,0.34747392169477914,-2.622,1.973,-0.649,-1.178,3.443,2.265,-0.196,0.574,0.378,0.055,0.2312,-0.215,6.0
2023-24,Gabrielle David,156,MTL,F,21,284.6166666666667,2,1,1,3,4,1.4611597407229282,0.632429583650524,0.4755832229957437,0.4755832229957437,1.4756690285178895,-0.08567698353618614,-0.0034270793414474454,0.3080268821574364,0.16778288093702026,0.47580976309445666,-0.638,0.796,0.158,0.364,1.816,2.18,0.061,0.303,0.364,0.077,0.2312,-0.215,6.0
2023-24,Olivia Knowles,131,TOR,D,19,187.81666666666666,0,1,0,7,6,0.1311200682683716,2.236223267370663,1.957519921478191,1.957519921478191,1.2778418670689502,-0.9151987354858261,-0.036607949419433045,0.04188767821156605,0.6680992223127158,0.7099869005242818,-1.254,2.091,0.837,-0.593,2.764,2.171,-0.099,0.461,0.362,0.116,0.2312,-0.215,6.0
2023-24,Sidney Morin,167,BOS,D,23,428.0,1,0,3,-3,2,3.7363278328500997,-0.4205607476635514,-0.47686896064680556,-0.47686896064680556,1.2616822429906542,-0.809909361134835,-0.0323963744453934,0.5237842756331915,-0.20406920027824338,0.31971507535494814,0.58,-1.456,-0.876,2.087,0.078,2.165,0.348,0.013,0.361,0.051,0.2312,-0.215,6.0
2023-24,Emily Brown,2,BOS,D,23,443.0833333333333,1,0,3,2,12,1.03295728038012,0.27082941508369385,0.4018219291307971,0.4018219291307971,2.4374647357532444,0.36587313162775514,0.014634925265110206,0.1398776080258955,0.15929081975219717,0.29916842777809266,-2.234,1.176,-1.058,-0.675,2.764,2.089,-0.112,0.461,0.349,0.047,0.2312,-0.215,6.0
2023-24,Loren Gabel,8,BOS,F,17,226.6,4,1,2,-1,2,2.858962225864535,-0.264783759929391,-0.4348767701103659,-0.4348767701103659,0.0,-0.8093448037895848,-0.0323737921515834,0.7570067676605124,-0.18892942939131513,0.5680773382691973,1.188,-0.714,0.474,1.986,0.099,2.085,0.331,0.016,0.347,0.092,0.2312,-0.215,6.0
2023-24,Natalie Buchbinder,90,MIN,D,24,481.84999999999997,2,1,3,6,0,1.39301102665037,0.7471204731762998,0.31091654498105337,0.31091654498105337,1.4942409463525996,-0.4424708462448447,-0.017698833849793788,0.1734578428951379,0.09423112234338542,0.2676889652385233,-2.16,0.757,-1.403,-0.464,2.483,2.019,-0.077,0.414,0.337,0.042,0.2312,-0.215,6.0
2023-24,Savannah Harmon,56,OTT,D,22,562.4833333333333,3,2,7,-1,8,2.127749740759431,-0.10666982725414086,0.16978142128262502,0.16978142128262502,0.746688790778986,-1.4987555893304447,-0.05995022357321779,0.22696669728685148,0.001171088088527214,0.2281377853753787,-2.02,0.011,-2.009,-0.04,2.027,1.987,-0.007,0.338,0.331,0.035,0.2312,-0.215,6.0
2023-24,Victoria Bach,125,TOR,F,16,226.65,2,2,1,3,2,1.6194727800532362,0.7941760423560557,0.3267467968664134,0.3267467968664134,0.7941760423560557,-0.13661775986281616,-0.005464710394512647,0.42871549438867934,0.11216413647739618,0.5408796308660755,-0.052,0.424,0.372,0.746,1.236,1.982,0.124,0.206,0.33,0.087,0.2312,-0.215,6.0
2023-24,Emma Woods,86,NY,F,23,358.3666666666667,2,0,2,-8,8,2.427947218802066,-1.3394102874151241,-0.13119274289924632,-0.13119274289924632,0.16742628592689052,-0.5089842995109666,-0.020359371980438662,0.4065021852705533,-0.06758875942416734,0.33891342584638595,-0.215,-0.404,-0.619,1.047,0.881,1.928,0.174,0.147,0.321,0.054,0.2312,-0.215,6.0
2023-24,Mariah Keopple,99,MTL,D,22,441.26666666666665,0,2,1,3,12,0.8727977529493998,0.4079166037165735,0.34345080710481496,0.34345080710481496,3.5352772322103037,0.7116844198203236,0.028467376792812943,0.11867623170485872,0.15210966735054632,0.27078589905540507,-2.381,1.119,-1.262,-0.828,2.7,1.872,-0.138,0.45,0.312,0.042,0.2312,-0.215,6.0
2023-24,Madison Packer,148,NY,F,22,162.76666666666665,0,0,1,-1,4,0.8286101057404968,-0.36862584476756094,0.8888945446810113,0.8888945446810113,1.8431292238378048,1.1667186383999477,0.04666874553599791,0.30544710021152865,0.36667078162116196,0.6721178818326906,-0.372,0.995,0.623,0.201,1.578,1.779,0.034,0.263,0.297,0.109,0.2312,-0.215,6.0
2023-24,Liz Schepers,97,MIN,F,19,234.7,0,2,1,0,8,2.8604166420697497,0.0,-0.7083413589096446,-0.7083413589096446,0.5112910097997444,-0.16317398246179549,-0.00652695929847182,0.7312526566859181,-0.26152984850594385,0.46972280817997425,1.13,-1.023,0.107,1.956,-0.182,1.774,0.326,-0.03,0.296,0.076,0.2312,-0.215,6.0
2023-24,Rebecca Leslie,72,TOR,F,23,243.1,2,2,3,1,10,2.14821234384846,0.24681201151789386,-0.27013183399639207,-0.27013183399639207,1.2340600575894694,0.30326625537059754,0.012130650214823901,0.5302046097528079,-0.08511681002387723,0.4450877997289307,0.356,-0.345,0.011,1.211,0.526,1.737,0.202,0.088,0.29,0.072,0.2312,-0.215,6.0
2023-24,Maggie Flaherty,79,MIN,D,24,459.18333333333334,1,5,0,4,14,1.6971297672292718,0.5226670538274473,0.06289818052648688,0.06289818052648687,1.3066676345686181,-0.6300441580288262,-0.02520176632115305,0.2217584538501462,-0.0025584213316177766,0.21920003251852843,-1.689,-0.02,-1.709,-0.072,1.626,1.554,-0.012,0.271,0.259,0.034,0.2312,-0.215,6.0
2023-24,Lauriane Rougeau,133,TOR,D,23,280.3833333333333,0,1,0,4,4,0.5979223343233512,0.8559709920941568,0.5352789749032586,0.5352789749032586,1.9259347322118527,-0.2671058703429235,-0.01068423481371694,0.12795104342650326,0.18201619615145614,0.3099672395779594,-1.47,0.851,-0.619,-0.483,1.855,1.372,-0.08,0.309,0.229,0.049,0.2312,-0.215,6.0
2023-24,Brittany Howard,69,TOR,F,22,243.16666666666666,2,4,2,1,10,1.8447188712475207,0.24674434544208362,-0.23359347514446505,-0.23359347514446505,0.49348869088416725,-0.43730511133470457,-0.017492204453388182,0.4551739504106288,-0.1015858555053956,0.3535880949052332,0.052,-0.412,-0.36,0.908,0.46,1.368,0.151,0.077,0.228,0.056,0.2312,-0.215,6.0
2023-24,Olivia Zafuto,46,NY,D,11,87.35,0,0,1,1,4,0.40590265218431965,0.6868918145392101,1.9574073461839383,1.9574073461839383,0.6868918145392101,-1.2517655712345515,-0.05007062284938206,0.2788112092851652,0.6545960217768357,0.933407231062001,-0.238,0.953,0.715,0.069,1.266,1.335,0.012,0.211,0.223,0.153,0.2312,-0.215,6.0
2023-24,Jillian Dempsey,27,MTL,F,22,183.05,1,2,0,1,2,1.10520227341021,0.32777929527451516,0.14447245096740252,0.14447245096740252,2.294455066921606,0.7331090548675305,0.02932436219470122,0.36226242231419065,0.08133444454296612,0.44359686685715677,-0.245,0.248,0.003,0.4,0.904,1.304,0.067,0.151,0.218,0.071,0.2312,-0.215,6.0
2023-24,Jill Saulnier,149,NY,F,17,211.8,1,1,0,-5,10,1.562277449713231,-1.4164305949008498,-0.22581058735270743,-0.22581058735270743,1.13314447592068,0.45673389048282287,0.018269355619312914,0.44257151549949886,-0.06302245582766175,0.3795490596718371,0.001,-0.222,-0.221,0.746,0.537,1.283,0.124,0.09,0.214,0.061,0.2312,-0.215,6.0
2023-24,Sarah Lefort,158,MTL,F,22,251.31666666666666,1,1,2,0,8,1.6925641001135183,0.0,-0.2037123499537655,-0.2037123499537655,0.9549704887592015,-0.6063755232948741,-0.024255020931794963,0.40408719148542116,-0.09759146691515054,0.30649572457027063,-0.161,-0.409,-0.57,0.724,0.492,1.216,0.121,0.082,0.203,0.048,0.2312,-0.215,6.0
