name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60
Peyton Anderson,263,MIN,LW,13,111.36666666666666,1.4320000000000002,11.202789892872236,0.7715055372642923,6.035624605558223,0.13055347570824105,0.13055347570824105,0.0,-0.5816915312877897,-0.023267661251511588,-0.028359246804132987,0.7431462904601593,0.879,-0.013,0.866,0.195,-0.003,0.192,0.103
Lexie Adzija,49,SEA,LW,14,205.18333333333334,1.868,22.107712902816882,0.5462431971407684,6.464768617507983,0.08587332841325451,0.08587332841325451,0.0,-0.36383613292892486,-0.014553445317156995,-0.017902505125273922,0.5283406920154945,0.849,0.012,0.861,0.188,0.003,0.191,0.056
Izzy Daniel,209,VAN,RW,16,200.10000000000002,1.842,20.834243431282108,0.5523238380809594,6.247149454657303,-0.0011265417454487392,-0.0011265417454487448,0.0,-0.47933549481507765,-0.019173419792603105,-0.019129484664530603,0.5331943534164288,0.849,0.007,0.856,0.188,0.002,0.19,0.057
Hannah Brandt,1,BOS,C,14,158.93333333333337,1.202,13.831677392211539,0.4537751677852348,5.221690290683886,-0.1471814922447806,-0.1471814922447806,3.775167785234899,3.3751941998261024,0.1350077679930441,0.14074784619059053,0.5945230139758253,0.413,0.429,0.842,0.092,0.095,0.187,0.071
Danielle Serdachny,224,SEA,C,14,240.73333333333332,1.9939999999999998,25.472471493667143,0.496981445582941,6.348719009775804,-0.040889863860918474,-0.04088986386091848,0.0,-0.36383613292892486,-0.014553445317156995,-0.012958740626581174,0.4840227049563598,0.799,0.034,0.833,0.177,0.008,0.185,0.046
Megan Keller,12,BOS,LD,14,375.75,2.299,33.831691899888604,0.36710578842315367,5.4022661716388996,0.014545287863549139,0.014545287863549134,1.7564870259481038,0.9901284448639777,0.039605137794559105,0.03903787156788069,0.40614365999103436,0.433,0.378,0.811,0.096,0.084,0.18,0.029
Mannon McMahon,220,OTT,RW,13,179.38333333333333,1.6109999999999998,19.412636387420896,0.538846046641271,6.493123756825721,-0.03243528557247155,-0.03243528557247156,0.0,0.04066370438890832,0.0016265481755563327,0.0028915243128827236,0.5417375709541538,0.72,0.073,0.793,0.16,0.016,0.176,0.059
Kiara Zanon,317,TOR,LW,16,206.46666666666664,1.7910000000000001,20.693566327425355,0.5204714239586699,6.013629220110695,0.14886428607293145,0.14886428607293145,0.0,-0.2226133531131865,-0.00890453412452746,-0.014710241281371786,0.5057611826772981,0.766,0.023,0.789,0.17,0.005,0.175,0.051
Savannah Norcross,147,NY,RW,15,58.43333333333334,1.049,5.7936430164875485,1.077124928693668,5.948977427083621,0.11183250823582282,0.11183250823582282,0.0,0.08603199870155415,0.003441279948062166,-0.0009201878731349236,1.076204740820533,0.759,0.02,0.779,0.168,0.004,0.172,0.177
Anna Bargman,277,NY,RW,15,79.18333333333334,1.1,7.6417069470462025,0.8335087350031573,5.790390446088471,-0.09973680904183278,-0.09973680904183278,0.0,0.08603199870155415,0.003441279948062166,0.007331015500693644,0.8408397505038508,0.707,0.038,0.745,0.157,0.008,0.165,0.125
Michela Cava,115,VAN,RW,13,188.85,1.4569999999999999,19.377781877154927,0.4629070691024622,6.156562947467809,-0.11115965981719095,-0.11115965981719095,1.5885623510722795,1.1092268562572019,0.044369074250288076,0.048704300983158526,0.5116113700856207,0.519,0.221,0.74,0.115,0.049,0.164,0.052
Theresa Schafzahl,17,BOS,RW,14,212.3666666666667,1.6380000000000001,18.813552118948312,0.462784492230419,5.3153969257741265,-0.05151548388709848,-0.051515483887098486,0.8475906451106575,0.44761705970186105,0.017904682388074442,0.019913786259671284,0.4826982784900903,0.584,0.146,0.73,0.13,0.032,0.162,0.046
Jessica DiGirolamo,5,MTL,LD,15,272.5333333333333,1.5070000000000001,23.84940912331381,0.3317759295499022,5.250603769809792,-0.034397903116524575,-0.03439790311652458,3.5225048923679063,2.560389741109061,0.10241558964436244,0.1037571078659069,0.4355330374158091,0.154,0.568,0.722,0.034,0.126,0.16,0.035
Jamie Lee Rattray,16,BOS,LW,14,213.53333333333336,1.662,18.974169404749635,0.46699968779269424,5.331486876139453,-0.03450880091301556,-0.034508800913015565,0.5619731501717139,0.16199956476291738,0.006479982590516695,0.007825825826124302,0.47482551361881853,0.602,0.104,0.706,0.134,0.023,0.157,0.044
Claire Dalton,26,TOR,RW,16,221.21666666666667,1.6370000000000002,21.55820592658547,0.44399909590898823,5.847174062812303,-0.0342222886187622,-0.034222288618762205,0.5424546070971145,0.31984125398392793,0.012793650159357118,0.014128319415488843,0.4581274153244771,0.539,0.131,0.67,0.12,0.029,0.149,0.04
Gabbie Hughes,57,OTT,C,14,216.70000000000002,1.6099999999999999,24.201367884081755,0.4457775726811259,6.700886354614237,0.1550865182443587,0.1550865182443587,0.0,0.04066370438890832,0.0016265481755563327,-0.004421826035973657,0.44135574664515226,0.534,0.061,0.595,0.118,0.014,0.132,0.037
Sara Hjalmarsson,313,TOR,LW,16,172.13333333333333,1.38,16.351978890301382,0.4810224632068164,5.699760263854083,-0.17358414133002564,-0.17358414133002564,0.0,-0.2226133531131865,-0.00890453412452746,-0.0021347526126564596,0.47888771059415997,0.525,0.055,0.58,0.116,0.012,0.128,0.045
Kayla Vespa,45,NY,C,16,113.33333333333333,1.049,10.987201977969413,0.5553529411764706,5.816753988336748,-0.1338673726417713,-0.1338673726417713,0.0,0.08603199870155415,0.003441279948062166,0.008662107481091245,0.5640150486575618,0.486,0.057,0.543,0.108,0.013,0.121,0.064
Catherine Dubois,157,MTL,LW,11,97.09999999999998,1.0230000000000001,8.196449691023478,0.632131822863028,5.064747491878566,-0.15493193500623692,-0.15493193500623692,0.0,-0.595730155583516,-0.023829206223340643,-0.017786860758097402,0.6143449621049306,0.541,0.006,0.547,0.12,0.001,0.121,0.075
