Name,PlayerID,Team,position,GP,toi_min,G,A1,A2,plusMinus,PIM,total_ixG,pm60,pm60_resid,d_adj_pm60,o_xG60,d_value60,value60,oGAA,dGAA,GAA,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60,o_replacement_val60,d_replacement_val60,goals_per_win
Emma Woods,86,TOR,F,29,334.6166666666667,3,0,1,2,14,1.9061614044842488,0.358619315634806,0.667399475432783,0.667399475432783,0.34179314918281095,0.24026381115580187,0.5820569603386128,-0.516,1.34,0.824,0.682,2.638,3.32,0.135,0.522,0.657,0.118,0.2195,-0.2327,5.0492
Mannon McMahon,220,OTT,F,29,418.06666666666666,3,3,0,2,6,2.177810806877076,0.287035560516664,0.3994445100064808,0.39944451000648085,0.3125545728256049,0.1438000236023331,0.45635459642793796,-0.848,1.002,0.154,0.648,2.623,3.271,0.128,0.519,0.647,0.093,0.2195,-0.2327,5.0492
Claire Dalton,26,MTL,F,30,395.65,3,5,1,2,4,3.0110598363507104,0.3032983697712625,0.05181720775369758,0.05181720775369761,0.45662476982444744,0.01865419479133114,0.47527896461577857,0.147,0.123,0.27,1.564,1.657,3.221,0.31,0.328,0.638,0.097,0.2195,-0.2327,5.0492
Aneta Tejralová,62,OTT,D,29,562.6,1,2,6,3,18,1.2693775004595766,0.3199431212228937,0.5243782212008716,0.5243782212008716,0.13537619983571736,0.18877615963231378,0.3241523594680311,-2.803,1.77,-1.033,-0.789,3.952,3.163,-0.156,0.783,0.627,0.067,0.2195,-0.2327,5.0492
Jamie Lee Rattray,16,BOS,LW,28,422.23333333333335,3,4,1,0,8,2.650975015521007,0.0,0.1411394768932971,0.14113947689329712,0.3767075888480155,0.05081021168158696,0.4275178005296024,-0.405,0.358,-0.047,1.106,1.995,3.101,0.219,0.395,0.614,0.087,0.2195,-0.2327,5.0492
Gabbie Hughes,57,OTT,F,28,518.5666666666666,5,7,3,-3,16,3.8823442329879696,-0.3471106254419233,-0.3056755903268882,-0.3056755903268881,0.449200978297766,-0.11004321251767972,0.3391577657800863,0.129,-0.951,-0.822,1.985,1.06,3.045,0.393,0.21,0.603,0.07,0.2195,-0.2327,5.0492
Natalie Spooner,100,TOR,F,13,228.03333333333333,3,1,1,-1,0,3.222335517504586,-0.26311942698435903,-0.2171890622977607,-0.21718906229776067,0.8478590749171546,-0.07818806242719384,0.7696710124899608,1.572,-0.297,1.275,2.388,0.587,2.975,0.473,0.116,0.589,0.155,0.2195,-0.2327,5.0492
Dominique Petrie,195,MIN,F,17,259.5333333333333,3,4,2,2,4,3.0669764429337727,0.46236835345491917,-0.10506027317817712,-0.1050602731781771,0.7090364240021566,-0.03782169834414375,0.6712147256580129,1.188,-0.164,1.024,2.117,0.843,2.96,0.419,0.167,0.586,0.135,0.2195,-0.2327,5.0492
Mellissa Channell-Watkins,129,MIN,D,27,474.5333333333333,1,6,0,6,2,1.5147422270234538,0.7586400674346727,0.46000651538753623,0.4600065153875363,0.19152402420920323,0.16560234553951306,0.35712636974871625,-1.92,1.31,-0.61,-0.221,3.15,2.929,-0.044,0.624,0.58,0.073,0.2195,-0.2327,5.0492
Maja Nylen Persson,229,NY,D,21,409.8333333333333,2,2,2,0,2,1.5016688263301063,0.0,0.503796866660804,0.503796866660804,0.219845781813273,0.18136687199788945,0.40121265381116245,-1.465,1.239,-0.226,0.002,2.828,2.83,0.0,0.56,0.56,0.082,0.2195,-0.2327,5.0492
Kati Tabin,84,MTL,D,28,521.65,4,2,2,3,23,1.9583905157085586,0.34505894757020994,0.21375169306982672,0.21375169306982675,0.22525339009395864,0.07695060950513763,0.3022039995990963,-1.818,0.669,-1.149,0.05,2.692,2.742,0.01,0.533,0.543,0.062,0.2195,-0.2327,5.0492
Emma Maltais,73,TOR,F,29,561.9666666666667,3,3,2,-4,14,2.795510986426138,-0.42707159380746185,-0.09578989553031604,-0.09578989553031601,0.29847083311982014,-0.034484362390913764,0.26398647072890635,-1.272,-0.323,-1.595,0.74,1.856,2.596,0.147,0.368,0.515,0.055,0.2195,-0.2327,5.0492
Catherine Dubois,157,MTL,F,24,228.21666666666667,6,2,1,-1,27,3.5924618701923023,-0.2629080552106916,-0.7677841283547098,-0.7677841283547098,0.9444871637108222,-0.2764022862076955,0.6680848775031267,1.941,-1.051,0.89,2.758,-0.166,2.592,0.546,-0.033,0.513,0.135,0.2195,-0.2327,5.0492
Claire Thompson,169,MIN,D,28,615.8333333333334,4,9,3,2,8,2.99148763038806,0.19485791610284167,-0.15568092793765942,-0.1556809279376594,0.2914575228524226,-0.05604513405755738,0.23541238879486523,-1.466,-0.575,-2.041,0.738,1.813,2.551,0.146,0.359,0.505,0.049,0.2195,-0.2327,5.0492
Elizabeth Giguère,37,NY,F,27,282.46666666666664,2,0,2,-1,4,2.1715773197133794,-0.2124144441822044,0.16598480765782447,0.1659848076578245,0.46127438936559867,0.05975453075681682,0.5210289201224155,0.127,0.281,0.408,1.138,1.377,2.515,0.225,0.273,0.498,0.106,0.2195,-0.2327,5.0492
Clair DeGeorge,116,MTL,F,26,222.21666666666667,0,1,1,4,6,1.1959589537694402,1.0800270006750168,0.8979934355576804,0.8979934355576804,0.3229169904425099,0.32327763680076493,0.6461946272432748,-0.413,1.197,0.784,0.383,2.059,2.442,0.076,0.408,0.484,0.131,0.2195,-0.2327,5.0492
Sophie Shirley,18,BOS,RW,26,261.9,0,0,4,1,29,1.8196766561735835,0.22909507445589922,0.34936960888776575,0.3493696088877658,0.4168789590317488,0.1257730591995957,0.5426520182313446,-0.076,0.549,0.473,0.862,1.565,2.427,0.171,0.31,0.481,0.11,0.2195,-0.2327,5.0492
Kali Flanagan,68,TOR,D,29,642.5333333333333,3,3,1,-4,6,2.2233651435196973,-0.3735214774849554,0.004948688360479889,0.004948688360479918,0.2076186583490068,0.0017815278097727705,0.2094001861587796,-2.428,0.019,-2.409,-0.127,2.511,2.384,-0.025,0.497,0.472,0.044,0.2195,-0.2327,5.0492
Theresa Schafzahl,17,BOS,RW,28,357.8833333333333,3,1,0,0,6,1.9254784590849345,0.0,0.16913323022336169,0.1691332302233617,0.32281108614100334,0.060887962880410214,0.38369904902141355,-0.665,0.363,-0.302,0.616,1.751,2.367,0.122,0.347,0.469,0.079,0.2195,-0.2327,5.0492
Lina Ljungblom,201,MTL,F,29,380.1166666666667,3,2,1,-3,8,4.140880077450792,-0.4735388257990968,-0.827340277474894,-0.827340277474894,0.6536224965503069,-0.29784249989096184,0.35577999665934507,1.389,-1.887,-0.498,2.75,-0.413,2.337,0.545,-0.082,0.463,0.073,0.2195,-0.2327,5.0492
Savannah Harmon,56,TOR,D,23,527.65,0,2,2,-1,2,1.2748963787856629,-0.11371174073723112,0.2972976768727722,0.29729767687277225,0.1449706864913101,0.10702716367419801,0.25199785016550813,-2.544,0.941,-1.603,-0.656,2.988,2.332,-0.13,0.592,0.462,0.053,0.2195,-0.2327,5.0492
Sarah Nurse,75,TOR,F,21,407.0833333333333,6,5,3,-10,8,5.6688633950356175,-1.473899692937564,-1.4215674980969988,-1.4215674980969988,0.8355336017247994,-0.5117642993149195,0.3237693024098799,2.722,-3.472,-0.75,4.18,-1.893,2.287,0.828,-0.375,0.453,0.067,0.2195,-0.2327,5.0492
Megan Carter,208,TOR,D,18,317.23333333333335,0,0,1,2,10,0.5786726423695657,0.3782704633813176,0.807730624720751,0.807730624720751,0.10944738428761355,0.29078302489947033,0.40023040918708386,-1.718,1.537,-0.181,-0.582,2.768,2.186,-0.115,0.548,0.433,0.082,0.2195,-0.2327,5.0492
Cayla Barnes,196,MTL,D,30,654.35,2,8,3,-1,12,2.8596096660104333,-0.0916940475280813,-0.24219607987696695,-0.24219607987696692,0.26220918462692133,-0.08719058875570809,0.17501859587121324,-1.877,-0.951,-2.828,0.466,1.587,2.053,0.092,0.314,0.406,0.037,0.2195,-0.2327,5.0492
Allie Munroe,74,TOR,D,29,549.4333333333334,1,0,1,-2,8,1.1112131609421032,-0.21840684341442695,0.20487201290451035,0.20487201290451038,0.12134827942096617,0.07375392464562373,0.1951022040665899,-2.866,0.675,-2.191,-0.899,2.806,1.907,-0.178,0.556,0.378,0.041,0.2195,-0.2327,5.0492
Zoe Boyd,52,OTT,D,23,291.55,0,1,2,2,25,0.7406520426099439,0.41159320871205624,0.607173878415797,0.607173878415797,0.1524236753784827,0.2185825962296869,0.37100627160816957,-1.37,1.062,-0.308,-0.326,2.193,1.867,-0.065,0.434,0.369,0.076,0.2195,-0.2327,5.0492
Izzy Daniel,209,TOR,F,29,394.35,2,5,0,-5,8,2.921479595253819,-0.7607455306200075,-0.5053114016563697,-0.5053114016563697,0.4445005089773783,-0.1819121045962931,0.2625884043810852,0.067,-1.196,-1.129,1.479,0.334,1.813,0.293,0.066,0.359,0.055,0.2195,-0.2327,5.0492
Ashton Bell,50,OTT,D,26,472.46666666666664,3,0,3,0,0,1.1242064069760622,0.0,0.200596621161876,0.20059662116187602,0.14276644084640272,0.07221478361827537,0.2149812244646781,-2.296,0.569,-1.727,-0.604,2.401,1.797,-0.12,0.476,0.356,0.045,0.2195,-0.2327,5.0492
Hayley Scamurra,61,TOR,F,18,261.98333333333335,1,0,1,-4,6,2.788248465916832,-0.9160888097207202,-0.7614544675914379,-0.7614544675914379,0.6385708045868437,-0.2741236083329176,0.3644471962539261,0.892,-1.197,-0.305,1.83,-0.181,1.649,0.362,-0.036,0.326,0.075,0.2195,-0.2327,5.0492
Hannah Bilka,181,BOS,LW,16,327.8833333333333,5,2,4,-4,6,2.7782517094592705,-0.7319676714278454,-0.6592277704606885,-0.6592277704606885,0.5083976086033333,-0.23732199736584783,0.27107561123748547,0.405,-1.297,-0.892,1.579,-0.025,1.554,0.313,-0.005,0.308,0.056,0.2195,-0.2327,5.0492
Stephanie Markowski,219,OTT,D,26,325.5833333333333,1,1,4,1,10,0.7018421893364203,0.18428461735346816,0.39185557461792025,0.3918555746179203,0.12933871930438257,0.1410680068624513,0.27040672616683387,-1.655,0.765,-0.89,-0.489,2.028,1.539,-0.097,0.402,0.305,0.056,0.2195,-0.2327,5.0492
Emma Greco,118,BOS,LD,26,290.8666666666667,0,2,0,1,8,0.6392578683641225,0.206280082512033,0.4745897848675346,0.47458978486753467,0.1318661658326175,0.17085232255231247,0.30271848838493,-1.466,0.828,-0.638,-0.425,1.956,1.531,-0.084,0.387,0.303,0.063,0.2195,-0.2327,5.0492
Daniela Pejsova,185,BOS,LD,26,327.4,0,1,1,-1,8,1.2912040091742463,-0.1832620647525962,0.03063414602175473,0.030634146021754762,0.2366287127381026,0.011028292567831714,0.24765700530593432,-1.079,0.06,-1.019,0.093,1.33,1.423,0.018,0.263,0.281,0.051,0.2195,-0.2327,5.0492
Elle Hartje,206,NY,F,25,414.3,0,3,3,-7,4,2.827892917419713,-1.0137581462708183,-0.6084895846988289,-0.6084895846988289,0.4095427831165406,-0.21905625049157837,0.1904865326249622,-0.171,-1.513,-1.684,1.312,0.094,1.406,0.26,0.019,0.279,0.04,0.2195,-0.2327,5.0492
Hayley Scamurra,61,OTT,F,5,82.01666666666667,0,0,0,1,0,1.0377315014031723,0.7315586262954684,0.6120007205544404,0.6120007205544404,0.7591614316300387,0.22032025939959854,0.9794816910296372,0.444,0.301,0.745,0.738,0.619,1.357,0.146,0.123,0.269,0.197,0.2195,-0.2327,5.0492
Claire Butorac,102,MIN,F,25,265.66666666666663,2,0,3,1,8,1.4977053721494378,0.2258469259723965,-0.14899697135477186,-0.14899697135477183,0.33825215431229466,-0.05363890968771785,0.2846132446245768,-0.425,-0.238,-0.663,0.526,0.793,1.319,0.104,0.157,0.261,0.059,0.2195,-0.2327,5.0492
Chloe Aurard,33,NY,F,25,191.81666666666666,2,0,2,-2,2,1.545451445128539,-0.6255973585889304,-0.25869799165935525,-0.2586979916593552,0.48341517094992964,-0.09313127699736787,0.3902838939525618,0.157,-0.298,-0.141,0.844,0.446,1.29,0.167,0.088,0.255,0.08,0.2195,-0.2327,5.0492
Mariah Keopple,99,MTL,D,29,496.18333333333334,3,1,0,1,14,1.0504305190468983,0.12092304591716771,0.040637396529504766,0.04063739652950479,0.1270212578875024,0.014629462750621726,0.14165072063812412,-2.541,0.121,-2.42,-0.765,2.045,1.28,-0.152,0.405,0.253,0.031,0.2195,-0.2327,5.0492
Jocelyne Larocque,71,OTT,D,24,519.2833333333333,0,1,4,-2,12,1.2490174321666545,-0.23108771704592868,-0.03129608674622797,-0.03129608674622794,0.14431629347498015,-0.011266591228642058,0.13304970224633808,-2.51,-0.098,-2.608,-0.651,1.916,1.265,-0.129,0.379,0.25,0.029,0.2195,-0.2327,5.0492
Taylor Girard,9,NY,LW,16,151.35,1,0,2,-1,10,1.0588679780224681,-0.39643211100099107,0.0035248315372914674,0.003524831537291497,0.4197692677987981,0.0012689393534249388,0.421038207152223,-0.037,0.003,-0.034,0.505,0.59,1.095,0.1,0.117,0.217,0.086,0.2195,-0.2327,5.0492
Allyson Simpson,230,NY,D,28,595.4333333333333,1,2,2,-8,12,1.9271006356665177,-0.8061355875272911,-0.2890121380964258,-0.28901213809642573,0.19418805039465556,-0.10404436971471326,0.0901436806799423,-2.383,-1.033,-3.416,-0.251,1.277,1.026,-0.05,0.253,0.203,0.02,0.2195,-0.2327,5.0492
Jill Saulnier,149,BOS,F,17,231.81666666666666,2,3,0,-1,8,1.0486915030193364,-0.2588252210798763,-0.06300360325886231,-0.06300360325886228,0.2714278101135676,-0.02268129717319042,0.24874651294037717,-0.629,-0.088,-0.717,0.201,0.811,1.012,0.04,0.161,0.201,0.052,0.2195,-0.2327,5.0492
Abby Boreen,114,MTL,F,30,464.05,6,3,5,-9,12,5.119576113663536,-1.1636677082210969,-1.5217907233174635,-1.5217907233174635,0.6619428225833685,-0.5478446603942868,0.11409816218908164,1.761,-4.237,-2.476,3.422,-2.437,0.985,0.678,-0.483,0.195,0.025,0.2195,-0.2327,5.0492
Jocelyne Larocque,71,TOR,D,6,154.7,0,0,2,0,0,0.5925546885919211,0.0,0.36693839868153727,0.3669383986815373,0.22982082298329198,0.13209782352535343,0.3619186465086454,-0.527,0.341,-0.186,0.027,0.941,0.968,0.005,0.186,0.191,0.074,0.2195,-0.2327,5.0492
Natalie Snodgrass,142,OTT,F,20,173.61666666666667,1,1,0,-2,2,1.6636714994400825,-0.6911778823077661,-0.7150548461910076,-0.7150548461910076,0.5749464719193911,-0.2574197446287627,0.31752672729062836,0.407,-0.745,-0.338,1.028,-0.072,0.956,0.204,-0.014,0.19,0.066,0.2195,-0.2327,5.0492
Liz Schepers,97,MIN,F,25,270.1,2,5,0,-1,0,1.9336129479365929,-0.22213994816734542,-0.6443947978281093,-0.6443947978281093,0.4295326800303427,-0.23198212721811934,0.19755055281222333,-0.021,-1.044,-1.065,0.945,0.003,0.948,0.187,0.001,0.188,0.042,0.2195,-0.2327,5.0492
Danielle Serdachny,224,OTT,F,29,448.5833333333333,1,1,5,-7,16,3.156911486380043,-0.9362808842652796,-0.8808479922622434,-0.8808479922622434,0.4222508397164464,-0.3171052772144076,0.10514556250203877,-0.09,-2.371,-2.461,1.516,-0.631,0.885,0.3,-0.125,0.175,0.023,0.2195,-0.2327,5.0492
Loren Gabel,8,BOS,RW,19,168.71666666666667,1,0,1,-2,4,1.5041281235231136,-0.7112516052553591,-0.6522805189786379,-0.6522805189786379,0.5349067711827727,-0.23482098683230965,0.30008578435046307,0.283,-0.66,-0.377,0.887,-0.006,0.881,0.176,-0.001,0.175,0.062,0.2195,-0.2327,5.0492
Rylind MacKinnon,232,TOR,D,21,246.63333333333333,0,1,1,-1,27,0.5542250668138389,-0.24327611839437766,0.17300049870073103,0.17300049870073106,0.1348297229713353,0.062280179532263176,0.19710990250359847,-1.231,0.256,-0.975,-0.348,1.212,0.864,-0.069,0.24,0.171,0.042,0.2195,-0.2327,5.0492
Amanda Boulier,51,MTL,D,25,419.8833333333333,1,5,0,0,4,0.9497530242816357,0.0,-0.08480204879821746,-0.08480204879821743,0.13571670255284754,-0.03052873756735827,0.10518796498548927,-2.09,-0.214,-2.304,-0.586,1.415,0.829,-0.116,0.28,0.164,0.023,0.2195,-0.2327,5.0492
Amanda Pelkey,110,BOS,LW,23,212.73333333333332,2,1,1,-4,8,2.1992958785627295,-1.1281729865246004,-1.1135532084412663,-1.1135532084412663,0.6202965498923398,-0.40087915503885585,0.219417394853484,0.659,-1.421,-0.762,1.421,-0.596,0.825,0.281,-0.118,0.163,0.046,0.2195,-0.2327,5.0492
Lexie Adzija,49,BOS,C,28,286.3833333333333,2,3,1,-5,6,2.34379260414611,-1.0475469941220974,-0.9657949976504128,-0.9657949976504128,0.49104657946377217,-0.34768619915414856,0.14336038030962361,0.271,-1.66,-1.389,1.296,-0.549,0.747,0.257,-0.109,0.148,0.031,0.2195,-0.2327,5.0492
