GameID,Season,SeasonStage,Team,PlayerID,Name,position,TOI,EV_ixG,PP_ixG,SH_ixG,EV_G,PP_G,SH_G,EN_G,EV_A1,EV_A2,PP_A1,PP_A2,SH_A1,SH_A2,plusMinus,PIM,hits,EV_Shots,EV_SA,EV_xGA,EV_GA,PP_GA,SH_GA,Faceoffs,faceoffWins
230,20252026,Regular,BOS,6,Aerin Frankel,G,59.65,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,20252026,Regular,BOS,41,Abbey Levy,G,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,20252026,Regular,VAN,310,Madison Samoskevich,LD,23.216666666666665,0.051034,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
231,20252026,Regular,VAN,209,Izzy Daniel,RW,8.516666666666667,0.102068,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,2,0,2,0,0,0,0,0,0,0
231,20252026,Regular,VAN,301,Katie Chan,LW,13.433333333333334,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,1,0
231,20252026,Regular,VAN,180,Sydney Bard,RD,21.166666666666668,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
231,20252026,Regular,VAN,198,Jenn Gardiner,LW,17.216666666666665,0.051034,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0
231,20252026,Regular,VAN,161,Tereza Vanišová,RW,16.433333333333334,0.204136,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,5,4,0,0,0,0,0,1,0
231,20252026,Regular,VAN,227,Gabby Rosenthal,C,17.0,0.094262,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,2,1,0,0,0,0,0,19,10
231,20252026,Regular,VAN,11,Sophie Jaques,RD,22.85,0.293966,0.0,0.0,1,0,0,0,0,0,0,0,0,0,-2,0,1,3,0,0,0,0,0,0,0
231,20252026,Regular,VAN,50,Ashton Bell,RD,23.033333333333335,0.102068,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2,0,0,0,0,0,0,0
231,20252026,Regular,VAN,114,Abby Boreen,RW,18.2,0.282786,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,0,1,3,0,0,0,0,0,0,0
231,20252026,Regular,VAN,129,Mellissa Channell-Watkins,LD,17.216666666666665,0.102068,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
231,20252026,Regular,VAN,118,Emma Greco,D,0.6666666666666666,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,20252026,Regular,VAN,192,Brooke McQuigge,LW,10.0,0.094262,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
231,20252026,Regular,VAN,252,Michelle Karvinen,LW,19.733333333333334,0.19633,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-2,0,1,3,0,0,0,0,0,4,1
231,20252026,Regular,VAN,89,Hannah Miller,C,17.466666666666665,0.051034,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,0,0,0,0,0,8,3
