name,player_id,team,pos,gp,toi_min,ixG,FA,ixG60,FA60,FA60_resid,d_adj_FA60,blocks60,blocks60_adj,block_val60,d_value60,value60,oGAR,dGAR,GAR,oWAR,dWAR,WAR,war60
Brooke McQuigge,192,MIN,LW,37,529.9333333333333,5.552000000000001,44.22528648474527,0.6286073719964778,5.00726605060646,0.00045571778435127275,0.0004557177843512614,1.132217889042647,0.01851249618126738,0.0007404998472506952,0.000722726853660996,0.6293300988501388,2.933,0.192,3.125,0.6,0.039,0.639,0.072
Catherine Dubois,157,MTL,LW,28,304.3833333333333,4.425000000000001,28.367129136070268,0.872255379729508,5.591724518964736,-0.06596268615138504,-0.06596268615138505,0.7884794393035098,-1.3978496011410644,-0.05591398404564257,-0.053341439285738555,0.8189139404437694,2.921,-0.164,2.757,0.597,-0.034,0.563,0.111
Mikyla Grant-Mentis,138,MTL,LW,34,436.01666666666665,4.553000000000001,41.62501896424897,0.62653568288674,5.727994658892868,0.06271486305069049,0.06271486305069048,2.889797790604335,0.7034687501597607,0.02813875000639043,0.0256928703474135,0.6522285532341535,2.398,0.339,2.737,0.49,0.069,0.559,0.077
Gabbie Hughes,57,OTT,C,37,730.3833333333333,5.857000000000002,69.2018513563847,0.4811446044314631,5.684838210140449,-0.06789214898979704,-0.06789214898979705,1.3143782945028866,0.12458752341324753,0.0049835009365299015,0.007631294747131987,0.4887758991785951,2.247,0.348,2.595,0.459,0.071,0.53,0.044
Jade Downie-Landry,35,NY,C,30,327.46666666666664,4.117,33.261215684392134,0.7543363192182411,6.094278118068591,0.053636031117356875,0.05363603111735686,1.2825732899022804,-0.17135599773736987,-0.006854239909494795,-0.008946045123071712,0.7453902740951693,2.498,0.066,2.564,0.511,0.013,0.524,0.096
Danielle Serdachny,224,OTT,C,38,566.9500000000002,4.960000000000002,55.648208541574085,0.5249140135814446,5.889218648019127,0.13784073728543597,0.13784073728543597,1.4816121351089158,0.2918213640192767,0.011672854560771068,0.0062970658066390656,0.5312110793880837,2.158,0.258,2.416,0.441,0.053,0.494,0.052
Jenn Gardiner,198,MTL,LW,34,615.7999999999998,5.652000000000002,58.10542217300522,0.5506982786619036,5.661457178272677,-0.006165947711138788,-0.0061659477111387995,1.0717765508281913,-1.114552489616383,-0.04458209958465532,-0.0443416276239209,0.5063566510379827,2.608,-0.24,2.368,0.533,-0.049,0.484,0.047
Renata Fast,67,TOR,RD,34,843.8833333333332,6.109000000000001,76.04867389871134,0.4343491398890053,5.407051251858687,-0.00868548783682288,-0.008685487836822893,3.48389390318567,0.18737030330328266,0.007494812132131307,0.0078335461577674,0.4421826860467727,1.938,0.405,2.343,0.396,0.083,0.479,0.034
Natalie Spooner,100,TOR,RW,18,314.8,3.7350000000000003,26.605350052910474,0.7118805590851335,5.070905346806317,-0.3362558390908902,-0.3362558390908902,1.7153748411689962,-0.05110182497723046,-0.0020440729990892186,0.011069904725455498,0.722950463810589,2.179,0.168,2.347,0.445,0.034,0.479,0.091
Abby Boreen,114,MTL,RW,34,528.4166666666666,4.987000000000002,49.71855998026196,0.5662576880618202,5.645381357165843,-0.021760992433211303,-0.021760992433211314,1.476107869421227,-0.7102211710233473,-0.02840884684093389,-0.02756016813603865,0.5386975199257815,2.375,-0.058,2.317,0.485,-0.012,0.473,0.054
Rebecca Leslie,72,OTT,RW,35,428.1,4.322000000000001,41.20605599008388,0.6057463209530485,5.775200559226893,0.026320318135486048,0.026320318135486038,0.9810791871058163,-0.20871158398382272,-0.008348463359352909,-0.009374955766636864,0.5963713651864117,2.206,0.083,2.289,0.451,0.017,0.468,0.066
Alina Müller,15,BOS,C,26,461.53333333333336,4.526000000000001,46.80695985265783,0.5883865376281959,6.08497239164987,0.08979036799834866,0.08979036799834865,1.170013000144446,-0.32599594315826924,-0.01303983772633077,-0.016541662078266368,0.5718448755499296,2.245,0.034,2.279,0.459,0.007,0.466,0.061
Susanna Tapani,78,BOS,C,30,647.8999999999997,5.243,64.51666095619454,0.4855378916499462,5.974686922938222,-0.02367306196620539,-0.0236730619662054,1.4817101404537742,-0.014298802848940972,-0.0005719521139576389,0.0003512973027243716,0.4858891889526706,2.041,0.23,2.271,0.417,0.047,0.464,0.043
Paetyn Levis,40,NY,RW,30,428.2499999999999,4.245,42.905006203230705,0.5947460595446586,6.0112092754088575,-0.03436405450391328,-0.03436405450391329,1.1208406304728549,-0.33308865716679537,-0.013323546286671815,-0.011983348161019196,0.5827627113836394,2.128,0.064,2.192,0.435,0.013,0.448,0.063
Maureen Murphy,98,MTL,RW,32,440.8333333333333,4.066999999999999,41.20248190554102,0.5535425330812853,5.607899238561349,-0.05963600167295327,-0.059636001672953284,2.3137996219281662,0.12747058148359192,0.0050988232593436765,0.0074246273245888545,0.5609671604058741,1.888,0.209,2.097,0.386,0.043,0.429,0.058
Ronja Savolainen,223,OTT,RD,36,670.0999999999999,4.83,64.80036319596366,0.43247276525891665,5.802151606861393,0.04791731719781997,0.047917317197819956,3.1338606178182364,0.41402291299243676,0.01656091651969747,0.014692141148982492,0.44716490640789913,1.518,0.398,1.916,0.31,0.081,0.391,0.035
Élizabeth Giguère,37,NY,LW,29,283.05,3.375999999999999,28.926427143027233,0.7156332803391624,6.131728064234707,0.08989007667868093,0.08989007667868092,0.6359300476947536,-0.8179992399448967,-0.03271996959779587,-0.036225682588264425,0.679407597750898,1.977,-0.072,1.905,0.404,-0.015,0.389,0.082
Claire Dalton,26,MTL,RW,33,422.08333333333326,3.8860000000000006,40.7434352086401,0.5524027640671275,5.791761767072236,0.12419130866145908,0.12419130866145907,2.1322803553800593,-0.05404868506451499,-0.0021619474025805995,-0.007005408440377503,0.54539735562675,1.8,0.098,1.898,0.368,0.02,0.388,0.055
Mannon McMahon,220,OTT,RW,38,595.5833333333334,4.218,55.04678626580303,0.4249279417937596,5.545499665786789,-0.2089677543803923,-0.2089677543803923,2.014831397789282,0.825040626699643,0.03300162506798572,0.04115136748882102,0.4660793092825806,1.274,0.617,1.891,0.26,0.126,0.386,0.039
Maggie Connors,66,TOR,LW,34,264.76666666666665,3.0430000000000006,24.45165730690215,0.689588316756893,5.541103254743027,0.13325325197627735,0.13325325197627735,2.0395316630995843,0.27305499695335766,0.010922199878134307,0.00572532305105949,0.6953136398079525,1.734,0.118,1.852,0.354,0.024,0.378,0.086
Noora Tulus,231,NY,RW,30,314.26666666666677,3.3760000000000012,31.7815253380969,0.644548154433602,6.067749852415613,0.02371537725746914,0.02371537725746913,0.954603309291472,-0.49932597834817827,-0.01997303913392713,-0.020897938846968427,0.6236502155866336,1.823,0.0,1.823,0.373,0.0,0.373,0.071
Hannah Bilka,181,BOS,LW,16,327.8833333333333,3.4530000000000003,32.22720384166465,0.6318710923600874,5.8973178381534455,-0.09652053893157692,-0.09652053893157693,0.7319676714278454,-0.7640412718748699,-0.030561650874994798,-0.026797349856663297,0.6050737425034242,1.832,-0.032,1.8,0.374,-0.007,0.367,0.067
Lexie Adzija,49,BOS,C,29,295.0166666666667,3.068999999999999,28.795534263978773,0.6241681260945706,5.856387963975118,-0.1376884301308519,-0.1376884301308519,1.6270267216541436,0.13101777835142842,0.005240711134057136,0.01061055990916036,0.634778686003731,1.611,0.155,1.766,0.329,0.032,0.361,0.073
Kristin O'Neill,30,MTL,C,34,552.5833333333334,4.221000000000001,52.2194285660168,0.4583200120645454,5.670032961473699,-0.00044459734260162906,-0.0004445973426016404,2.3887799728547727,0.2024509324101984,0.008098037296407937,0.008115376592769402,0.4664353886573148,1.49,0.268,1.758,0.305,0.055,0.36,0.039
Dominique Petrie,195,MIN,C,25,377.6666666666667,3.043,30.416940775903267,0.483442188879082,4.832347166515965,-0.17894868308499878,-0.17894868308499878,2.5419240953221536,1.4282187024607738,0.05712874809843095,0.0641077467387459,0.5475499356178279,1.176,0.536,1.712,0.24,0.11,0.35,0.056
Liz Schepers,97,MIN,C,35,381.29999999999995,3.197000000000001,32.65710301069617,0.5030684500393393,5.1388045650190675,0.12811515507429372,0.12811515507429372,2.2029897718332023,1.0892843789718225,0.0435713751588729,0.03857488411097545,0.5416433341503147,1.312,0.379,1.691,0.268,0.077,0.345,0.054
Jamie Lee Rattray,16,BOS,LW,30,450.45,3.9650000000000003,45.050158964414756,0.5281385281385281,6.00068717474722,0.0036435238676328363,0.003643523867632825,0.7992007992007992,-0.696808144101916,-0.027872325764076642,-0.02801442319491432,0.5001241049436138,1.739,-0.053,1.686,0.355,-0.011,0.344,0.046
Gabby Rosenthal,227,NY,C,29,375.40000000000003,3.1210000000000004,37.367275843305826,0.4988279168886522,5.972393581775039,-0.07614356100966618,-0.0761435610096662,2.237613212573255,0.7836839249336048,0.03134735699734419,0.03431695587672118,0.5331448727653734,1.266,0.346,1.612,0.259,0.071,0.33,0.053
Anna Meixner,221,OTT,LW,36,442.5,3.5549999999999997,41.561637859642396,0.4820338983050847,5.635476319951511,-0.11722656053333405,-0.11722656053333406,1.3559322033898304,0.1661414323001914,0.006645657292007656,0.011217493152807685,0.4932513914578924,1.368,0.238,1.606,0.28,0.049,0.329,0.045
Elle Hartje,206,NY,LW,27,434.84999999999997,3.6329999999999996,43.19083856638815,0.5012763021731632,5.959412013299504,-0.08904947585367023,-0.08904947585367025,1.2418075198344256,-0.21212176780522463,-0.008484870712208985,-0.005011941153915845,0.49626436101924737,1.484,0.116,1.6,0.303,0.024,0.327,0.045
Emma Woods,86,TOR,RW,34,363.73333333333335,2.8130000000000006,32.13693872324179,0.46402126099706753,5.3011812410039605,-0.11363864800988976,-0.11363864800988978,2.969208211143695,1.2027315449974685,0.04810926179989874,0.05254116907228444,0.516562430069352,1.015,0.446,1.461,0.207,0.091,0.298,0.049
Kateřina Mrázová,88,OTT,C,20,357.83333333333337,3.045,35.675627988645175,0.5105728924080111,5.981940417285637,0.2301193745400569,0.2301193745400569,1.1737307871448532,-0.016059983944785805,-0.0006423993577914322,-0.009617054964853652,0.5009558374431574,1.276,0.068,1.344,0.261,0.014,0.275,0.046
Victoria Bach,125,OTT,LW,32,363.50000000000017,2.9410000000000007,33.82421504687742,0.48544704264099026,5.5830891411627075,-0.1695082752166366,-0.1695082752166366,1.1554332874828055,-0.03435748360683355,-0.001374299344273342,0.005236523389175485,0.4906835660301657,1.144,0.159,1.303,0.234,0.033,0.267,0.044
Chloé Aurard-Bushee,33,NY,RW,27,198.5,2.098,20.24187800776694,0.6341561712846348,6.118451790760788,0.07409620957860169,0.07409620957860168,2.4181360201511333,0.964206732511483,0.03856826930045932,0.035678517126893856,0.6698346884115286,1.117,0.187,1.304,0.228,0.038,0.266,0.08
Alexa Vasko,101,OTT,LW,32,306.1,2.3529999999999998,29.281791331028796,0.46122182293368175,5.739652008695614,-0.013693952390767122,-0.013693952390767134,2.744201241424371,1.554410470334732,0.06217641881338928,0.06271048295662919,0.5239323058903109,0.84,0.427,1.267,0.172,0.087,0.259,0.051
Emma Maltais,73,TOR,LW,34,634.3166666666667,4.477000000000002,57.33105635732983,0.4234793347171498,5.422943400677562,0.006870790545118743,0.006870790545118732,1.0404897658898027,-0.725986900256424,-0.02903947601025696,-0.02930743684151659,0.3941718978756332,1.342,-0.088,1.254,0.274,-0.018,0.256,0.024
Loren Gabel,8,BOS,LW,20,176.14999999999995,2.0469999999999997,18.04036470869031,0.6972466647743402,6.144887212724489,0.1530689014754622,0.1530689014754622,1.7030939540164638,0.20708501071374857,0.008283400428549944,0.0023137132710069177,0.6995603780453471,1.176,0.068,1.244,0.24,0.014,0.254,0.087
Amanda Pelkey,110,BOS,RW,25,231.4333333333333,2.4549999999999996,23.230048640827885,0.6364683854241683,6.022481283809621,0.0287849603130243,0.02878496031302429,0.5185078496327237,-0.9775010936699917,-0.03910004374679967,-0.04022265719900762,0.5962457282251606,1.311,-0.074,1.237,0.268,-0.015,0.253,0.066
Alexandra Labelle,39,MTL,C,23,364.15,2.9160000000000004,35.7472591831424,0.48046134834546217,5.889978171051885,0.22018476619910063,0.22018476619910063,2.3067417273101745,0.12041268686560014,0.004816507474624005,-0.0037706984071409185,0.4766906499383213,1.116,0.104,1.22,0.228,0.021,0.249,0.041
Emmy Fecteau,204,NY,LW,30,226.16666666666669,2.275,22.95763705988463,0.6035372144436256,6.090456404980446,0.04515471646238217,0.04515471646238216,1.3264554163596167,-0.1274738712800335,-0.0050989548512013405,-0.006859988793234245,0.5966772256503914,1.157,0.053,1.21,0.237,0.011,0.248,0.066
Theresa Schafzahl,17,BOS,RW,30,385.4333333333334,2.993000000000001,38.48882570639381,0.46591714952866914,5.991514855271889,-0.007451398753745508,-0.00745139875374552,1.4010204964109656,-0.09498844689174962,-0.003799537875669985,-0.0035089333242739095,0.4624082162043952,1.088,0.112,1.2,0.222,0.023,0.245,0.038
Izzy Daniel,209,TOR,RW,34,441.7,3.146,40.98712483572698,0.4273488793298619,5.567642042435179,0.1516889989020681,0.1516889989020681,1.9017432646592711,0.13526659851304448,0.00541066394052178,-0.0005052070166588762,0.42684367231320297,0.963,0.151,1.114,0.197,0.031,0.228,0.031
Hannah Brandt,1,BOS,C,30,467.58333333333326,3.1470000000000002,46.73957102519121,0.4038210657636786,5.997592432389535,-0.0032925532468602303,-0.0032925532468602416,1.7964712172518271,0.3004622739491119,0.012018490957964477,0.012146900534592026,0.4159679662982706,0.836,0.258,1.094,0.171,0.053,0.224,0.029
Katy Knoll,191,MIN,C,29,250.06666666666666,2.097,21.782874054663868,0.5031458277792589,5.22649604084177,0.21580902182258355,0.21580902182258355,2.159424153559051,1.045718760697671,0.04182875042790684,0.033412198576826084,0.536558026356085,0.861,0.227,1.088,0.176,0.046,0.222,0.053
Natalie Snodgrass,142,OTT,LW,21,188.83333333333337,1.9689999999999999,19.968798693321915,0.6256310679611649,6.344896319149063,0.596630504770955,0.596630504770955,1.5887025595763455,0.3989117884867065,0.01595647153946826,-0.007312118146598986,0.6183189498145659,1.036,0.043,1.079,0.212,0.009,0.221,0.07
Hayley Scamurra,61,OTT,RW,6,102.05000000000001,1.1760000000000002,11.933494648181586,0.6914257716805488,7.016263389425724,1.2700305917886512,1.2700305917886512,6.467417932386084,5.2776271612964445,0.21110508645185777,0.16157389337210037,0.8529996650526491,0.672,0.311,0.983,0.137,0.064,0.201,0.118
Taylor Girard,9,NY,RW,17,157.45,1.534,15.721137768084597,0.5845665290568435,5.990906739187525,-0.05498113208994032,-0.054981132089940335,2.667513496348047,1.2135842087083968,0.04854336834833587,0.050687632499843545,0.635254161556687,0.756,0.188,0.944,0.155,0.038,0.193,0.074
Sophie Shirley,18,BOS,RW,28,286.4,2.3530000000000006,28.413067767437294,0.4929469273743019,5.952458331167032,-0.0456727189932436,-0.04567271899324361,0.8379888268156425,-0.6580201164870727,-0.02632080465948291,-0.02453956861874641,0.4684073587555555,0.937,-0.017,0.92,0.192,-0.003,0.189,0.04
Ella Shelton,44,NY,LD,24,588.7833333333334,3.320000000000001,58.62211952869307,0.3383247940668611,5.973890517261444,-0.07960607540659642,-0.07960607540659644,3.5666770458855828,0.5827008245097719,0.023308032980390875,0.026412669921248137,0.36473746398810925,0.41,0.465,0.875,0.084,0.095,0.179,0.018
Micah Zandee-Hart,47,NY,LD,30,705.3166666666664,3.9339999999999997,70.46369089433558,0.33465819135612856,5.9942174252607145,-0.05939246322404462,-0.059392463224044637,3.232590562158842,0.24861434078303135,0.009944573631321254,0.012260879697058994,0.34691907105318753,0.448,0.391,0.839,0.092,0.08,0.172,0.015
Klára Hymlárová,190,MIN,RW,37,432.95,2.762,36.19272085543576,0.3827693729068022,5.0157368086988,0.0013302296824143633,0.001330229682414352,1.108673056934981,-0.005032335926398734,-0.0002012934370559494,-0.0002531723946701091,0.3825162005121321,0.622,0.15,0.772,0.127,0.031,0.158,0.022
Jill Saulnier,149,BOS,LW,19,258.1333333333334,1.5859999999999999,26.34101924141735,0.36864669421487595,6.122654265825313,0.12068241328061607,0.12068241328061606,3.719008264462809,2.222999321160094,0.08891997284640375,0.08421335872845973,0.45286005294333564,0.31,0.453,0.763,0.063,0.093,0.156,0.036
Victoria Bach,125,TOR,C,6,60.08333333333333,0.8439999999999999,6.476513251468974,0.8428294036061026,6.467530570121584,1.0644156246978622,1.0644156246978622,6.990291262135923,5.223814595989696,0.20895258383958784,0.16744037447637122,1.0102697780824739,0.547,0.189,0.736,0.112,0.039,0.151,0.151
Allyson Simpson,230,NY,RD,30,611.2333333333333,3.169,61.374911584050686,0.3110759666248568,6.024695470976235,-0.02964309405783966,-0.02964309405783967,3.8283252440421007,0.8443490226662899,0.03377396090665159,0.03493004157490734,0.3460060081997641,0.148,0.57,0.718,0.03,0.117,0.147,0.014
Savannah Harmon,56,OTT,RD,6,131.28333333333333,0.8180000000000001,15.304892050121031,0.3738479116414879,6.994745636719019,1.2386998743668034,1.2386998743668034,9.140535736955695,6.420698032129894,0.25682792128519577,0.20851862618489042,0.5823665378263783,0.169,0.502,0.671,0.035,0.103,0.138,0.063
Megan Keller,12,BOS,LD,30,713.1166666666668,3.5510000000000006,71.53739466124209,0.29877299179657374,6.018992235503108,0.014861327612856357,0.014861327612856344,3.617921331245471,0.5918654542065951,0.023674618168263804,0.023095026391362405,0.32186801818793614,0.026,0.524,0.55,0.005,0.107,0.112,0.009
Kelly Babstock,175,BOS,RW,9,71.46666666666667,0.8190000000000001,6.590174502420883,0.6875932835820896,5.532795757629472,-0.45932083728772294,-0.45932083728772294,1.6791044776119404,0.18309553430922515,0.007323821372369006,0.0252373340265902,0.7128306176086798,0.466,0.055,0.521,0.095,0.011,0.106,0.089
